,rb?,te?,age,max_pts,avg_pts,last_pts,3_yr_trail_avg_fppg,injury_risk,last_yr_games_played,hit_rate,Draft Pick,Breakout Age,cdr,id,year
37,1,0,34.6,111.0,40.575,,,0.703125,,0.0,,21.9,48.2,Bobby Rainey,2022
38,1,0,27.1,98.6,72.85,98.6,7.645833333333333,0.6375,16.0,0.0,6.27,22.4,23.3,Boston Scott,2022
39,1,0,28.6,0.4,0.4,,,0.125,,0.0,,21.9,15.3,Bralon Addison,2022
40,1,0,31.1,145.6,65.8,,,0.6041666666666666,,0.0,,20.3,38.3,Branden Oliver,2022
41,1,0,32.3,124.1,43.47142857142857,124.1,5.35,0.640625,17.0,0.0,,20.6,29.0,Brandon Bolden,2022
42,1,0,28.6,-0.4,-0.4,,,0.0625,,0.0,,18.8,28.0,Brandon Burks,2022
43,1,0,28.9,6.6000000000000005,4.050000000000001,,,0.1875,,0.0,,22.1,15.8,Brandon Wilds,2022
44,1,0,26.6,95.4,37.42,0.0,4.220833333333334,0.5,3.0,0.0,5.12,18.8,34.2,Brian Hill,2022
45,1,0,29.4,1.1,0.45000000000000007,,,0.0625,,0.0,,19.7,20.5,Bronson Hill,2022
46,1,0,31.1,44.1,28.650000000000002,,,0.3125,,0.0,7.22,,11.1,Bryce Brown,2022
47,1,0,26.2,7.700000000000001,3.233333333333334,1.1,0.32,0.46875,10.0,0.0,,20.4,17.8,Buddy Howell,2022
48,1,0,28.3,12.8,10.4,,,0.22916666666666666,,0.0,,19.6,13.4,Byron Marshall,2022
49,1,0,31.3,211.4,116.51666666666667,,2.1,0.5803571428571429,,0.16666666666666666,,20.6,18.2,C.J. Anderson,2022
50,1,0,28.9,37.699999999999996,25.975,,2.5,0.725,,0.0,,20.1,29.9,C.J. Ham,2022
51,1,0,28.0,61.199999999999996,24.9,,2.435,0.3958333333333333,,0.0,3.27,21.3,26.2,C.J. Prosise,2022
52,1,0,34.8,80.60000000000001,41.225,,,0.453125,,0.0,1.09,19.1,33.8,C.J. Spiller,2022
53,1,0,22.9,101.8004,53.0502,4.3,6.0654,0.4375,1.0,0.0,2.2,18.2,39.8,Cam Akers,2022
54,1,0,31.9,35.400000000000006,24.575000000000003,,,0.3125,,0.0,5.38,24.2,25.7,Cameron Artis-Payne,2022
55,1,0,31.7,233.6,120.13754999999999,45.800399999999996,7.302233333333334,0.8194444444444444,12.0,0.125,2.25,21.0,29.8,Carlos Hyde,2022
56,1,0,35.6,9.799999999999999,3.766666666666666,,,0.22916666666666666,,0.0,6.12,20.9,31.8,Cedric Peerman,2022
57,1,0,31.0,133.0,62.46,,,0.55,,0.0,,21.3,24.9,Charcandrick West,2022
58,1,0,31.7,179.2,95.35,,,0.71875,,0.0,3.05,19.0,35.8,Charles Sims,2022
59,1,0,26.1,168.0,114.17510000000001,143.30040000000002,10.247233333333334,0.8,12.0,0.0,4.34,18.4,34.1,Chase Edmonds,2022
60,1,0,27.7,232.5,141.92000000000002,48.1,14.391666666666666,0.6666666666666666,4.0,0.4,7.31,22.0,14.6,Chris Carson,2022
61,1,0,24.7,49.799400000000006,49.799400000000006,49.799400000000006,3.5571,0.875,14.0,0.0,6.18,19.9,12.6,Chris Evans,2022
62,1,0,34.2,202.5,122.22,,,0.8625,,0.2,,21.5,14.2,Chris Ivory,2022
63,1,0,36.7,115.2,64.57499999999999,,,0.546875,,0.0,1.24,19.0,42.5,Chris Johnson,2022
64,1,0,36.1,11.100000000000001,11.100000000000001,,,0.1875,,0.0,7.02,,12.5,Chris Ogbonnaya,2022
65,1,0,32.5,72.0,58.5,,,0.78125,,0.0,,19.7,31.6,Chris Polk,2022
66,1,0,31.6,153.0,90.94285714285715,,6.9125,0.6328125,,0.0,5.21,19.9,17.7,Chris Thompson,2022
67,1,0,26.0,468.8,260.22,127.5001,25.88253333333334,0.7708333333333334,7.0,0.6,1.08,19.2,50.7,Christian McCaffrey,2022
68,1,0,31.6,136.5,46.550000000000004,,,0.53125,,0.0,2.3,18.8,17.6,Christine Michael,2022
69,1,0,23.0,137.59969999999998,137.59969999999998,137.59969999999998,8.0941,1.0625,17.0,0.0,4.21,20.2,32.6,Chuba Hubbard,2022
70,1,0,31.3,0.8,0.8,,,0.125,,0.0,,20.5,18.3,Cierre Wood,2022
71,1,0,23.1,176.00050000000002,146.80025,117.6,12.64925,0.71875,10.0,0.0,1.32,19.4,17.9,Clyde Edwards-Helaire,2022
72,1,0,31.2,234.6,92.325,234.6,7.0,0.9722222222222222,16.0,0.125,1.29,21.5,17.1,Cordarrelle Patterson,2022
73,1,0,27.6,91.0,43.22,28.9,0.36666666666666664,0.6354166666666666,17.0,0.0,,18.8,33.1,Corey Clement,2022
74,1,0,30.5,41.6,24.65,,,0.5,,0.0,,,8.2,Corey Grant,2022
75,1,0,26.0,35.2,18.450000000000003,35.2,3.945,0.21875,5.0,0.0,,20.2,29.7,Craig Reynolds,2022
76,1,0,32.5,9.2,9.2,,,0.25,,0.0,6.12,20.8,27.2,Cyrus Gray,2022
77,1,0,23.4,208.8996,199.3498,208.8996,15.334599999999998,0.8125,13.0,0.5,2.03,19.6,21.1,D'Andre Swift,2022
78,1,0,26.3,104.0995,46.7665,104.0995,3.112,0.765625,17.0,0.0,,20.5,16.2,D'Ernest Johnson,2022
79,1,0,26.1,93.8997,44.574875,93.8997,6.633299999999999,0.390625,9.0,0.0,3.25,19.4,36.5,D'Onta Foreman,2022
80,1,0,28.5,32.199999999999996,9.424999999999999,,0.095,0.275,,0.0,,19.8,18.8,D.J. Foster,2022
81,1,0,26.8,337.80039999999997,210.82,206.2996,20.299266666666664,0.7291666666666666,13.0,0.6,2.09,19.1,38.8,Dalvin Cook,2022
82,1,0,27.5,2.6,2.6,,1.3,0.125,,0.0,,22.7,21.5,Dalyn Dawkins,2022
83,1,0,24.4,0.6996,0.6996,0.6996,0.0583,0.75,12.0,0.0,,18.7,18.0,Damarea Crockett,2022
84,1,0,25.3,210.1005,100.86683333333333,210.1005,8.112233333333334,0.421875,15.0,0.3333333333333333,3.23,20.6,14.7,Damien Harris,2022
85,1,0,30.2,140.8,79.75708571428572,60.699600000000004,8.92915,0.765625,12.0,0.0,,20.4,20.0,Damien Williams,2022
86,1,0,33.2,75.39999999999999,48.49999999999999,,,0.6875,,0.0,6.21,19.5,24.4,Dan Herron,2022
87,1,0,28.6,17.099999999999998,7.3999999999999995,,1.9,0.375,,0.0,6.22,,12.5,Dan Vitale,2022
88,1,0,29.6,6.300000000000001,6.300000000000001,,,0.1875,,0.0,7.16,21.9,15.8,Daniel Lasco,2022
89,1,0,34.6,51.599999999999994,51.599999999999994,,,0.75,,0.0,2.3,21.9,36.0,Daniel Thomas,2022
90,1,0,37.4,243.2,85.275,,,0.453125,,0.25,,19.6,52.0,Danny Woodhead,2022
91,1,0,28.1,75.2,38.800124999999994,50.100699999999996,3.2609333333333335,0.8,17.0,0.0,,21.3,17.2,Dare Ogunbowale,2022
92,1,0,25.0,0.0,0.0,0.0,0.0,0.125,2.0,0.0,,21.3,15.7,Darius Bradwell,2022
93,1,0,28.5,1.6,1.6,,,0.125,,0.0,6.41,21.8,35.1,Darius Jackson,2022
94,1,0,27.1,195.99980000000002,83.549925,195.99980000000002,7.740566666666666,0.6375,17.0,0.0,,22.4,21.5,Darrel Williams,2022
95,1,0,24.8,163.4004,105.4003,163.4004,8.2678,0.703125,12.0,0.0,3.06,20.0,33.9,Darrell Henderson,2022
96,1,0,34.8,193.6,81.72500000000001,,,0.5625,,0.0,1.04,18.0,32.1,Darren McFadden,2022
97,1,0,39.0,162.0,91.8,,2.5,0.5982142857142857,,0.0,4.29,19.2,34.1,Darren Sproles,2022
98,1,0,29.1,16.0,16.0,,,0.3125,,0.0,,19.4,32.4,Darrin Reaves,2022
99,1,0,23.9,16.1,9.950000000000001,3.8,3.51,0.1875,1.0,0.0,3.29,20.2,31.5,Darrynton Evans,2022
100,1,0,25.3,33.1996,32.5998,,2.7857000000000003,0.7083333333333334,,0.0,6.41,21.6,24.7,Darwin Thompson,2022
101,1,0,32.1,0.8,0.8,,,0.125,,0.0,7.45,19.4,28.4,Daryl Richardson,2022
102,1,0,29.0,21.7,21.7,,,0.4375,,0.0,5.02,20.3,34.0,David Cobb,2022
103,1,0,30.3,2.0,1.8,,,0.1875,,0.0,,20.6,32.7,David Fluellen,2022
104,1,0,30.5,406.4,182.31414285714285,81.2994,11.004033333333332,0.765625,13.0,0.42857142857142855,3.22,19.7,43.2,David Johnson,2022
105,1,0,25.0,264.7995,210.66639999999998,195.9997,14.476733333333334,0.9375,13.0,0.3333333333333333,3.09,20.2,30.5,David Montgomery,2022
106,1,0,28.0,3.5999999999999996,3.5999999999999996,,,0.1875,,0.0,7.08,23.2,21.1,David Williams,2022
107,1,0,29.5,12.899999999999999,6.3999999999999995,,,0.125,,0.0,6.19,21.8,40.2,De'Angelo Henderson,2022
108,1,0,26.8,4.0,2.3,,0.6,0.08333333333333333,,0.0,,21.0,28.6,De'Lance Turner,2022
109,1,0,27.6,5.7,5.7,,,0.0625,,0.0,,19.8,17.2,De'Veon Smith,2022
110,1,0,29.3,121.6,64.24,,5.9375,0.75,,0.0,5.04,21.5,23.4,DeAndre Washington,2022
111,1,0,39.1,232.0,120.46666666666665,,,0.625,,0.3333333333333333,1.27,19.4,51.3,DeAngelo Williams,2022
112,1,0,34.3,350.4,250.075,,,0.96875,,0.5,3.07,19.6,29.8,DeMarco Murray,2022
113,1,0,23.7,60.1001,58.500249999999994,60.1001,4.1385,0.90625,17.0,0.0,4.38,21.0,26.5,DeeJay Dallas,2022
114,1,0,23.3,9.1,9.1,9.1,1.1375,0.5,8.0,0.0,,19.5,19.9,Deon Jackson,2022
115,1,0,29.6,13.6,9.1,,1.7,0.4125,,0.0,6.23,,2.1,Derek Watt,2022
116,1,0,31.6,11.0,5.975,,,0.296875,,0.0,,19.9,20.9,Derrick Coleman,2022
117,1,0,26.0,56.099999999999994,56.099999999999994,56.099999999999994,5.1,0.6875,11.0,0.0,,22.3,15.1,Derrick Gore,2022
118,1,0,28.4,333.1008,210.2334666666667,193.3,21.5271,0.8928571428571429,8.0,0.5,2.14,20.7,43.5,Derrick Henry,2022
119,1,0,24.9,57.5,57.5,,11.5,0.3125,,0.0,2.27,19.2,32.2,Derrius Guice,2022
120,1,0,28.2,8.7,8.7,,,0.1875,,0.0,,20.5,34.0,Detrez Newsome,2022
121,1,0,28.0,1.2,1.2,,,0.125,,0.0,7.2,21.3,17.5,Devante Mays,2022
122,1,0,24.7,197.80010000000001,163.00003333333333,197.80010000000001,10.9701,0.890625,17.0,0.0,3.1,19.0,36.1,Devin Singletary,2022
123,1,0,25.7,13.3,7.5667,1.4001000000000001,3.3764,0.203125,3.0,0.0,,21.9,25.5,Devine Ozigbo,2022
124,1,0,30.2,316.5,160.4375,146.6,10.154166666666667,0.7777777777777778,16.0,0.375,4.03,19.5,17.8,Devonta Freeman,2022
125,1,0,30.0,144.0992,93.96666666666665,144.0992,5.254166666666666,0.8482142857142857,16.0,0.0,4.38,22.3,40.1,Devontae Booker,2022
126,1,0,33.8,90.19999999999999,54.46666666666667,,,0.625,,0.0,2.04,18.0,28.6,Dexter McCluster,2022
127,1,0,25.4,1.2,1.0000499999999999,,0.43335,0.14583333333333334,,0.0,6.21,21.7,21.5,Dexter Williams,2022
128,1,0,31.7,196.8,109.16666666666667,,3.9875000000000003,0.8214285714285714,,0.0,5.18,18.9,35.2,Dion Lewis,2022
129,1,0,28.7,3.3000000000000003,3.3000000000000003,,,0.1875,,0.0,,21.0,23.4,Don Jackson,2022
130,1,0,35.1,72.8,59.199999999999996,,,0.59375,,0.0,1.27,19.4,52.0,Donald Brown,2022
131,1,0,27.3,72.7,33.599925,72.7,4.281533333333333,0.6375,8.0,0.0,,19.5,29.1,Dontrell Hilliard,2022
132,1,0,33.4,232.0,118.32000000000001,,,0.775,,0.2,1.31,20.6,24.3,Doug Martin,2022
133,1,0,30.8,13.0,6.5,,,0.5,,0.0,3.33,18.1,32.3,Dri Archer,2022
134,1,0,33.7,35.6,26.400000000000002,,,0.5,,0.0,,20.0,19.2,DuJuan Harris,2022
135,1,0,28.7,216.0,135.69995714285713,59.1,9.697566666666667,0.875,5.0,0.14285714285714285,3.13,19.0,33.0,Duke Johnson,2022
136,1,0,28.1,48.400000000000006,14.233500000000001,4.800599999999999,0.6597666666666667,0.49107142857142855,14.0,0.0,7.15,20.4,20.1,Dwayne Washington,2022
137,1,0,32.0,272.0,121.2,,,0.703125,,0.25,2.29,21.3,26.1,Eddie Lacy,2022
138,1,0,31.0,0.2,0.2,,,0.0625,,0.0,7.43,19.3,19.3,Edwin Baker,2022
139,1,0,23.7,0.0,0.0,,0.0,0.0625,,0.0,,,13.6,Elijah Holyfield,2022
140,1,0,28.0,85.6,81.05,,,0.71875,,0.0,6.04,19.3,32.1,Elijah McGuire,2022
141,1,0,24.1,165.0,165.0,165.0,15.0,0.6875,11.0,0.0,6.1,19.3,24.5,Elijah Mitchell,2022
142,1,0,28.8,35.900600000000004,19.22024,35.900600000000004,1.1015666666666668,0.6770833333333334,17.0,0.0,,21.1,31.1,Elijhaa Penny,2022
143,1,0,23.1,27.9999,27.9999,27.9999,3.1111,0.5625,9.0,0.0,7.08,19.4,36.2,Eno Benjamin,2022
144,1,0,26.9,327.0,273.87669999999997,252.0607,16.413466666666668,0.9285714285714286,17.0,1.0,1.04,19.1,37.8,Ezekiel Elliott,2022
145,1,0,32.1,12.0,7.1,,,0.3125,,0.0,,21.3,24.2,Fitzgerald Toussaint,2022
146,1,0,33.3,72.0,40.65,,,0.75,,0.0,,22.6,15.3,Fozzy Whittaker,2022
147,1,0,39.1,214.4,148.0142857142857,,6.49,0.9609375,,0.14285714285714285,3.01,20.3,26.4,Frank Gore,2022
148,1,0,41.3,186.20000000000002,132.10000000000002,,,0.90625,,0.0,,20.5,45.9,Fred Jackson,2022
149,1,0,24.6,20.0,20.0,,2.5,0.5,,0.0,,,6.6,Gabe Nabers,2022
150,1,0,24.3,1.9993999999999998,1.9993999999999998,1.9993999999999998,0.1538,0.8125,13.0,0.0,6.12,22.5,17.0,Gary Brightwell,2022
151,1,0,29.5,9.6,4.8,,,0.34375,,0.0,,17.8,10.7,George Atkinson III,2022
152,1,0,28.9,1.6,1.6,,,0.125,,0.0,,,7.3,George Farmer,2022
153,1,0,31.6,7.5,3.75,,,0.21875,,0.0,,21.8,25.8,George Winn,2022
154,1,0,30.5,188.5,128.1624,59.099999999999994,6.368733333333334,0.8819444444444444,12.0,0.0,2.05,19.8,35.6,Giovani Bernard,2022
155,1,0,33.1,-2.8,-2.8,,,0.0625,,0.0,,24.4,21.9,Glenn Winston,2022
156,1,0,27.1,128.2,103.0,,6.90625,0.921875,,0.0,,22.4,26.4,Gus Edwards,2022
157,1,0,29.4,204.8,149.32,,,0.95,,0.2,,18.7,27.2,Isaiah Crowell,2022
158,1,0,32.5,3.8,1.0999999999999999,,,0.125,,0.0,2.18,19.7,31.3,Isaiah Pead,2022
159,1,0,26.7,97.5,49.400150000000004,6.4,5.230966666666666,0.525,1.0,0.0,4.26,20.0,33.9,Ito Smith,2022
160,1,0,28.8,191.4,84.20004999999999,127.9003,9.729933333333333,0.6517857142857143,11.0,0.0,,,10.2,J.D. McKissic,2022
161,1,0,24.4,18.5,15.450099999999999,18.5,2.88335,0.34375,5.0,0.0,,18.7,19.1,J.J. Taylor,2022
162,1,0,23.5,168.4995,168.4995,,11.2333,0.9375,,0.0,2.23,18.7,28.4,J.K. Dobbins,2022
163,1,0,25.7,49.5,40.3,49.5,4.19375,0.59375,11.0,0.0,,,12.8,JaMycal Hasty,2022
164,1,0,24.4,8.9001,8.9001,8.9001,2.9667,0.1875,3.0,0.0,,19.7,32.8,JaQuan Hardy,2022
165,1,0,38.7,14.700000000000001,14.700000000000001,,,0.4375,,0.0,,19.9,21.9,Jackie Battle,2022
166,1,0,25.4,1.2,1.2,1.2,1.2,0.0625,1.0,0.0,,20.7,15.6,Jacques Patrick,2022
167,1,0,32.3,91.0,61.2,,,0.7625,,0.0,5.14,18.6,41.7,Jacquizz Rodgers,2022
168,1,0,24.4,0.5,0.5,0.5,0.05,0.625,10.0,0.0,7.05,22.7,28.6,Jake Funk,2022
169,1,0,27.5,17.6,9.55,,1.85,0.20833333333333334,,0.0,,,0.2,Jakob Johnson,2022
170,1,0,36.4,0.0,0.0,,,0.0625,,0.0,6.1,20.7,30.5,Jalen Parmele,2022
171,1,0,28.6,156.8,86.25006666666665,23.2,3.8169333333333335,0.9196428571428571,10.0,0.0,,18.9,22.6,Jalen Richard,2022
172,1,0,31.9,22.400000000000002,10.500000000000002,,,0.2916666666666667,,0.0,4.09,,5.2,Jalston Fowler,2022
173,1,0,35.4,250.5,87.2,,,0.475,,0.2,3.1,18.7,30.9,Jamaal Charles,2022
174,1,0,27.2,147.0,129.68012,119.8002,9.598,0.8958333333333334,13.0,0.0,4.28,17.4,36.4,Jamaal Williams,2022
175,1,0,27.1,275.59999999999997,171.6599,257.7,14.813833333333333,0.7604166666666666,15.0,0.4,3.41,18.3,34.4,James Conner,2022
176,1,0,23.8,250.3998,212.1497,173.8996,15.15355,0.875,14.0,0.5,,19.1,48.7,James Robinson,2022
177,1,0,36.3,166.4,100.63333333333333,,,0.8125,,0.0,6.24,20.5,38.1,James Starks,2022
178,1,0,30.3,276.8,130.76255,31.200000000000003,10.509533333333332,0.75,3.0,0.125,4.3,18.6,27.1,James White,2022
179,1,0,33.1,57.2,22.28333333333333,,0.0,0.42857142857142855,,0.0,,,0.6,Jamize Olawale,2022
180,1,0,22.4,55.8994,55.8994,55.8994,3.2882,1.0625,17.0,0.0,,18.7,43.4,Jaret Patterson,2022
181,1,0,24.1,5.1,4.0,5.1,2.84,0.1875,1.0,0.0,5.27,20.4,32.5,Jason Huntley,2022
182,1,0,23.8,0.0,0.0,,0.0,0.0625,,0.0,,21.1,19.9,Javon Leake,2022
183,1,0,22.1,204.89929999999998,204.89929999999998,204.89929999999998,12.0529,1.0625,17.0,1.0,2.03,20.4,30.4,Javonte Williams,2022
184,1,0,30.8,166.4,84.94000000000001,,3.8,0.5416666666666666,,0.0,4.26,22.0,26.9,Javorius Allen,2022
185,1,0,29.0,216.0,87.29999999999998,,1.0,0.5,,0.2,5.13,20.2,41.3,Jay Ajayi,2022
186,1,0,29.8,7.2,4.1,,,0.28125,,0.0,6.35,,3.2,Jay Prosch,2022
187,1,0,25.9,105.3,54.024925,5.3001,3.6793666666666667,0.65,3.0,0.0,5.28,19.1,23.9,Jaylen Samuels,2022
188,1,0,26.5,142.3004,71.35005,51.4998,8.186200000000001,0.525,9.0,0.0,,19.8,34.6,Jeff Wilson,2022
189,1,0,24.9,0.0,0.0,,0.0,0.4375,,0.0,,19.2,19.3,Jeremy Cox,2022
190,1,0,29.6,211.2,115.56000000000002,,,0.6875,,0.2,2.23,19.9,29.0,Jeremy Hill,2022
191,1,0,30.5,145.5,73.73333333333333,,,0.5833333333333334,,0.0,4.07,21.8,31.6,Jeremy Langford,2022
192,1,0,26.4,73.5994,39.299533333333336,73.5994,4.0004,0.6458333333333334,14.0,0.0,5.18,19.7,41.4,Jeremy McNichols,2022
193,1,0,33.3,2.0999999999999996,2.0999999999999996,,,0.1875,,0.0,,,9.8,Jeremy Stewart,2022
194,1,0,22.1,25.699800000000003,25.699800000000003,25.699800000000003,3.6714,0.4375,7.0,0.0,7.29,18.4,32.7,Jermar Jefferson,2022
195,1,0,33.6,23.8,8.166666666666666,,,0.1875,,0.0,,21.8,17.7,Joe Banyard,2022
196,1,0,29.7,1.3,0.65,,,0.0625,,0.0,,,2.1,Joe Kerridge,2022
197,1,0,25.9,287.8992,199.61984,287.8992,16.231233333333336,0.8541666666666666,16.0,0.6,2.16,19.1,24.7,Joe Mixon,2022
198,1,0,31.0,5.0,5.0,,,0.125,,0.0,7.14,21.2,38.9,Joey Iosefa,2022
199,1,0,30.3,2.2,2.2,,,0.125,,0.0,,20.6,35.3,John Crockett,2022
200,1,0,25.7,12.0,4.733333333333333,1.3,0.6125,0.15625,4.0,0.0,6.02,20.9,36.5,John Kelly,2022
201,1,0,39.7,57.2,25.975,,,0.546875,,0.0,,20.0,38.8,John Kuhn,2022
202,1,0,35.8,198.0,101.56666666666666,,,0.625,,0.0,,20.1,65.9,Joique Bell,2022
203,1,0,26.5,8.100000000000001,8.100000000000001,,2.7,0.1875,,0.0,,19.8,26.5,Jon Hilliman,2022
204,1,0,31.9,72.8,52.5,,,0.46875,,0.0,,21.2,24.5,Jonas Gray,2022
205,1,0,32.9,13.8,13.8,,,0.125,,0.0,6.19,18.1,29.2,Jonathan Dwyer,2022
206,1,0,32.4,83.2,48.56666666666666,,,0.625,,0.0,,18.7,51.0,Jonathan Grimes,2022
207,1,0,35.2,162.5,114.75999999999999,,,0.7125,,0.0,1.13,19.5,26.6,Jonathan Stewart,2022
208,1,0,23.4,373.10069999999996,312.9501,373.10069999999996,19.400199999999998,1.0,17.0,1.0,2.09,18.6,41.8,Jonathan Taylor,2022
209,1,0,24.7,9.7006,8.900500000000001,9.7006,0.6624,0.84375,13.0,0.0,,19.9,30.8,Jonathan Ward,2022
210,1,0,28.3,40.5,15.959999999999999,20.7,4.386666666666667,0.3229166666666667,5.0,0.0,5.18,19.6,25.4,Jonathan Williams,2022
211,1,0,27.6,229.5,135.58335,62.50019999999999,8.571433333333333,0.7053571428571429,7.0,0.16666666666666666,5.11,18.8,29.3,Jordan Howard,2022
212,1,0,26.3,0.9,0.45,0.0,0.45,0.0625,1.0,0.0,5.16,20.6,17.1,Jordan Scarlett,2022
213,1,0,32.3,75.2,20.8,,,0.578125,,0.0,6.18,19.5,48.2,Jordan Todman,2022
214,1,0,27.9,61.30050000000001,43.925125,0.0,2.762233333333333,0.7375,5.0,0.0,5.32,23.1,24.8,Jordan Wilkins,2022
215,1,0,30.4,73.80000000000001,64.2,,,0.625,,0.0,5.18,19.7,24.5,Joseph Randle,2022
216,1,0,25.6,80.4,29.550000000000004,0.0,1.7249999999999999,0.3125,1.0,0.0,,19.9,21.3,Josh Adams,2022
217,1,0,29.0,35.1,13.666666666666666,,0.9,0.3125,,0.0,,20.3,25.9,Josh Ferguson,2022
218,1,0,31.4,1.6,1.6,,,0.125,,0.0,,19.6,20.1,Josh Harris,2022
219,1,0,24.3,231.3,216.13350000000003,226.00050000000002,15.062233333333333,0.875,15.0,0.6666666666666666,1.24,,13.9,Josh Jacobs,2022
220,1,0,24.4,0.0,0.0,0.0,0.0,0.1875,3.0,0.0,,21.7,22.6,Josh Johnson,2022
221,1,0,24.4,0.0,0.0,0.0,0.0,0.1875,3.0,0.0,,21.1,33.7,Josh Johnson,2022
222,1,0,29.8,11.0,11.0,,,0.3125,,0.0,6.29,22.0,21.8,Josh Robinson,2022
223,1,0,24.5,81.2,49.1,17.0,3.75,0.75,10.0,0.0,4.06,20.8,33.2,Joshua Kelley,2022
224,1,0,24.5,49.6,31.2998,,2.09165,0.9166666666666666,,0.0,4.11,19.8,21.7,Justice Hill,2022
225,1,0,26.6,1.7999999999999998,0.95,,,0.125,,0.0,,17.8,14.5,Justin Davis,2022
226,1,0,36.6,244.8,142.66666666666666,,,0.7291666666666666,,0.3333333333333333,7.26,19.9,33.5,Justin Forsett,2022
227,1,0,26.1,86.1994,60.94995,86.1994,5.9709,0.5625,14.0,0.0,7.33,18.4,30.7,Justin Jackson,2022
228,1,0,30.1,51.599999999999994,25.366666666666664,,,0.4791666666666667,,0.0,,19.3,11.6,Juwan Thompson,2022
229,1,0,29.6,36.8,28.633333333333336,,,0.6041666666666666,,0.0,4.17,18.8,39.5,Ka'Deem Carey,2022
230,1,0,26.4,93.9004,47.875225,6.4005,4.4043,0.7875,17.0,0.0,4.31,20.7,20.6,Kalen Ballage,2022
231,1,0,29.4,62.0,32.9,,,0.359375,,0.0,,20.7,38.6,Kapri Bibbs,2022
232,1,0,26.8,294.4,190.87984,110.0,13.368733333333333,0.6979166666666666,8.0,0.6,3.22,18.1,28.7,Kareem Hunt,2022
233,1,0,29.1,124.30000000000001,124.30000000000001,,,0.6875,,0.0,5.19,21.3,22.2,Karlos Williams,2022
234,1,0,25.1,36.599999999999994,29.949999999999996,36.599999999999994,2.69,0.6875,12.0,0.0,3.12,18.3,40.4,Ke'Shawn Vaughn,2022
235,1,0,28.1,13.0,13.0,,,0.125,,0.0,,20.4,18.5,Keith Ford,2022
236,1,0,31.6,18.8,18.8,,,0.25,,0.0,,19.8,27.8,Kendall Gaskins,2022
237,1,0,33.7,0.2,0.2,,,0.0625,,0.0,4.18,20.0,26.1,Kendall Hunter,2022
238,1,0,24.3,22.9999,22.9999,22.9999,2.0909,0.6875,11.0,0.0,4.14,,7.4,Kene Nwangwu,2022
239,1,0,33.1,34.1,13.671428571428574,0.0,0.2333333333333333,0.59375,3.0,0.0,6.14,22.4,28.3,Kenjon Barner,2022
240,1,0,28.4,102.0,78.3,,,0.5625,,0.0,4.36,18.6,42.4,Kenneth Dixon,2022
241,1,0,29.2,37.0,37.0,,,0.625,,0.0,,20.5,23.4,Kenneth Farrow,2022
242,1,0,23.2,123.4,123.4,123.4,7.7125,1.0,16.0,0.0,5.06,20.5,27.5,Kenneth Gainwell,2022
243,1,0,28.3,212.79999999999998,148.63331666666667,102.50040000000001,12.185,0.9107142857142857,12.0,0.16666666666666666,3.1,19.6,13.2,Kenyan Drake,2022
244,1,0,25.6,14.399999999999999,14.399999999999999,,2.4,0.375,,0.0,7.08,21.8,19.0,Kerrith Whyte,2022
245,1,0,24.9,139.0,73.9,0.0,5.029166666666666,0.5375,1.0,0.0,2.11,19.2,35.8,Kerryon Johnson,2022
246,1,0,31.0,67.2,36.400000000000006,,,0.46875,,0.0,7.24,21.2,35.6,Kerwynn Williams,2022
247,1,0,24.1,78.9004,78.9004,78.9004,4.6412,1.0625,17.0,0.0,6.32,19.4,25.3,Khalil Herbert,2022
248,1,0,25.9,9.6,6.166799999999999,0.9998999999999999,1.0058666666666667,0.53125,11.0,0.0,,20.2,16.2,Khari Blasingame,2022
249,1,0,32.4,70.4,45.133333333333326,,,0.375,,0.0,,21.7,28.6,Khiry Robinson,2022
250,1,0,30.7,115.2,47.76666666666667,,,0.7916666666666666,,0.0,3.34,18.9,17.6,Knile Davis,2022
251,1,0,34.9,22.5,22.5,,,0.1875,,0.0,1.12,20.1,34.9,Knowshon Moreno,2022
252,1,0,31.1,97.6,68.32857142857142,,4.65,0.8828125,,0.0,4.33,,15.0,Kyle Juszczyk,2022
253,1,0,23.8,3.9,3.9,3.9,0.4875,0.5,8.0,0.0,7.28,20.1,24.2,Kylin Hill,2022
254,1,0,32.6,0.8999999999999999,0.44999999999999996,,,0.125,,0.0,2.29,19.9,31.4,LaMichael James,2022
255,1,0,31.1,232.0,169.63333333333333,,2.6,0.8020833333333334,,0.3333333333333333,4.02,19.4,27.8,Lamar Miller,2022
256,1,0,24.3,52.5,27.8,3.1,3.0125,0.4375,4.0,0.0,4.14,19.6,22.2,Lamical Perine,2022
257,1,0,32.4,49.2,36.95,,,0.484375,,0.0,,19.6,40.6,Lance Dunbar,2022
258,1,0,24.3,15.600000000000001,15.600000000000001,15.600000000000001,1.3,0.75,12.0,0.0,6.14,20.6,36.7,Larry Rountree,2022
259,1,0,32.4,208.6,147.575,103.60000000000001,8.76,0.9444444444444444,14.0,0.25,6.13,20.6,34.7,Latavius Murray,2022
260,1,0,30.3,371.2,209.3571142857143,38.1,8.581433333333333,0.765625,8.0,0.5714285714285714,2.16,18.5,45.1,Le'Veon Bell,2022
261,1,0,35.5,233.6,129.09999999999997,,,0.9375,,0.2,,21.8,16.3,LeGarrette Blount,2022
