,id,0,1,y,starter,age,max_pts,avg_pts,last_pts,3_yr_trail_avg_fppg,hit_rate,Draft Pick,supporting_cast,breakout_age,konami,games_played_rate
68,A.J. McCarron,0.9939006,0.006099429,0,0,29.7,57.4,19.5,17.8,3.4333333333333336,0.0,5.24,1.037354097,21.0,0.25,0.203125
69,Jarrett Stidham,0.9939006,0.006099429,0,0,23.8,-0.6,-0.6,-0.6,-0.2,0.0,4.31,0.374483479,19.1,0.0,0.1875
70,Nick Mullens,0.9939006,0.006099429,0,0,25.2,131.2,65.44999999999999,-0.3,8.049999999999999,0.0,,1.30226548,20.5,0.0,0.28125
71,David Blough,0.9939006,0.006099429,0,0,24.8,60.5,60.5,60.5,12.1,0.0,,1.217968866,20.1,0.0,0.3125
72,Mike Glennon,0.9939006,0.006099429,0,0,30.5,166.4,53.800000000000004,4.2,5.766666666666667,0.0,3.11,0.491827009,21.7,0.0,0.2916666666666667
73,Brett Rypien,0.9943261,0.005673864,0,0,23.9,,,,,,,1.42297561,19.2,,
74,John Wolford,0.9943261,0.005673864,0,0,24.6,,,,,,,1.570746669,20.9,,
75,Joshua Dobbs,0.9943261,0.005673864,0,0,25.4,2.0,2.0,,0.4,0.0,4.29,1.110652307,19.6,0.0,0.3125
76,Taylor Heinicke,0.9943261,0.005673864,0,0,27.2,17.0,8.8,,2.0,0.0,,0.86513313,19.5,0.0,0.1875
77,Geno Smith,0.9943261,0.005673864,0,0,29.7,163.8,40.36,,2.1999999999999997,0.0,2.07,1.569104334,19.9,0.2,0.2875
78,P.J. Walker,0.9943261,0.005673864,0,0,25.3,,,,,,,1.61679884,18.5,,
79,Chris Streveler,0.9943261,0.005673864,0,0,25.4,,,,,,,1.31400275,,,
80,Easton Stick,0.9943261,0.005673864,0,0,24.7,,,,,,5.28,1.29965362,,,
81,Nathan Peterman,0.9943261,0.005673864,0,0,26.1,20.0,17.6,,4.4,0.0,5.28,1.338523122,21.3,0.5,0.25
