,id,0,1,y,starter,age,max_pts,avg_pts,last_pts,3_yr_trail_avg_fppg,hit_rate,Draft Pick,supporting_cast,breakout_age,konami,games_played_rate
31,Ryan Fitzpatrick,0.9877761,0.012223882,0,1,36.5,300.8,178.95999999999998,176.0,15.266666666666666,0.2,7.36,0.4599537099999999,20.8,1.2,0.7
32,Derek Carr,0.988625,0.011375031,0,1,28.2,284.8,238.11999999999998,224.0,15.266666666666666,0.0,2.04,0.8980739,20.4,0.2,0.975
33,Andy Dalton,0.9888208,0.011179201,0,1,31.6,268.8,233.6,185.9,15.866666666666667,0.0,2.03,1.179104603,20.9,2.2,0.9
34,Marcus Mariota,0.98901725,0.010982752,0,1,25.6,268.5,222.625,183.4,15.333333333333334,0.0,1.02,0.986214073,18.9,2.75,0.875
35,Teddy Bridgewater,0.98930204,0.010697986,0,0,26.6,208.0,100.57499999999999,8.4,0.4,0.0,1.32,1.700092415,18.8,1.0,0.53125
36,Ryan Tannehill,0.9899025,0.0100975195,0,0,30.9,291.2,226.77499999999998,148.5,14.45,0.0,1.08,0.986214073,22.1,0.75,0.875
37,Josh Rosen,0.98992133,0.010078668,0,0,22.3,124.6,124.6,124.6,8.9,0.0,1.1,0.4599537099999999,18.6,0.0,0.875
38,Kyle Allen,0.9903273,0.009672728,0,0,23.2,26.6,26.6,26.6,13.3,0.0,,1.368189545,18.5,1.0,0.125
39,Daniel Jones,0.9909999,0.009000107,0,0,22.0,,,,,,1.06,1.01139842,19.3,,
40,Dwayne Haskins,0.9909999,0.009000107,0,0,22.1,,,,,,1.15,0.470374147,21.3,,
41,Gardner Minshew,0.9909999,0.009000107,0,0,23.0,,,,,,6.05,0.71803074,21.3,,
42,Devlin Hodges,0.9909999,0.009000107,0,0,23.1,,,,,,,1.365334638,,,
43,Drew Lock,0.9909999,0.009000107,0,0,21.6,,,,,,2.1,0.7816331099999999,18.8,,
44,Jarrett Stidham,0.9909999,0.009000107,0,0,22.8,,,,,,4.31,0.891325904,19.1,,
45,Alex Tanney,0.9911017,0.008898317,0,0,31.6,8.0,8.0,,,0.0,,1.01139842,,0.0,0.0625
46,Nick Foles,0.99137026,0.008629724,0,1,30.4,129.6,75.36,79.0,11.633333333333335,0.0,3.25,0.71803074,20.6,0.2,0.4125
47,Ryan Griffin,0.9916826,0.00831739,0,0,29.5,,,,,,,1.534354181,22.8,,
48,Will Grier,0.9916826,0.00831739,0,0,24.2,,,,,,3.36,1.368189545,22.4,,
49,Matt Schaub,0.99215525,0.007844721,0,0,38.0,30.6,7.275,0.0,0.05,0.0,3.27,1.238661712,21.2,0.0,0.140625
50,Tyrod Taylor,0.99226755,0.00773245,0,0,29.799999999999997,274.4,163.44,43.6,14.733333333333333,0.0,6.15,1.633533784,20.1,3.0,0.6125
51,Colt McCoy,0.9926126,0.007387406,0,0,32.8,66.0,35.03333333333333,30.3,10.1,0.0,3.21,0.470374147,20.0,0.3333333333333333,0.20833333333333334
52,Chase Daniel,0.9926126,0.007387406,0,0,32.7,31.6,8.760000000000002,31.6,2.766666666666667,0.0,,0.98905628,19.9,0.0,0.125
53,Jeff Driskel,0.9928234,0.0071765487,0,0,26.1,84.8,84.8,84.8,10.6,0.0,6.32,0.74616293,18.4,2.0,0.5
54,Brian Hoyer,0.99292827,0.0070717055,0,0,33.6,173.8,98.10000000000001,-0.5,6.666666666666667,0.0,,1.339374444,,0.2,0.575
55,Robert Griffin III,0.99364364,0.006356369,0,0,29.299999999999997,213.2,94.27499999999999,0.8,7.15,0.0,1.02,0.5304916749999999,18.6,0.75,0.453125
56,Sean Mannion,0.9939006,0.006099429,0,0,27.1,5.0,1.475,0.0,0.2333333333333333,0.0,3.25,1.05349462,20.4,0.0,0.15625
57,Matt Barkley,0.9939006,0.006099429,0,0,28.7,84.7,27.425000000000004,21.1,16.6,0.0,4.01,1.43014391,20.0,0.0,0.1875
58,Nick Mullens,0.9939006,0.006099429,0,0,24.2,131.2,131.2,131.2,16.4,0.0,,1.493186455,20.5,0.0,0.5
59,Mike Glennon,0.9939006,0.006099429,0,0,29.5,166.4,63.720000000000006,11.0,7.3999999999999995,0.0,3.11,0.8980739,21.7,0.0,0.325
60,A.J. McCarron,0.9939006,0.006099429,0,0,28.7,57.4,20.066666666666666,0.2,0.7000000000000001,0.0,5.24,1.128670945,21.0,0.0,0.22916666666666666
61,Trace McSorley,0.9943261,0.005673864,0,0,23.8,,,,,,6.24,0.5304916749999999,21.0,,
62,Luke Falk,0.9943261,0.005673864,0,0,24.4,,,,,,6.25,0.4652714289999999,19.7,,
63,Trevor Siemian,0.9943261,0.005673864,0,0,27.4,196.0,111.86666666666667,,13.35,0.0,,0.4652714289999999,21.7,0.3333333333333333,0.5416666666666666
64,David Blough,0.9943261,0.005673864,0,0,23.8,,,,,,,0.74616293,20.1,,
65,Brett Hundley,0.9943261,0.005673864,0,0,26.0,133.1,66.35,,6.0,0.0,5.11,0.7051460439999999,19.2,1.0,0.46875
66,Brandon Allen,0.9943261,0.005673864,0,0,26.7,,,,,,6.26,0.7816331099999999,21.0,,
67,Mason Rudolph,0.9943261,0.005673864,0,0,23.9,,,,,,3.12,1.365334638,20.1,,
68,Ryan Finley,0.9943261,0.005673864,0,0,24.4,,,,,,4.02,1.179104603,21.7,,
69,Tim Boyle,0.9943261,0.005673864,0,0,24.7,,,,,,,1.073120423,,,
