,id,0,1,y,starter,age,max_pts,avg_pts,last_pts,3_yr_trail_avg_fppg,hit_rate,Draft Pick,supporting_cast,breakout_age,konami,games_played_rate
0,Russell Wilson,0.15966642,0.8403336,1,1,28.5,344.0,317.8666666666666,275.2,19.866666666666664,0.6666666666666666,3.12,0.96977156,19.8,2.6666666666666665,1.0
1,Cam Newton,0.47100264,0.52899736,1,1,28.1,398.4,307.1333333333333,264.0,20.333333333333332,0.3333333333333333,1.01,1.15566084,21.3,6.666666666666667,0.9375
2,Aaron Rodgers,0.477193,0.522807,0,1,33.5,382.4,346.6666666666667,382.4,21.666666666666668,1.0,1.24,1.407870924,19.8,2.3333333333333335,1.0
3,Dak Prescott,0.64784503,0.352155,0,1,23.8,291.2,291.2,291.2,18.2,0.0,4.37,1.933728443,20.1,6.0,1.0
4,Tom Brady,0.7360039,0.26399615,0,1,39.8,352.0,298.8,258.0,20.466666666666665,0.3333333333333333,6.33,1.263522129,21.1,1.0,0.9166666666666666
5,Ben Roethlisberger,0.7576726,0.24232738,0,1,35.3,305.6,264.2,259.0,18.866666666666667,0.3333333333333333,1.11,1.582947849,19.5,0.3333333333333333,0.875
6,Drew Brees,0.78182083,0.21817915,0,1,38.4,347.2,327.90000000000003,347.2,20.933333333333334,1.0,2.01,1.883465621,19.6,1.3333333333333333,0.9791666666666666
7,Matt Ryan,0.8548944,0.14510557,0,1,32.1,350.4,298.1333333333333,350.4,18.633333333333333,0.3333333333333333,1.03,1.9356944,20.3,0.0,1.0
8,Eli Manning,0.89173067,0.10826935,0,1,36.4,300.8,274.6666666666667,240.0,17.166666666666668,0.3333333333333333,1.01,1.391491875,20.7,0.3333333333333333,1.0
9,Kirk Cousins,0.89695394,0.10304609,0,1,28.799999999999997,312.0,236.66666666666666,312.0,18.166666666666668,0.6666666666666666,4.07,0.851239854,21.0,3.0,0.7916666666666666
10,Matthew Stafford,0.91843665,0.081563324,0,1,29.299999999999997,302.4,283.73333333333335,288.0,17.733333333333334,0.3333333333333333,1.01,1.140351055,19.6,1.6666666666666667,1.0
