,rb?,te?,age,max_ppg,last_pts,3_yr_trail_avg_fppg,hit_rate,Draft Pick,Breakout Age,cdr,id,year
612,0,0,32.3,,,,,,,19.4,Frankie Hammond,2022.0
613,0,0,28.5,1.0,,0.5,0.0,,,9.6,Fred Brown,2022.0
614,0,0,30.7,,,,,,19.0,51.2,Freddie Martino,2022.0
615,0,0,23.8,5.0882,5.0882,3.8221999999999996,0.0,6.35,,18.7,Freddie Swain,2022.0
616,0,0,23.2,8.5563,7.8688,8.21255,0.0,4.22,19.4,34.4,Gabriel Davis,2022.0
617,0,0,29.3,0.5,,0.5,0.0,,22.5,15.9,Gehrig Dieter,2022.0
618,0,0,30.4,2.3,,2.3,0.0,6.1,20.7,28.1,Geremy Davis,2022.0
619,0,0,28.4,4.9,0.0,2.45,0.0,,20.6,24.5,Geronimo Allison,2022.0
620,0,0,33.8,14.0,,10.605,0.0,2.28,20.1,44.3,Golden Tate,2022.0
621,0,0,24.0,1.38,1.38,0.18999999999999995,0.0,,19.3,39.4,Greg Dortch,2022.0
622,0,0,38.7,,,,,2.2,22.0,46.5,Greg Jennings,2022.0
623,0,0,33.0,,,,,2.27,20.3,10.9,Greg Little,2022.0
624,0,0,33.8,,,,,4.15,21.0,34.0,Greg Salas,2022.0
625,0,0,26.9,10.0,2.0341,6.7842666666666664,0.0,,20.2,,Greg Ward,2022.0
626,0,0,32.3,,,,,,,15.6,Griff Whalen,2022.0
627,0,0,34.4,,,,,1.29,18.6,52.2,Hakeem Nicks,2022.0
628,0,0,37.7,,,,,3.21,22.0,30.1,Harry Douglas,2022.0
629,0,0,23.3,12.0714,12.0714,9.2703,0.0,1.12,,17.5,Henry Ruggs,2022.0
630,0,0,26.4,15.2412,15.2412,11.2554,0.3333333333333333,5.11,21.7,23.7,Hunter Renfrow,2022.0
631,0,0,28.1,,,,,,20.4,43.8,Hunter Sharp,2022.0
632,0,0,22.8,3.575,3.575,3.575,0.0,5.13,20.0,32.8,Ihmir Smith-Marsette,2022.0
633,0,0,27.9,,,,,,,7.0,Isaac Whitney,2022.0
634,0,0,30.5,,,,,,,17.0,Isaiah Burse,2022.0
635,0,0,23.7,0.0,0.0,0.0,0.0,5.26,21.0,31.3,Isaiah Coulter,2022.0
636,0,0,26.3,6.1,3.0846,4.914866666666667,0.0,7.19,18.6,35.5,Isaiah Ford,2022.0
637,0,0,23.6,0.0,0.0,0.0,0.0,6.28,19.9,40.8,Isaiah Hodgins,2022.0
638,0,0,27.1,6.2237,3.5,5.0079,0.0,5.29,21.4,34.5,Isaiah McKenzie,2022.0
639,0,0,25.4,3.3071,,3.3071,0.0,,,18.7,Isaiah Wright,2022.0
640,0,0,25.1,1.75,,1.75,0.0,,19.4,25.9,Isaiah Zuber,2022.0
641,0,0,26.8,2.7,,2.7,0.0,,,14.5,Ishmael Hyman,2022.0
642,0,0,27.0,,,,,4.33,20.3,27.6,J'Mon Moore,2022.0
643,0,0,29.5,,,,,,,8.5,J.J. Jones,2022.0
644,0,0,30.1,13.6,,13.6,0.0,5.23,21.4,24.2,J.J. Nelson,2022.0
645,0,0,25.5,3.6667,2.08,2.8733500000000003,0.0,,21.7,34.7,Ja'Marcus Bradley,2022.0
646,0,0,22.2,17.9176,17.9176,17.9176,1.0,1.05,19.5,33.4,Ja'Marr Chase,2022.0
647,0,0,28.3,,,,,3.06,19.6,31.1,Jaelen Strong,2022.0
648,0,0,23.4,1.2667,1.2667,1.2667,0.0,4.24,20.6,45.0,Jaelon Darden,2022.0
649,0,0,30.3,3.6,0.32,1.8177666666666668,0.0,,21.6,40.7,Jake Kumerow,2022.0
650,0,0,29.6,6.2357,2.6333,4.423,0.0,6.11,22.9,25.4,Jakeem Grant,2022.0
651,0,0,25.6,10.9647,10.9647,8.914900000000001,0.0,,20.8,24.8,Jakobi Meyers,2022.0
652,0,0,27.3,2.6,,2.1,0.0,4.32,22.5,27.7,Jaleel Scott,2022.0
653,0,0,23.9,0.0,0.0,0.0,0.0,6.24,22.2,21.7,Jalen Camp,2022.0
654,0,0,25.0,6.075,6.075,4.047899999999999,0.0,,20.2,22.2,Jalen Guyton,2022.0
655,0,0,23.4,7.9273,4.5941,6.2607,0.0,1.21,18.7,36.7,Jalen Reagor,2022.0
656,0,0,29.7,,,,,4.04,18.9,34.4,Jalen Saunders,2022.0
657,0,0,26.4,,,,,,19.7,46.7,Jalen Tolliver,2022.0
658,0,0,26.9,,,,,,20.1,24.8,Jalin Marshall,2022.0
659,0,0,38.2,,,,,3.14,22.4,44.1,James Jones,2022.0
660,0,0,25.7,2.5857,2.5857,1.3785500000000002,0.0,6.22,20.0,38.4,James Proche,2022.0
661,0,0,26.2,8.9,4.3867,6.495566666666668,0.0,2.28,18.4,33.3,James Washington,2022.0
662,0,0,30.4,,,,,7.24,,2.3,James Wright,2022.0
663,0,0,29.0,14.335,9.1417,11.9589,0.0,4.06,19.2,33.3,Jamison Crowder,2022.0
664,0,0,28.5,,,,,,19.8,16.1,Janarion Grant,2022.0
665,0,0,31.5,,,,,5.36,20.7,37.0,Jared Abbrederis,2022.0
666,0,0,32.5,3.6,,3.6,0.0,4.23,21.8,40.2,Jarius Wright,2022.0
667,0,0,32.4,5.3,,5.3,0.0,,,11.2,Jaron Brown,2022.0
668,0,0,32.6,,,,,,18.8,29.9,Jarrett Boykin,2022.0
669,0,0,29.5,14.8,11.0833,12.804666666666668,0.0,2.31,19.8,40.0,Jarvis Landry,2022.0
670,0,0,39.1,,,,,4.12,22.4,36.2,Jason Avant,2022.0
671,0,0,26.9,4.3,4.3,1.9666666666666668,0.0,,20.2,47.9,Jason Moore,2022.0
672,0,0,24.9,5.1375,5.1375,5.1375,0.0,7.03,19.2,37.9,Jauan Jennings,2022.0
673,0,0,27.7,3.9,,2.60385,0.0,7.06,23.0,28.2,Javon Wims,2022.0
674,0,0,30.8,,,,,,22.1,25.6,Javontee Herndon,2022.0
675,0,0,27.2,,,,,,19.4,24.5,Jawill Davis,2022.0
676,0,0,28.1,1.28,0.2727,0.5175666666666666,0.0,,19.4,19.3,Jaydon Mickens,2022.0
677,0,0,23.5,15.3625,15.3625,15.3625,1.0,1.06,21.8,19.7,Jaylen Waddle,2022.0
678,0,0,27.8,0.0,,0.0,0.0,,22.1,16.4,Jeff Badet,2022.0
679,0,0,31.0,,,,,7.21,20.2,45.2,Jeff Janis,2022.0
680,0,0,33.2,,,,,,19.5,36.4,Jeff Maehl,2022.0
681,0,0,25.1,2.8083,1.6,2.2027666666666668,0.0,,19.4,20.4,Jeff Smith,2022.0
682,0,0,28.4,,,,,4.33,21.7,23.9,Jehu Chesson,2022.0
683,0,0,31.1,,,,,,21.4,50.8,Jeremy Butler,2022.0
684,0,0,33.6,,,,,5.22,21.8,26.9,Jeremy Kerley,2022.0
685,0,0,34.1,,,,,1.19,19.3,29.5,Jeremy Maclin,2022.0
686,0,0,34.2,,,,,,,7.3,Jeremy Ross,2022.0
687,0,0,32.3,,,,,,18.6,36.1,Jermaine Kearse,2022.0
688,0,0,36.3,,,,,2.15,18.6,59.6,Jerome Simpson,2022.0
689,0,0,33.0,,,,,3.19,19.2,21.8,Jerrel Jernigan,2022.0
690,0,0,40.0,,,,,4.12,19.2,29.2,Jerricho Cotchery,2022.0
691,0,0,23.1,9.85,8.5,9.175,0.0,1.15,19.4,25.1,Jerry Jeudy,2022.0
692,0,0,28.3,0.1,0.0,0.03333333333333333,0.0,,22.6,33.7,JoJo Natson,2022.0
693,0,0,34.2,,,,,,21.5,49.3,Joe Morgan,2022.0
694,0,0,24.4,0.8091,,0.8091,0.0,5.05,20.7,26.1,Joe Reed,2022.0
695,0,0,32.2,14.7,0.0,8.485199999999999,0.0,3.27,21.4,42.4,John Brown,2022.0
696,0,0,26.0,2.2154,0.0,1.1077,0.0,5.23,22.3,25.8,John Hightower,2022.0
697,0,0,26.5,11.9,4.1,5.744433333333333,0.0,1.09,18.8,34.1,John Ross,2022.0
698,0,0,28.4,2.1,,2.1,0.0,7.22,23.6,43.4,John Ursua,2022.0
699,0,0,31.8,0.7,,0.35,0.0,,25.0,17.3,Johnny Holton,2022.0
700,0,0,30.4,,,,,,21.6,23.8,Jonathan Krause,2022.0
701,0,0,30.6,,,,,,19.8,28.5,Jordan Leslie,2022.0
702,0,0,35.7,,,,,,20.9,26.1,Jordan Norwood,2022.0
703,0,0,28.7,,,,,5.15,21.0,27.2,Jordan Payton,2022.0
704,0,0,30.3,,,,,,20.6,32.5,Jordan Taylor,2022.0
705,0,0,26.9,0.0,0.0,0.0,0.0,,22.2,23.7,Jordan Veasy,2022.0
706,0,0,37.0,,,,,2.05,20.3,49.6,Jordy Nelson,2022.0
707,0,0,33.0,2.0,,2.0,0.0,,21.3,16.9,Josh Bellamy,2022.0
708,0,0,29.5,,,,,1.22,18.8,38.6,Josh Doctson,2022.0
709,0,0,31.1,6.8,1.1833,3.99165,0.0,2.5,19.4,25.0,Josh Gordon,2022.0
710,0,0,30.6,,,,,3.22,20.9,33.8,Josh Huff,2022.0
711,0,0,26.2,1.7,,1.7,0.0,4.22,20.5,35.3,Josh Malone,2022.0
712,0,0,37.0,,,,,6.08,20.2,24.7,Josh Morgan,2022.0
713,0,0,22.7,5.4647,5.4647,5.4647,0.0,3.13,21.0,25.9,Josh Palmer,2022.0
714,0,0,27.3,7.7687,6.7167,6.195133333333334,0.0,4.1,19.6,39.7,Josh Reynolds,2022.0
715,0,0,25.5,14.6312,6.96,10.3304,0.0,2.3,18.8,31.9,JuJu Smith-Schuster,2022.0
716,0,0,25.7,1.6857,1.6857,0.5619,0.0,6.14,,14.5,JuWann Winfree,2022.0
717,0,0,33.3,18.3,8.04,14.191099999999999,0.6666666666666666,1.06,19.6,34.4,Julio Jones,2022.0
718,0,0,33.4,,,,,7.31,21.7,24.8,Junior Hemingway,2022.0
719,0,0,31.2,,,,,6.18,20.5,19.8,Justin Brown,2022.0
720,0,0,30.5,3.2,,3.2,0.0,4.08,19.7,31.6,Justin Hardy,2022.0
721,0,0,31.0,,,,,2.02,19.3,27.2,Justin Hunter,2022.0
722,0,0,23.4,19.4353,19.4353,18.2864,1.0,1.22,19.6,30.0,Justin Jefferson,2022.0
723,0,0,26.2,6.1,0.0,2.5303,0.0,5.07,19.4,60.3,Justin Watson,2022.0
724,0,0,28.8,,,,,,,14.5,K.J. Brent,2022.0
725,0,0,22.9,6.9308,4.1333,5.53205,0.0,2.14,19.2,31.7,K.J. Hamler,2022.0
726,0,0,24.7,1.0,1.0,0.9099999999999999,0.0,7.06,,19.0,K.J. Hill,2022.0
727,0,0,25.0,9.3235,9.3235,4.66175,0.0,5.31,21.2,23.2,K.J. Osborn,2022.0
728,0,0,23.3,8.236,8.236,8.236,0.0,1.2,21.6,23.7,Kadarius Toney,2022.0
729,0,0,30.4,,,,,6.08,22.7,20.2,Kaelin Clay,2022.0
730,0,0,27.8,8.275,8.275,4.6005666666666665,0.0,,21.1,30.5,Kalif Raymond,2022.0
731,0,0,33.0,,,,,,18.3,25.9,Kamar Aiken,2022.0
732,0,0,29.5,,,,,,20.8,20.1,Kasen Williams,2022.0
733,0,0,23.8,0.0,0.0,0.0,0.0,7.27,20.0,37.8,Kawaan Baker,2022.0
734,0,0,25.6,4.4,0.0,2.8125,0.0,6.01,19.9,35.7,KeeSean Johnson,2022.0
735,0,0,29.1,9.7125,5.26,7.190833333333333,0.0,,20.4,60.7,Keelan Cole,2022.0
736,0,0,26.2,4.0,,2.0,0.0,,20.5,35.9,Keelan Doss,2022.0
737,0,0,30.1,17.5071,16.1125,16.639866666666666,1.0,3.14,18.4,49.5,Keenan Allen,2022.0
738,0,0,28.4,2.3,1.5333,1.91665,0.0,,23.7,26.9,Keith Kirkwood,2022.0
739,0,0,30.0,,,,,5.39,,12.9,Keith Mumphery,2022.0
740,0,0,25.4,10.875,0.75,6.075,0.0,4.03,20.6,30.8,Keke Coutee,2022.0
741,0,0,31.3,,,,,1.28,22.6,29.3,Kelvin Benjamin,2022.0
742,0,0,25.5,4.8,,4.8,0.0,6.33,20.7,31.2,Kelvin Harmon,2022.0
743,0,0,33.8,,,,,,,14.5,Kenbrell Thompkins,2022.0
744,0,0,32.6,,,,,1.2,18.8,35.7,Kendall Wright,2022.0
745,0,0,26.8,10.6176,10.6176,8.554766666666666,0.0,,20.1,20.6,Kendrick Bourne,2022.0
746,0,0,33.7,,,,,1.3,19.0,36.1,Kenny Britt,2022.0
747,0,0,28.6,15.5,6.3643,11.674766666666665,0.3333333333333333,3.32,19.8,41.8,Kenny Golladay,2022.0
748,0,0,30.1,9.2,1.4538,4.597933333333333,0.0,5.11,19.4,29.3,Kenny Stills,2022.0
749,0,0,27.7,,,,,,20.0,28.4,Keon Hatcher,2022.0
750,0,0,32.2,,,,,4.26,,18.7,Keshawn Martin,2022.0
751,0,0,32.3,,,,,7.18,21.5,21.7,Kevin Dorsey,2022.0
752,0,0,32.7,,,,,4.23,24.0,21.0,Kevin Norwood,2022.0
753,0,0,34.8,,,,,,19.1,42.5,Kevin Ogletree,2022.0
754,0,0,30.4,,,,,,,19.3,Kevin Smith,2022.0
755,0,0,29.9,0.8,0.8,0.4,0.0,1.07,21.2,36.8,Kevin White,2022.0
756,0,0,27.4,3.2222,1.9187,2.1803,0.0,,21.7,36.9,Khadarel Hodge,2022.0
757,0,0,25.4,1.15,1.15,0.575,0.0,,21.7,28.3,Kirk Merritt,2022.0
758,0,0,34.2,,,,,4.1,22.5,16.5,Kris Durham,2022.0
759,0,0,27.1,1.4,,1.4,0.0,,19.3,44.8,Krishawn Hogan,2022.0
760,0,0,25.4,6.7333,6.7333,3.36665,0.0,,19.7,53.4,Kristian Wilkerson,2022.0
761,0,0,27.3,,,,,,18.6,36.2,Lance Lenoir,2022.0
762,0,0,38.8,,,,,,20.0,33.4,Lance Moore,2022.0
763,0,0,27.0,6.8667,6.8667,4.915566666666667,0.0,1.23,19.2,29.0,Laquon Treadwell,2022.0
764,0,0,38.8,11.1,,9.43075,0.0,1.03,19.0,51.3,Larry Fitzgerald,2022.0
765,0,0,30.3,,,,,,20.5,24.0,Larry Pinkard,2022.0
766,0,0,23.7,11.2214,7.9375,9.57945,0.0,2.1,19.9,35.1,Laviska Shenault,2022.0
767,0,0,24.8,2.75,0.0,1.375,0.0,,21.0,26.4,Lawrence Cager,2022.0
768,0,0,33.3,,,,,3.15,20.6,49.6,Leonard Hankerson,2022.0
769,0,0,28.4,,,,,3.23,19.6,52.5,Leonte Carroo,2022.0
770,0,0,24.1,4.99,4.99,3.174433333333333,0.0,,20.4,32.3,Lil'Jordan Humphrey,2022.0
771,0,0,35.1,,,,,4.24,21.3,21.5,Louis Murphy,2022.0
772,0,0,30.0,,,,,,22.3,31.4,Lucky Whitehead,2022.0
773,0,0,24.6,5.358,,5.358,0.0,3.16,20.9,26.3,Lynn Bowden,2022.0
774,0,0,28.7,3.5471,3.5471,2.6323666666666665,0.0,4.12,21.0,22.4,Mack Hollins,2022.0
775,0,0,28.9,,,,,4.14,22.1,35.8,Malcolm Mitchell,2022.0
776,0,0,25.1,2.7444,,2.7444,0.0,7.32,20.4,13.4,Malcolm Perry,2022.0
777,0,0,40.7,,,,,,20.0,26.3,Malcom Floyd,2022.0
778,0,0,26.4,1.2333,0.14,0.68665,0.0,,20.7,18.7,Malik Taylor,2022.0
779,0,0,26.3,4.5,3.2071,2.5690333333333335,0.0,,20.6,26.5,Malik Turner,2022.0
780,0,0,27.7,3.6,0.0,1.8,0.0,7.1,23.0,22.2,Marcell Ateman,2022.0
781,0,0,34.6,,,,,4.09,21.8,40.9,Marcus Easley,2022.0
782,0,0,27.8,7.1,3.5429,4.744599999999999,0.0,,,12.6,Marcus Johnson,2022.0
783,0,0,26.8,0.275,0.275,0.2425,0.0,,19.1,33.3,Marcus Kemp,2022.0
784,0,0,29.3,,,,,7.21,20.5,32.6,Mario Alford,2022.0
785,0,0,28.9,0.0,,0.0,0.0,,,17.1,Marken Michel,2022.0
786,0,0,31.3,,,,,3.17,19.6,36.0,Markus Wheaton,2022.0
787,0,0,31.1,,,,,,21.4,20.2,Marlon Brown,2022.0
788,0,0,30.5,1.2,,1.2,0.0,2.07,19.8,34.5,Marqise Lee,2022.0
789,0,0,39.0,,,,,7.44,19.3,34.6,Marques Colston,2022.0
790,0,0,29.7,,,,,7.3,18.0,32.0,Marquess Wilson,2022.0
791,0,0,24.2,8.9294,8.9294,6.387449999999999,0.0,,19.4,33.1,Marquez Callaway,2022.0
792,0,0,24.2,0.0,0.0,0.0,0.0,6.19,20.4,37.5,Marquez Stevenson,2022.0
793,0,0,27.6,8.5813,7.9091,7.363466666666667,0.0,5.37,22.9,26.7,Marquez Valdes-Scantling,2022.0
794,0,0,27.8,,,,,,19.1,11.9,Marquis Bundy,2022.0
795,0,0,25.0,14.1438,14.1438,12.027099999999999,0.0,1.25,21.3,30.6,Marquise Brown,2022.0
796,0,0,31.5,4.8,4.0857,4.44285,0.0,3.16,,13.6,Marquise Goodwin,2022.0
797,0,0,30.5,,,,,4.18,,18.5,Martavis Bryant,2022.0
798,0,0,29.1,5.7,1.0,3.9083333333333337,0.0,,,6.3,Marvin Hall,2022.0
799,0,0,32.2,14.9,10.6,13.245833333333335,0.0,5.31,19.5,26.3,Marvin Jones,2022.0
800,0,0,30.4,,,,,6.14,19.6,28.6,Matt Hazel,2022.0
801,0,0,29.6,,,,,,,12.5,Maurice Harris,2022.0
802,0,0,28.0,,,,,,21.3,23.9,Max McCaffrey,2022.0
803,0,0,24.2,8.2882,8.2882,7.7981333333333325,0.0,2.24,,18.7,Mecole Hardman,2022.0
804,0,0,31.4,,,,,7.03,20.6,59.5,Michael Campanaro,2022.0
805,0,0,26.6,,,,,,,19.8,Michael Clark,2022.0
806,0,0,34.7,3.1,,3.1,0.0,1.1,20.0,34.3,Michael Crabtree,2022.0
807,0,0,32.5,,,,,1.13,18.8,39.4,Michael Floyd,2022.0
808,0,0,26.2,15.2,10.1667,12.066,0.3333333333333333,3.17,20.5,37.4,Michael Gallup,2022.0
809,0,0,24.7,14.0353,14.0353,10.8215,0.0,2.02,20.9,32.8,Michael Pittman,2022.0
810,0,0,29.2,23.4,,17.69285,0.5,2.16,21.5,39.6,Michael Thomas,2022.0
811,0,0,25.6,-0.1,,-0.1,0.0,,19.9,14.9,Michael Walker,2022.0
812,0,0,35.0,,,,,4.03,19.3,38.5,Mike A. Williams,2022.0
813,0,0,33.3,,,,,,20.6,23.4,Mike Brown,2022.0
814,0,0,28.8,17.7,16.4062,16.5479,1.0,1.07,19.0,30.2,Mike Evans,2022.0
815,0,0,24.8,0.92,0.92,0.92,0.0,7.01,21.1,54.7,Mike Strachan,2022.0
816,0,0,27.8,2.1643,0.85,1.2047666666666668,0.0,6.31,20.1,35.1,Mike Thomas,2022.0
817,0,0,35.8,,,,,3.2,20.1,29.6,Mike Wallace,2022.0
818,0,0,27.7,15.4125,15.4125,12.153066666666668,0.3333333333333333,1.07,19.9,27.0,Mike Williams,2022.0
819,0,0,37.9,,,,,,18.2,48.0,Miles Austin,2022.0
820,0,0,25.6,4.35,0.2,2.9166666666666665,0.0,3.29,18.9,30.1,Miles Boykin,2022.0
821,0,0,32.8,8.3,4.0875,5.595833333333334,0.0,3.19,20.0,35.9,Mohamed Sanu,2022.0
822,0,0,32.2,,,,,,,17.9,Myles White,2022.0
823,0,0,24.5,5.6,2.3667,4.4151,0.0,1.32,18.7,43.9,N'Keal Harry,2022.0
824,0,0,38.8,,,,,,19.0,71.8,Nate Washington,2022.0
825,0,0,29.0,11.6,6.8933,8.964433333333334,0.0,1.2,20.3,32.4,Nelson Agholor,2022.0
826,0,0,33.6,,,,,4.27,20.8,31.2,Nick Toon,2022.0
827,0,0,25.2,6.725,6.725,3.6817499999999996,0.0,,19.5,25.8,Nick Westbrook-Ikhine,2022.0
828,0,0,31.5,,,,,,,9.1,Nick Williams,2022.0
829,0,0,23.2,5.9714,5.9714,5.9714,0.0,3.25,19.5,27.3,Nico Collins,2022.0
830,0,0,26.4,2.6462,2.6462,2.25435,0.0,7.21,20.7,22.4,Noah Brown,2022.0
831,0,0,26.3,0.0,0.0,-0.041666666666666664,0.0,,22.6,31.4,Nsimba Webster,2022.0
832,0,0,29.6,12.6,9.2214,11.4081,0.0,1.12,19.8,34.5,Odell Beckham,2022.0
833,0,0,25.2,6.1,,5.231249999999999,0.0,7.33,21.5,20.3,Olabisi Johnson,2022.0
834,0,0,24.9,5.2824,5.2824,5.078966666666666,0.0,,19.1,36.5,Olamide Zaccheaus,2022.0
835,0,0,24.9,7.35,5.3667,6.038900000000001,0.0,2.27,18.1,23.5,Parris Campbell,2022.0
836,0,0,29.5,,,,,,19.8,62.3,Paul McRoberts,2022.0
837,0,0,30.1,6.5,,6.5,0.0,2.13,18.4,46.3,Paul Richardson,2022.0
838,0,0,29.1,,,,,,,15.9,Paul Turner,2022.0
839,0,0,25.9,0.7588,0.7588,0.5025000000000001,0.0,,19.2,32.0,Penny Hart,2022.0
840,0,0,34.0,,,,,1.22,19.3,21.4,Percy Harvin,2022.0
841,0,0,27.2,4.6,0.95,2.1062333333333334,0.0,4.19,19.5,43.1,Pharoh Cooper,2022.0
842,0,0,29.4,9.2,3.0,6.1,0.0,1.29,19.7,32.6,Phillip Dorsett,2022.0
843,0,0,35.8,,,,,6.39,19.1,37.7,Pierre Garcon,2022.0
844,0,0,35.3,,,,,,20.6,18.7,Preston Parker,2022.0
845,0,0,25.2,11.3,1.725,7.458333333333333,0.0,,21.4,45.3,Preston Williams,2022.0
846,0,0,25.7,,,,,,,5.2,Quadree Henderson,2022.0
847,0,0,29.1,,,,,,21.4,16.6,Quan Bray,2022.0
848,0,0,25.0,6.8235,6.8235,5.3784,0.0,6.21,21.2,36.8,Quez Watkins,2022.0
849,0,0,30.0,0.6,,0.6,0.0,6.33,21.3,41.7,Quincy Enunwa,2022.0
850,0,0,24.2,9.88,9.88,7.5131000000000006,0.0,5.21,20.4,35.7,Quintez Cephus,2022.0
851,0,0,31.8,,,,,4.31,21.1,40.6,Quinton Patton,2022.0
852,0,0,23.0,0.0889,0.0889,0.0889,0.0,6.21,,8.8,Racey McMath,2022.0
853,0,0,31.8,10.3,7.8,9.370000000000001,0.0,2.32,20.0,28.2,Randall Cobb,2022.0
854,0,0,29.7,,,,,5.03,20.0,29.5,Rashad Greene,2022.0
855,0,0,32.3,,,,,,,18.7,Rashad Ross,2022.0
856,0,0,27.7,9.3,3.8333,5.1110999999999995,0.0,5.35,18.9,43.6,Rashard Higgins,2022.0
857,0,0,30.3,,,,,,23.6,23.5,Rashawn Scott,2022.0
858,0,0,22.5,8.625,8.625,8.625,0.0,1.27,18.8,40.0,Rashod Bateman,2022.0
859,0,0,25.6,4.1375,4.1375,1.9500000000000002,0.0,6.13,,10.6,Ray-Ray McCloud,2022.0
860,0,0,28.8,0.0,,0.0,0.0,,20.0,30.4,Reggie Begelton,2022.0
861,0,0,43.5,,,,,1.3,18.8,32.1,Reggie Wayne,2022.0
862,0,0,28.2,,,,,4.16,21.5,31.6,Ricardo Louis,2022.0
863,0,0,26.7,6.44,,4.12,0.0,7.22,20.0,31.5,Richie James,2022.0
864,0,0,30.9,,,,,,20.2,30.8,Rico Richardson,2022.0
865,0,0,34.7,,,,,5.28,22.0,30.6,Riley Cooper,2022.0
866,0,0,29.0,,,,,,23.2,24.7,Riley McCarron,2022.0
867,0,0,25.9,4.3,,2.94,0.0,4.24,22.1,22.2,Riley Ridley,2022.0
868,0,0,32.6,,,,,7.2,20.9,44.1,Rishard Matthews,2022.0
869,0,0,27.6,1.1222,0.0,0.5611,0.0,,19.8,19.3,River Cracraft,2022.0
870,0,0,29.1,14.0062,8.1471,10.717766666666668,0.0,,20.3,34.8,Robby Anderson,2022.0
871,0,0,27.2,1.2,,1.2,0.0,6.25,18.4,31.1,Robert Davis,2022.0
872,0,0,28.1,1.425,,1.3125,0.0,,21.3,18.1,Robert Foster,2022.0
873,0,0,30.0,,,,,6.09,20.3,31.4,Robert Herron,2022.0
874,0,0,37.7,,,,,1.27,21.9,41.8,Robert Meachem,2022.0
875,0,0,30.1,15.5,15.2444,15.354366666666666,1.0,2.09,18.4,31.6,Robert Woods,2022.0
876,0,0,34.3,,,,,,22.6,33.3,Rod Streater,2022.0
877,0,0,40.6,,,,,1.27,20.8,50.5,Roddy White,2022.0
878,0,0,27.7,0.0,0.0,0.0,0.0,5.27,21.0,28.6,Rodney Adams,2022.0
879,0,0,28.5,,,,,,20.8,33.8,Roger Lewis,2022.0
880,0,0,22.0,7.7929,7.7929,7.7929,0.0,2.17,18.2,25.6,Rondale Moore,2022.0
881,0,0,31.1,,,,,2.31,19.3,40.5,Rueben Randle,2022.0
882,0,0,26.4,11.6429,11.6429,10.019733333333333,0.0,6.2,,14.2,Russell Gage,2022.0
883,0,0,31.7,2.8,,2.8,0.0,,,10.7,Russell Shepard,2022.0
884,0,0,34.1,,,,,2.22,21.4,42.9,Ryan Broyles,2022.0
885,0,0,31.5,2.7,,2.7,0.0,5.02,21.7,45.3,Ryan Grant,2022.0
886,0,0,27.6,1.2,,1.2,0.0,4.27,21.8,24.6,Ryan Switzer,2022.0
887,0,0,32.3,,,,,,20.6,15.4,Saalim Hakim,2022.0
888,0,0,29.2,,,,,3.23,20.4,29.5,Sammie Coates,2022.0
889,0,0,29.0,10.5,5.4154,8.251800000000001,0.0,1.04,18.2,34.2,Sammy Watkins,2022.0
890,0,0,43.0,,,,,1.16,19.3,24.8,Santana Moss,2022.0
891,0,0,38.3,,,,,1.25,21.5,48.6,Santonio Holmes,2022.0
892,0,0,24.8,6.4062,2.1222,4.3427999999999995,0.0,6.35,19.1,41.5,Scott Miller,2022.0
893,0,0,29.8,,,,,,20.1,42.6,Seantavius Jones,2022.0
894,0,0,31.3,4.3,,2.6571499999999997,0.0,,22.5,35.6,Seth Roberts,2022.0
895,0,0,22.1,2.2,2.2,2.2,0.0,6.34,18.4,35.6,Seth Williams,2022.0
896,0,0,35.0,,,,,,21.2,29.7,Seyi Ajirotutu,2022.0
897,0,0,29.5,,,,,,21.8,42.3,Shane Wynn,2022.0
898,0,0,28.2,,,,,5.22,21.5,31.5,Shelton Gibson,2022.0
899,0,0,23.6,2.6833,2.6833,2.6833,0.0,6.2,20.9,33.8,Shi Smith,2022.0
900,0,0,24.5,0.0,0.0,0.0,0.0,5.35,21.8,38.4,Simi Fehoko,2022.0
901,0,0,31.6,,,,,,22.9,40.8,Solomon Patton,2022.0
902,0,0,27.5,0.0,,0.0,0.0,,22.8,36.9,Spencer Schnell,2022.0
903,0,0,27.1,,,,,7.01,18.3,27.2,Stacy Coley,2022.0
904,0,0,25.7,1.0,0.2,0.39999999999999997,0.0,,21.0,37.5,Stanley Morgan,2022.0
905,0,0,31.6,,,,,3.3,20.8,47.4,Stedman Bailey,2022.0
906,0,0,28.5,20.5375,16.7941,17.210533333333334,0.6666666666666666,5.1,18.8,36.1,Stefon Diggs,2022.0
907,0,0,29.3,14.0,11.1,12.880566666666667,0.0,2.09,20.6,33.2,Sterling Shepard,2022.0
908,0,0,35.9,,,,,7.17,21.1,30.3,Steve Johnson,2022.0
909,0,0,43.1,,,,,3.12,20.3,31.0,Steve Smith,2022.0
910,0,0,28.1,2.8,,2.31665,0.0,,,17.9,Steven Mitchell,2022.0
911,0,0,25.2,6.9,0.0,3.891666666666667,0.0,,19.4,29.8,Steven Sims,2022.0
912,0,0,32.9,,,,,3.06,22.1,23.1,T.J. Graham,2022.0
913,0,0,29.9,4.3,,4.3,0.0,6.13,21.1,33.4,T.J. Jones,2022.0
914,0,0,32.5,12.5,7.41,10.285566666666666,0.0,3.29,18.8,41.9,T.Y. Hilton,2022.0
