,rb?,te?,age,max_ppg,last_pts,3_yr_trail_avg_fppg,hit_rate,Draft Pick,Breakout Age,cdr,id,year
915,0,0,27.4,6.3,3.2,3.1666666666666665,0.0,5.01,18.7,37.8,Tajae Sharpe,2022.0
916,0,0,27.5,,,,,,20.7,44.8,Tanner Gentry,2022.0
917,0,0,24.3,2.0,2.0,2.0,0.0,,19.6,24.0,Tarik Black,2022.0
918,0,0,31.9,,,,,5.28,21.1,24.1,Tavarres King,2022.0
919,0,0,31.3,10.0,,10.0,0.0,,20.6,28.7,Taylor Gabriel,2022.0
920,0,0,27.3,0.0,,0.0,0.0,3.08,20.5,38.6,Taywan Taylor,2022.0
921,0,0,37.1,5.7,,3.43335,0.0,1.09,20.4,28.5,Ted Ginn,2022.0
922,0,0,23.4,15.65,15.65,13.90625,0.5,2.01,18.6,29.7,Tee Higgins,2022.0
923,0,0,22.0,2.5231,2.5231,2.5231,0.0,2.27,19.2,33.4,Terrace Marshall,2022.0
924,0,0,32.7,,,,,3.12,22.0,38.3,Terrance Williams,2022.0
925,0,0,25.6,3.25,,3.25,0.0,7.23,20.9,17.8,Terry Godwin,2022.0
926,0,0,26.7,14.92,12.5588,13.726266666666666,0.0,3.12,,17.7,Terry McLaurin,2022.0
927,0,0,29.5,2.5,,2.5,0.0,,,12.2,Tevin Jones,2022.0
928,0,0,28.5,10.7467,9.775,8.640566666666667,0.0,,22.8,38.1,Tim Patrick,2022.0
929,0,0,27.9,,,,,,21.1,19.6,Tim White,2022.0
930,0,0,25.8,1.5333,1.5333,1.5333,0.0,,21.1,30.5,Tom Kennedy,2022.0
931,0,0,29.6,0.85,0.85,0.715,0.0,,,19.3,Tommylee Lewis,2022.0
932,0,0,24.8,0.0,,0.0,0.0,,22.1,26.3,Tony Brown,2022.0
933,0,0,31.6,,,,,,22.9,26.9,Tony Washington,2022.0
934,0,0,33.3,,,,,2.26,20.6,41.1,Torrey Smith,2022.0
935,0,0,32.4,1.8,-0.2,0.8,0.0,4.05,,19.0,Travis Benjamin,2022.0
936,0,0,26.7,8.9154,0.0,2.9718,0.0,6.11,21.0,36.0,Travis Fulgham,2022.0
937,0,0,26.7,,,,,,20.0,28.6,Travis Rudolph,2022.0
938,0,0,29.5,,,,,7.28,19.8,37.8,Tre McBride,2022.0
939,0,0,25.9,7.9727,7.9727,7.478999999999999,0.0,3.27,19.2,33.0,Tre'Quan Smith,2022.0
940,0,0,26.3,1.5,1.3941,1.1869333333333334,0.0,,19.5,25.7,Trent Sherfield,2022.0
941,0,0,28.1,1.55,1.525,1.5375,0.0,5.34,20.4,31.7,Trent Taylor,2022.0
942,0,0,26.5,1.5,0.7714,1.1357,0.0,,,14.2,Trenton Irwin,2022.0
943,0,0,28.9,2.0,,2.0,0.0,5.26,19.2,14.7,Trevor Davis,2022.0
944,0,0,26.5,4.1,,2.05,0.0,7.38,21.8,34.7,Trey Quinn,2022.0
945,0,0,25.4,2.5375,2.5375,2.5375,0.0,,20.6,39.2,Trinity Benson,2022.0
946,0,0,22.6,0.0,0.0,0.0,0.0,2.25,18.9,36.7,Tutu Atwell,2022.0
947,0,0,23.1,0.2529,0.2529,0.2529,0.0,4.26,19.3,42.3,Tylan Wallace,2022.0
948,0,0,27.6,13.9,11.49,12.744233333333334,0.0,2.24,18.8,42.7,Tyler Boyd,2022.0
949,0,0,23.8,4.2353,4.2353,3.57835,0.0,5.16,19.0,57.2,Tyler Johnson,2022.0
950,0,0,29.7,16.5875,15.0875,15.458333333333334,0.6666666666666666,3.05,19.9,44.2,Tyler Lockett,2022.0
951,0,0,28.3,21.9267,17.4412,18.355966666666664,1.0,5.28,,19.4,Tyreek Hill,2022.0
952,0,0,30.3,11.0,3.4,7.2,0.0,,20.6,30.5,Tyrell Williams,2022.0
953,0,0,24.7,1.23,0.0,0.615,0.0,7.38,20.0,15.8,Tyrie Cleveland,2022.0
954,0,0,26.4,6.625,0.36,3.4925,0.0,,22.7,23.6,Tyron Johnson,2022.0
955,0,0,25.8,9.8941,9.8941,6.41265,0.0,2.25,22.1,21.0,Van Jefferson,2022.0
956,0,0,25.8,4.2,,4.2,0.0,,20.0,23.3,Ventell Bryant,2022.0
957,0,0,27.2,,,,,,19.4,23.9,Victor Bolden,2022.0
958,0,0,35.6,,,,,,21.8,39.9,Victor Cruz,2022.0
959,0,0,33.4,,,,,3.18,19.6,35.5,Vincent Brown,2022.0
960,0,0,39.4,,,,,2.29,20.6,70.3,Vincent Jackson,2022.0
961,0,0,26.0,3.7,0.0,1.3428666666666667,0.0,,19.2,32.4,Vyncint Smith,2022.0
962,0,0,30.4,,,,,6.2,20.7,42.7,Walter Powell,2022.0
963,0,0,31.7,,,,,,24.0,48.3,Wendall Williams,2022.0
964,0,0,41.1,,,,,,20.4,17.4,Wes Welker,2022.0
965,0,0,28.1,17.1727,4.3,11.224233333333332,0.3333333333333333,1.21,20.4,46.7,Will Fuller,2022.0
966,0,0,29.6,7.2462,0.8667,4.670966666666667,0.0,,19.9,39.4,Willie Snead,2022.0
967,0,0,27.5,9.5,5.9062,7.9875,0.0,,19.7,34.3,Zach Pascal,2022.0
968,0,0,27.2,6.2294,6.2294,4.0048,0.0,2.05,20.4,37.1,Zay Jones,2022.0
969,0,1,30.7,,,,,6.26,,13.3,A.J. Derby,2022.0
970,0,1,27.6,2.8125,1.9167,2.3430666666666666,0.0,2.13,20.9,36.4,Adam Shaheen,2022.0
971,0,1,25.3,4.8692,4.8692,3.7046,0.0,3.41,20.6,38.1,Adam Trautman,2022.0
972,0,1,33.7,,,,,4.32,,14.2,Adrien Robinson,2022.0
973,0,1,29.1,,,,,,19.3,15.5,Alan Cross,2022.0
974,0,1,24.1,7.275,5.4286,6.351800000000001,0.0,4.12,19.4,28.3,Albert Okwuegbunam,2022.0
975,0,1,29.3,,,,,,,3.2,Alex Ellis,2022.0
976,0,1,26.0,2.2,0.0,0.7333333333333334,0.0,,,7.5,Andrew Beck,2022.0
977,0,1,33.6,,,,,5.23,17.9,14.9,Andrew Quarless,2022.0
978,0,1,38.1,,,,,2.21,,10.4,Anthony Fasano,2022.0
979,0,1,27.3,5.2733,5.2733,4.834866666666667,0.0,,19.5,35.2,Anthony Firkser,2022.0
980,0,1,29.0,0.9812,0.9812,0.5604,0.0,,,12.0,Antony Auclair,2022.0
981,0,1,30.2,,,,,,,2.3,Asante Cleveland,2022.0
982,0,1,27.6,14.6,5.7812,9.704,0.0,3.18,,17.4,Austin Hooper,2022.0
983,0,1,29.7,,,,,2.06,18.9,29.5,Austin Seferian-Jenkins,2022.0
984,0,1,28.7,,,,,,22.0,16.8,Austin Traylor,2022.0
985,0,1,28.3,4.5,,4.5,0.0,,21.6,30.6,Ben Braunecker,2022.0
986,0,1,25.7,0.5714,0.0,0.2857,0.0,,,15.3,Ben Ellefson,2022.0
987,0,1,29.1,0.6,,0.6,0.0,7.12,,7.6,Ben Koyack,2022.0
988,0,1,41.4,3.8,,3.8,0.0,1.32,,10.5,Ben Watson,2022.0
989,0,1,30.8,1.3875,1.2467,1.2780666666666667,0.0,4.18,23.1,15.8,Blake Bell,2022.0
990,0,1,27.9,5.7,4.075,3.991666666666667,0.0,,,7.1,Blake Jarwin,2022.0
991,0,1,28.3,,,,,,,4.2,Braedon Bowman,2022.0
992,0,1,33.1,,,,,,20.3,37.7,Brandon Bostick,2022.0
993,0,1,25.1,0.5333,0.0,0.26665,0.0,,,18.9,Brandon Dillon,2022.0
994,0,1,36.7,,,,,6.29,22.0,26.3,Brandon Myers,2022.0
995,0,1,37.3,,,,,1.2,22.5,13.2,Brandon Pettigrew,2022.0
996,0,1,34.6,,,,,,,0.8,Brandon Williams,2022.0
997,0,1,37.3,,,,,5.25,20.6,18.0,Brent Celek,2022.0
998,0,1,21.9,6.2,6.2,6.2,0.0,5.03,18.1,27.9,Brevin Jordan,2022.0
999,0,1,30.0,,,,,,21.3,19.9,Brian Parker,2022.0
1000,0,1,25.2,0.38,0.38,0.19,0.0,4.3,22.4,23.2,Brycen Hopkins,2022.0
1001,0,1,30.6,,,,,3.01,20.9,21.6,C.J. Fiedorowicz,2022.0
1002,0,1,29.4,11.35,8.0188,8.089599999999999,0.0,5.21,,9.0,C.J. Uzomah,2022.0
1003,0,1,25.9,0.0,,0.0,0.0,7.4,22.1,32.3,Caleb Wilson,2022.0
1004,0,1,30.9,6.5,4.6176,5.1267,0.0,,20.2,19.7,Cameron Brate,2022.0
1005,0,1,28.7,3.1,0.225,1.3372333333333335,0.0,,,10.8,Cethan Carter,2022.0
1006,0,1,33.3,3.2,,3.2,0.0,6.09,18.6,17.9,Charles Clay,2022.0
1007,0,1,25.8,0.8,,0.8,0.0,,,8.6,Charles Jones,2022.0
1008,0,1,24.6,0.6,0.6,0.5357,0.0,6.11,,5.5,Charlie Woerner,2022.0
1009,0,1,35.5,,,,,3.34,18.8,25.5,Chase Coffman,2022.0
1010,0,1,31.9,,,,,,,4.0,Chase Ford,2022.0
1011,0,1,31.9,,,,,7.16,,10.7,Chris Gragg,2022.0
1012,0,1,26.3,4.6063,0.875,2.3937666666666666,0.0,4.07,,18.0,Chris Herndon,2022.0
1013,0,1,26.6,1.3375,1.3375,0.66875,0.0,,,5.1,Chris Myarick,2022.0
1014,0,1,34.9,,,,,4.27,21.2,33.0,Clay Harbor,2022.0
1015,0,1,30.6,1.9,,1.9,0.0,3.04,20.9,23.9,Clive Walford,2022.0
1016,0,1,33.7,,,,,2.02,22.0,22.4,Coby Fleener,2022.0
1017,0,1,29.5,4.0,0.5,2.25,0.0,,24.7,20.3,Codey McElroy,2022.0
1018,0,1,23.4,0.6,0.5929,0.5964499999999999,0.0,4.27,18.7,18.7,Colby Parkinson,2022.0
1019,0,1,28.0,,,,,,22.2,21.3,Cole Hikutini,2022.0
1020,0,1,23.2,7.1294,7.1294,5.5022,0.0,2.11,20.5,20.8,Cole Kmet,2022.0
1021,0,1,28.5,,,,,,20.8,20.0,Cole Wick,2022.0
1022,0,1,28.4,0.5133,0.0,0.25665,0.0,,,3.1,Colin Thompson,2022.0
1023,0,1,33.0,,,,,,21.3,19.8,Cooper Helfet,2022.0
1024,0,1,37.7,,,,,3.22,,13.6,Craig Stevens,2022.0
1025,0,1,30.5,,,,,3.35,19.8,20.1,Crockett Gillmore,2022.0
1026,0,1,30.8,,,,,,,6.4,D.J. Tialavea,2022.0
1027,0,1,27.4,11.0,11.0,10.393933333333333,0.0,2.17,21.7,30.7,Dallas Goedert,2022.0
1028,0,1,23.1,0.7667,,0.7667,0.0,3.37,,19.3,Dalton Keene,2022.0
1029,0,1,25.9,12.2824,12.2824,7.246200000000001,0.0,4.37,,11.4,Dalton Schultz,2022.0
1030,0,1,27.2,6.8909,6.8909,6.4803,0.0,,20.5,38.4,Dan Arnold,2022.0
1031,0,1,30.0,2.9,0.4083,1.2090333333333334,0.0,,21.3,24.1,Daniel Brown,2022.0
1032,0,1,38.7,,,,,,,11.4,Daniel Fells,2022.0
1033,0,1,27.1,0.1,0.1,0.05,0.0,,,9.5,Daniel Helm,2022.0
1034,0,1,37.6,,,,,5.18,,9.6,Dante Rosario,2022.0
1035,0,1,27.5,1.9333,0.0667,0.7666666666666666,0.0,,,11.8,Darrell Daniels,2022.0
1036,0,1,29.7,17.4125,12.1364,14.449633333333333,0.3333333333333333,6.28,22.0,32.1,Darren Waller,2022.0
1037,0,1,34.7,,,,,7.38,,13.9,David Ausberry,2022.0
1038,0,1,29.3,,,,,,,15.0,David Grinnage,2022.0
1039,0,1,29.0,,,,,6.13,22.3,26.9,David Morgan,2022.0
1040,0,1,25.9,6.725,6.725,5.249366666666666,0.0,1.29,20.2,24.6,David Njoku,2022.0
1041,0,1,27.1,0.0,0.0,0.0,0.0,,,14.7,David Wells,2022.0
1042,0,1,25.5,10.94,10.94,7.2688999999999995,0.0,3.32,,4.2,Dawson Knox,2022.0
1043,0,1,37.8,9.1,,9.1,0.0,6.06,20.1,30.4,Delanie Walker,2022.0
1044,0,1,36.8,,,,,4.16,22.1,22.9,Dennis Pitta,2022.0
1045,0,1,27.2,2.7,0.3333,1.2634666666666667,0.0,,22.5,22.6,Deon Yelder,2022.0
1046,0,1,31.8,3.6,0.66,1.47,0.0,,18.1,66.4,Derek Carrier,2022.0
1047,0,1,24.8,1.3222,0.0,0.6611,0.0,3.27,,19.5,Devin Asiasi,2022.0
1048,0,1,31.3,,,,,4.09,21.6,17.9,Dion Sims,2022.0
1049,0,1,25.0,2.12,0.54,1.33,0.0,,,9.9,Dominique Dafney,2022.0
1050,0,1,34.8,,,,,,23.1,26.1,Dominique Jones,2022.0
1051,0,1,24.8,4.2143,4.2143,3.7956,0.0,,19.1,48.9,Donald Parham,2022.0
1052,0,1,26.1,4.9313,1.1235,2.5516,0.0,2.2,,10.5,Drew Sample,2022.0
1053,0,1,26.8,4.1176,4.1176,3.1458666666666666,0.0,4.23,,8.8,Durham Smythe,2022.0
1054,0,1,32.3,,,,,3.01,21.5,19.6,Dwayne Allen,2022.0
1055,0,1,30.7,,,,,,22.0,25.5,E.J. Bibbs,2022.0
1056,0,1,34.8,,,,,3.06,21.1,35.3,Ed Dickson,2022.0
1057,0,1,27.5,,,,,,,10.4,Emanuel Byrd,2022.0
1058,0,1,29.1,9.4533,4.0625,7.1386,0.0,1.1,19.4,18.8,Eric Ebron,2022.0
1059,0,1,28.1,2.0,1.1,1.225,0.0,5.31,20.4,31.6,Eric Saubert,2022.0
1060,0,1,30.1,1.1,0.1,0.4000000000000001,0.0,,,9.6,Eric Tomlinson,2022.0
1061,0,1,26.6,1.4,1.4,1.4,0.0,,,19.5,Ethan Wolf,2022.0
1062,0,1,28.5,0.0,,0.0,0.0,,,4.2,Evan Baylis,2022.0
1063,0,1,27.7,13.7,6.8333,9.781933333333333,0.0,1.23,22.0,29.5,Evan Engram,2022.0
1064,0,1,25.1,6.2,5.0176,4.426699999999999,0.0,4.35,,12.3,Foster Moreau,2022.0
1065,0,1,31.2,,,,,,,10.2,Gabe Holmes,2022.0
1066,0,1,34.0,0.0,,0.0,0.0,,,3.9,Garrett Celek,2022.0
1067,0,1,35.8,,,,,4.2,21.1,36.9,Garrett Graham,2022.0
1068,0,1,28.2,0.6077,0.6077,0.30385,0.0,,20.5,25.3,Garrett Griffin,2022.0
1069,0,1,36.7,,,,,5.06,21.0,19.6,Gary Barnidge,2022.0
1070,0,1,30.4,,,,,,20.7,27.8,Gator Hoskins,2022.0
1071,0,1,31.3,,,,,2.15,20.6,28.8,Gavin Escobar,2022.0
1072,0,1,28.7,4.375,4.375,3.301666666666667,0.0,7.29,,4.9,Geoff Swaim,2022.0
1073,0,1,28.6,15.9,14.1429,15.226799999999999,0.6666666666666666,5.02,21.9,23.2,George Kittle,2022.0
1074,0,1,28.8,,,,,7.39,21.0,17.8,Gerald Christian,2022.0
1075,0,1,27.9,7.8533,7.8533,7.0532,0.0,2.12,21.2,31.7,Gerald Everett,2022.0
1076,0,1,32.6,,,,,,21.9,29.9,Gerell Robinson,2022.0
1077,0,1,37.2,8.8,,6.8500000000000005,0.0,1.31,20.5,16.7,Greg Olsen,2022.0
1078,0,1,26.0,0.0,,0.0,0.0,4.01,21.3,43.5,Hakeem Butler,2022.0
1079,0,1,29.5,,,,,,,8.4,Hakeem Valles,2022.0
1080,0,1,25.8,4.9,,2.45,0.0,,,11.5,Hale Hentges,2022.0
1081,0,1,24.1,4.12,3.8937,4.00685,0.0,4.09,19.4,26.2,Harrison Bryant,2022.0
1082,0,1,28.8,9.3187,4.9308,6.349833333333334,0.0,1.25,,15.6,Hayden Hurst,2022.0
1083,0,1,39.6,,,,,1.3,19.9,40.3,Heath Miller,2022.0
1084,0,1,30.0,,,,,,,10.2,Henry Krieger-Coble,2022.0
1085,0,1,22.8,1.08,,1.08,0.0,,20.0,20.9,Hunter Bryant,2022.0
1086,0,1,27.5,12.3,9.6647,10.7811,0.0,2.04,18.7,20.1,Hunter Henry,2022.0
1087,0,1,0.0,0.0,0.0,0.0,0.0,,,12.9,Hunter Kampmoyer,2022.0
1088,0,1,22.8,0.2571,0.2571,0.2571,0.0,3.17,21.1,21.8,Hunter Long,2022.0
1089,0,1,26.3,0.0,0.0,0.0,0.0,,,4.5,Ian Bunting,2022.0
1090,0,1,26.0,3.6,2.1647,2.7653,0.0,4.01,,19.1,Ian Thomas,2022.0
1091,0,1,32.6,,,,,,,11.3,Ifeanyi Momah,2022.0
1092,0,1,23.8,7.5769,,6.58845,0.0,2.18,,14.0,Irv Smith,2022.0
1093,0,1,25.0,1.6,,0.89285,0.0,7.1,,13.9,Isaac Nauta,2022.0
1094,0,1,25.4,3.7,0.35,2.2041666666666666,0.0,2.25,19.7,42.7,J.J. Arcega-Whiteside,2022.0
1095,0,1,28.7,2.7,0.0,0.9,0.0,,,16.6,J.P. Holtz,2022.0
1096,0,1,29.9,,,,,2.17,21.2,23.2,Jace Amaro,2022.0
1097,0,1,25.9,2.45,,1.225,0.0,3.11,22.2,32.7,Jace Sternberger,2022.0
1098,0,1,32.1,7.0,4.6588,5.412466666666667,0.0,,20.3,23.9,Jack Doyle,2022.0
1099,0,1,24.3,0.3875,0.3875,0.3875,0.0,,,11.1,Jack Stoll,2022.0
1100,0,1,25.1,0.0,0.0,0.0,0.0,4.36,23.4,20.0,Jacob Harris,2022.0
1101,0,1,28.5,9.4,2.9286,5.482466666666667,0.0,,22.8,23.4,Jacob Hollister,2022.0
1102,0,1,37.2,,,,,4.28,22.5,15.8,Jacob Tamme,2022.0
1103,0,1,26.6,5.0,,2.6719,0.0,,,18.1,Jaeden Graham,2022.0
1104,0,1,26.9,0.5,,0.5,0.0,5.01,19.2,22.1,Jake Butt,2022.0
1105,0,1,32.8,,,,,,22.0,26.3,Jake Stoneburner,2022.0
1106,0,1,37.7,,,,,5.16,24.0,29.2,James Casey,2022.0
1107,0,1,32.9,,,,,6.16,21.1,11.6,James Hanna,2022.0
1108,0,1,30.4,8.3,7.2,6.371100000000001,0.0,5.37,22.6,22.2,James O'Shaughnessy,2022.0
1109,0,1,35.1,12.0,8.275,9.589433333333332,0.0,3.25,21.4,17.4,Jared Cook,2022.0
1110,0,1,24.8,0.0,0.0,0.0,0.0,,21.0,21.9,Jared Pinkney,2022.0
1111,0,1,28.2,1.825,,1.825,0.0,,,9.7,Jason Croom,2022.0
1112,0,1,40.1,8.6,,5.2969,0.0,3.05,20.3,27.0,Jason Witten,2022.0
1113,0,1,29.9,,,,,,20.2,17.4,Je'Ron Hamm,2022.0
1114,0,1,35.1,,,,,,20.3,19.7,Jeff Cumberland,2022.0
1115,0,1,29.5,3.9,,3.9,0.0,3.28,,9.3,Jeff Heuerman,2022.0
1116,0,1,29.4,,,,,6.09,,17.3,Jerell Adams,2022.0
1117,0,1,27.8,3.5,0.3588,1.3196,0.0,5.1,,14.2,Jeremy Sprinkle,2022.0
1118,0,1,33.9,,,,,1.21,19.2,11.7,Jermaine Gresham,2022.0
1119,0,1,31.0,,,,,,21.3,16.0,Jerome Cunningham,2022.0
1120,0,1,25.2,4.1,2.3,3.1999999999999997,0.0,,20.5,48.8,Jesper Horsted,2022.0
1121,0,1,28.0,2.4312,1.3714,2.0342,0.0,5.24,19.3,18.1,Jesse James,2022.0
1122,0,1,35.4,,,,,7.26,22.7,18.4,Jim Dray,2022.0
1123,0,1,35.5,8.975,3.38,6.218333333333333,0.0,3.31,22.8,15.9,Jimmy Graham,2022.0
1124,0,1,26.5,3.6167,3.6167,3.6167,0.0,,,10.3,Jody Fortson,2022.0
1125,0,1,24.6,2.9941,2.9941,2.9941,0.0,4.19,,7.4,John Bates,2022.0
1126,0,1,38.0,,,,,2.07,22.3,21.8,John Carlson,2022.0
1127,0,1,35.0,,,,,6.35,,19.0,John Phillips,2022.0
1128,0,1,27.5,1.3,0.3167,0.7326333333333334,0.0,,,13.5,Johnny Mundt,2022.0
1129,0,1,26.8,9.3467,4.2125,6.853066666666666,0.0,3.36,18.0,33.0,Jonnu Smith,2022.0
1130,0,1,30.1,6.4385,3.2077,5.082066666666666,0.0,3.34,23.4,28.2,Jordan Akins,2022.0
1131,0,1,33.8,,,,,4.05,,4.3,Jordan Cameron,2022.0
1132,0,1,26.3,0.0,0.0,0.0,0.0,,,8.6,Jordan Franks,2022.0
1133,0,1,27.3,,,,,5.06,,16.3,Jordan Leggett,2022.0
1134,0,1,29.9,3.7,0.0,1.2333333333333334,0.0,2.1,18.1,48.3,Jordan Matthews,2022.0
1135,0,1,31.9,7.31,,7.31,0.0,3.23,21.2,26.2,Jordan Reed,2022.0
1136,0,1,25.8,1.8,,1.50835,0.0,6.37,,14.9,Jordan Thomas,2022.0
1137,0,1,32.4,,,,,,21.6,29.0,Joseph Fauria,2022.0
1138,0,1,32.0,4.7,,3.0143,0.0,,20.3,18.1,Josh Hill,2022.0
1139,0,1,25.4,1.5,1.1143,1.30715,0.0,3.05,21.7,20.6,Josh Oliver,2022.0
1140,0,1,25.3,3.8438,3.8438,2.4718999999999998,0.0,3.3,22.6,30.5,Josiah Deguara,2022.0
1141,0,1,33.9,,,,,4.32,22.2,21.8,Julius Thomas,2022.0
1142,0,1,31.4,,,,,,20.7,16.4,Justin Perillo,2022.0
1143,0,1,25.7,3.7786,3.7786,2.4536,0.0,,23.0,17.6,Juwan Johnson,2022.0
1144,0,1,25.1,10.8,0.7,4.482233333333333,0.0,6.03,,16.7,Kaden Smith,2022.0
1145,0,1,25.2,0.9286,0.0,0.4643,0.0,3.22,,19.6,Kahale Warring,2022.0
1146,0,1,36.6,,,,,5.23,21.9,23.3,Kellen Davis,2022.0
1147,0,1,26.5,0.7,0.7,0.7,0.0,,,8.0,Kendall Blanton,2022.0
1148,0,1,23.6,0.6222,0.6222,0.6222,0.0,,21.9,21.1,Kenny Yeboah,2022.0
1149,0,1,27.1,0.4667,0.4667,0.23335,0.0,,,14.2,Kevin Rader,2022.0
1150,0,1,30.4,,,,,,,17.3,Khari Lee,2022.0
1151,0,1,21.6,10.3882,10.3882,10.3882,0.0,1.04,19.9,24.1,Kyle Pitts,2022.0
1152,0,1,32.5,7.4,3.7312,5.527066666666667,0.0,2.11,,11.5,Kyle Rudolph,2022.0
1153,0,1,24.2,1.2706,1.2706,1.2706,0.0,4.22,18.4,21.5,Kylen Granson,2022.0
1154,0,1,32.0,,,,,4.15,18.3,34.1,Ladarius Green,2022.0
1155,0,1,34.3,2.0,,2.0,0.0,2.15,21.6,27.5,Lance Kendricks,2022.0
1156,0,1,33.6,,,,,,21.8,32.7,Larry Donnell,2022.0
1157,0,1,34.5,1.95,1.3438,1.7312666666666665,0.0,5.28,,13.7,Lee Smith,2022.0
1158,0,1,30.8,1.0,,0.8,0.0,4.36,20.1,21.7,Levine Toilolo,2022.0
1159,0,1,35.3,,,,,,,7.3,Logan Paulsen,2022.0
1160,0,1,22.6,0.84,0.84,0.84,0.0,5.01,,7.5,Luke Farrell,2022.0
1161,0,1,33.9,1.2,0.2667,0.7659666666666668,0.0,4.07,21.1,14.2,Luke Stocker,2022.0
1162,0,1,32.4,2.3,,1.2874999999999999,0.0,5.25,20.6,15.0,Luke Willson,2022.0
1163,0,1,38.0,3.1,2.6118,2.7639333333333336,0.0,1.28,21.3,26.1,Marcedes Lewis,2022.0
1164,0,1,32.3,,,,,,,9.2,Marcel Jensen,2022.0
1165,0,1,27.5,0.15,,0.15,0.0,,,10.5,Marcus Baugh,2022.0
1166,0,1,26.7,17.7118,17.7118,14.553933333333333,0.3333333333333333,3.22,,18.0,Mark Andrews,2022.0
1167,0,1,35.2,,,,,2.3,18.5,27.3,Martellus Bennett,2022.0
1168,0,1,28.6,0.0,0.0,0.0,0.0,7.33,22.8,31.7,Mason Schreck,2022.0
1169,0,1,26.6,0.0,0.0,0.0,0.0,,21.8,21.5,Matt Bushman,2022.0
1170,0,1,27.2,,,,,,,6.9,Matt Flanagan,2022.0
1171,0,1,29.7,4.0,0.0,2.0,0.0,,,9.8,Matt LaCosse,2022.0
1172,0,1,31.4,,,,,,,7.0,Matt Lengel,2022.0
1173,0,1,26.5,0.0,,0.0,0.0,,,6.2,Matt Sokol,2022.0
1174,0,1,37.4,,,,,,22.6,14.7,Matthew Mulligan,2022.0
1175,0,1,28.1,8.26,8.26,4.7162999999999995,0.0,2.23,19.4,48.8,Maxx Williams,2022.0
1176,0,1,33.9,,,,,5.01,,7.3,Michael Hoomanawanui,2022.0
1177,0,1,28.1,,,,,4.21,22.3,23.7,Michael Roberts,2022.0
1178,0,1,35.6,,,,,7.07,,8.0,Mickey Shuler,2022.0
1179,0,1,26.6,10.62,9.7059,9.808633333333333,0.0,2.1,21.9,21.5,Mike Gesicki,2022.0
1180,0,1,24.2,0.0,0.0,0.0,0.0,,,7.4,Miller Forristall,2022.0
1181,0,1,25.5,0.3067,0.3067,0.3067,0.0,,22.8,24.5,Mitchell Wilcox,2022.0
1182,0,1,30.2,3.0312,3.0312,2.6740333333333335,0.0,5.07,19.5,37.6,MyCole Pruitt,2022.0
1183,0,1,31.7,,,,,6.16,,14.6,Mychal Rivera,2022.0
1184,0,1,26.2,0.0,,0.0,0.0,,,6.3,Nate Becker,2022.0
1185,0,1,30.4,,,,,7.03,21.6,28.9,Neal Sterling,2022.0
1186,0,1,30.6,,,,,,21.9,15.3,Nic Jacobs,2022.0
1187,0,1,26.0,0.0,0.0,0.0,0.0,,23.3,17.6,Nick Bowers,2022.0
1188,0,1,29.3,5.0,0.24,3.128133333333334,0.0,5.35,20.6,21.2,Nick Boyle,2022.0
1189,0,1,27.1,0.6437,,0.6437,0.0,,22.4,26.2,Nick Keizer,2022.0
1190,0,1,29.7,3.7,,3.7,0.0,6.18,21.0,18.8,Nick O'Leary,2022.0
1191,0,1,28.2,4.0429,4.0429,2.8032000000000004,0.0,3.32,,6.4,Nick Vannett,2022.0
1192,0,1,32.8,,,,,5.24,20.1,22.8,Niles Paul,2022.0
1193,0,1,24.5,9.9533,9.9375,8.930266666666666,0.0,1.2,19.8,27.0,Noah Fant,2022.0
1194,0,1,23.1,1.0375,1.0375,1.0375,0.0,5.18,18.4,19.7,Noah Gray,2022.0
1195,0,1,24.9,0.0,0.0,0.0,0.0,,20.2,18.5,Noah Togiai,2022.0
1196,0,1,27.5,9.4,1.9706,5.7902,0.0,1.19,,15.2,O.J. Howard,2022.0
1197,0,1,31.3,,,,,4.21,,15.1,Orson Charles,2022.0
1198,0,1,39.6,,,,,4.01,22.8,16.5,Owen Daniels,2022.0
1199,0,1,23.6,9.4812,9.4812,9.4812,0.0,2.23,19.9,24.8,Pat Freiermuth,2022.0
1200,0,1,28.1,3.2538,2.54,2.1979333333333333,0.0,,22.3,18.9,Pharaoh Brown,2022.0
1201,0,1,32.3,,,,,,21.6,23.2,Phillip Supernaw,2022.0
1202,0,1,30.0,,,,,6.22,,7.7,Randall Telfer,2022.0
1203,0,1,24.8,0.6857,0.35,0.5178499999999999,0.0,,,3.5,Reggie Gilliam,2022.0
1204,0,1,34.4,4.1,,4.1,0.0,4.33,,8.2,Rhett Ellison,2022.0
1205,0,1,30.3,5.0357,1.0333,3.0345000000000004,0.0,3.34,,10.5,Richard Rodgers,2022.0
1206,0,1,27.0,6.5,5.3154,3.938466666666667,0.0,,,12.4,Ricky Seals-Jones,2022.0
1207,0,1,33.0,14.2667,14.2667,11.799,0.0,2.1,18.3,19.1,Rob Gronkowski,2022.0
1208,0,1,34.2,,,,,3.05,20.5,24.3,Rob Housler,2022.0
1209,0,1,28.1,11.0375,6.3,6.745833333333334,0.0,,21.4,38.0,Robert Tonyan,2022.0
1210,0,1,27.3,6.0,0.8882,3.3273333333333333,0.0,,21.6,29.6,Ross Dwelley,2022.0
1211,0,1,32.4,7.4,4.65,4.407766666666666,0.0,6.33,21.7,38.8,Ryan Griffin,2022.0
