,y,rb?,te?,age,max_pts,avg_pts,last_pts,3_yr_trail_avg_fppg,injury_risk,last_yr_games_played,hit_rate,Draft Pick,Breakout Age,cdr
715,0,0,0,20.5,,,,,,,,2.3,18.8,31.9
717,0,0,0,28.299999999999997,374.4,310.59999999999997,260.40000000000003,20.6,0.9375,14.0,0.3333333333333333,1.06,19.6,34.4
720,0,0,0,25.5,65.0,52.75,65.0,4.75,0.6875,13.0,0.0,4.08,19.7,31.6
721,0,0,0,26.0,96.0,67.7,53.1,6.633333333333333,0.625,9.0,0.0,2.02,19.3,27.2
724,0,0,0,23.8,,,,,,,,,,14.5
729,0,0,0,25.4,0.0,0.0,,0.0,0.4375,,0.0,6.08,22.7,20.2
730,0,0,0,22.8,-2.0,-2.0,-2.0,-0.5,0.25,4.0,0.0,,21.1,30.5
731,0,0,0,28.0,196.8,110.96666666666665,67.2,7.266666666666667,0.9375,16.0,0.0,,18.3,25.9
732,0,0,0,24.5,2.3,1.15,0.0,1.15,0.0625,1.0,0.0,,20.8,20.1
735,0,0,0,24.1,,,,,,,,,20.4,60.7
737,0,0,0,25.1,175.0,116.30000000000001,12.3,15.0,0.4791666666666667,1.0,0.0,3.14,18.4,49.5
741,0,0,0,26.3,225.6,211.2,196.8,13.2,1.0,16.0,0.0,1.28,22.6,29.3
744,0,0,0,27.6,168.0,118.39999999999999,90.19999999999999,9.966666666666667,0.7291666666666666,11.0,0.0,1.2,18.8,35.7
745,0,0,0,21.8,,,,,,,,,20.1,20.6
746,0,0,0,28.700000000000003,196.5,153.5,196.5,9.866666666666667,0.9791666666666666,15.0,0.0,1.3,19.0,36.1
747,0,0,0,23.6,,,,,,,,3.32,19.8,41.8
748,0,0,0,25.1,174.0,143.5,168.0,9.333333333333334,0.9583333333333334,16.0,0.0,5.11,19.4,29.3
755,0,0,0,24.9,47.0,47.0,47.0,9.4,0.3125,5.0,0.0,1.07,21.2,36.8
763,0,0,0,22.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,0.8,0.1875,3.0,0.0,1.23,19.2,29.0
764,0,0,0,33.8,280.0,224.80000000000004,243.2,14.5,0.9583333333333334,16.0,0.0,1.03,19.0,51.3
765,0,0,0,25.3,,,,,,,,,20.5,24.0
769,0,0,0,23.4,12.0,12.0,12.0,2.4,0.3125,5.0,0.0,3.23,19.6,52.5
771,0,0,0,30.1,81.4,55.7,,6.7,0.5,,0.0,4.24,21.3,21.5
774,0,0,0,23.7,,,,,,,,4.12,21.0,22.4
782,0,0,0,22.8,,,,,,,,,,12.6
786,0,0,0,26.3,148.8,98.33333333333333,15.0,7.5,0.7291666666666666,3.0,0.0,3.17,19.6,36.0
788,0,0,0,25.5,172.8,101.10000000000001,172.8,7.633333333333334,0.7708333333333334,16.0,0.0,2.07,19.8,34.5
794,0,0,0,22.8,,,,,,,,,19.1,11.9
796,0,0,0,26.5,89.60000000000001,33.46666666666667,89.60000000000001,3.1333333333333333,0.5,14.0,0.0,3.16,,13.6
797,0,0,0,25.5,170.5,150.25,,14.25,0.65625,,0.0,4.18,,18.5
798,0,0,0,24.1,,,,,,,,,,6.3
799,0,0,0,27.200000000000003,174.4,173.45,172.5,11.2,0.96875,15.0,0.0,5.31,19.5,26.3
800,0,0,0,25.4,0.0,0.0,,0.0,0.0625,,0.0,6.14,19.6,28.6
801,0,0,0,24.6,14.700000000000001,14.700000000000001,14.700000000000001,2.1,0.4375,7.0,0.0,,,12.5
802,0,0,0,23.0,,,,,,,,,21.3,23.9
804,0,0,0,26.4,23.2,15.466666666666669,7.199999999999999,4.066666666666667,0.22916666666666666,3.0,0.0,7.03,20.6,59.5
805,0,0,0,21.6,,,,,,,,,,19.8
806,0,0,0,29.700000000000003,236.8,209.6,236.8,13.1,1.0,16.0,0.0,1.1,20.0,34.3
807,0,0,0,27.5,172.5,151.16666666666666,116.20000000000002,10.033333333333333,0.9375,14.0,0.0,1.13,18.8,39.4
810,0,0,0,24.2,255.0,255.0,255.0,17.0,0.9375,15.0,0.0,2.16,21.5,39.6
814,0,0,0,23.8,300.8,252.76666666666665,300.8,16.433333333333334,0.9583333333333334,16.0,0.3333333333333333,1.07,19.0,30.2
816,0,0,0,22.8,4.8999999999999995,4.8999999999999995,4.8999999999999995,0.7,0.4375,7.0,0.0,6.31,20.1,35.1
817,0,0,0,30.799999999999997,212.8,171.13333333333333,201.6,10.833333333333334,0.9791666666666666,16.0,0.0,3.2,20.1,29.6
818,0,0,0,22.7,,,,,,,,1.07,19.9,27.0
821,0,0,0,27.799999999999997,177.6,138.6,147.0,8.866666666666667,0.9791666666666666,15.0,0.0,3.19,20.0,35.9
825,0,0,0,24.0,85.5,67.45,85.5,4.75,0.875,15.0,0.0,1.2,20.3,32.4
828,0,0,0,26.5,45.099999999999994,28.049999999999997,11.0,4.8,0.40625,2.0,0.0,,,9.1
830,0,0,0,21.4,,,,,,,,7.21,20.7,22.4
832,0,0,0,24.6,319.5,303.56666666666666,296.0,21.46666666666667,0.8958333333333334,16.0,0.3333333333333333,1.12,19.8,34.5
837,0,0,0,25.1,62.400000000000006,41.1,55.9,4.833333333333333,0.5416666666666666,13.0,0.0,2.13,18.4,46.3
841,0,0,0,22.2,23.400000000000002,23.400000000000002,23.400000000000002,2.6,0.5625,9.0,0.0,4.19,19.5,43.1
842,0,0,0,24.4,99.0,72.6,99.0,5.4,0.8125,15.0,0.0,1.29,19.7,32.6
843,0,0,0,30.799999999999997,201.6,182.9333333333333,201.6,11.433333333333332,1.0,16.0,0.0,6.39,19.1,37.7
847,0,0,0,24.1,7.199999999999999,3.5999999999999996,7.199999999999999,0.6,0.46875,6.0,0.0,,21.4,16.6
853,0,0,0,26.8,291.2,216.33333333333334,148.20000000000002,14.233333333333333,0.9375,13.0,0.0,2.32,20.0,28.2
856,0,0,0,22.7,14.0,14.0,14.0,1.4,0.625,10.0,0.0,5.35,18.9,43.6
857,0,0,0,25.3,,,,,,,,,23.6,23.5
862,0,0,0,23.2,38.5,38.5,38.5,3.5,0.6875,11.0,0.0,4.16,21.5,31.6
868,0,0,0,27.6,211.2,127.43333333333332,211.2,9.7,0.7708333333333334,16.0,0.0,7.2,20.9,44.1
870,0,0,0,24.1,114.79999999999998,114.79999999999998,114.79999999999998,8.2,0.875,14.0,0.0,,20.3,34.8
875,0,0,0,25.1,163.2,133.03333333333333,118.3,9.233333333333334,0.8958333333333334,13.0,0.0,2.09,18.4,31.6
879,0,0,0,23.5,29.0,29.0,29.0,2.9,0.625,10.0,0.0,,20.8,33.8
883,0,0,0,26.7,69.6,30.7,69.6,3.1333333333333333,0.5208333333333334,12.0,0.0,,,10.7
885,0,0,0,26.5,61.60000000000001,30.633333333333336,16.5,2.733333333333333,0.6458333333333334,11.0,0.0,5.02,21.7,45.3
886,0,0,0,22.6,,,,,,,,4.27,21.8,24.6
888,0,0,0,24.2,78.0,40.05,78.0,4.05,0.4375,13.0,0.0,3.23,20.4,29.5
889,0,0,0,24.0,218.4,166.66666666666666,83.2,13.200000000000001,0.7708333333333334,8.0,0.0,1.04,18.2,34.2
894,0,0,0,26.3,110.4,108.80000000000001,107.2,6.800000000000001,1.0,16.0,0.0,,22.5,35.6
898,0,0,0,23.2,,,,,,,,5.22,21.5,31.5
903,0,0,0,22.1,,,,,,,,7.01,18.3,27.2
906,0,0,0,23.5,193.70000000000002,171.60000000000002,193.70000000000002,13.2,0.8125,13.0,0.0,5.1,18.8,36.1
907,0,0,0,24.3,184.0,184.0,184.0,11.5,1.0,16.0,0.0,2.09,20.6,33.2
913,0,0,0,24.9,27.0,20.7,14.399999999999999,3.75,0.40625,3.0,0.0,6.13,21.1,33.4
914,0,0,0,27.5,272.0,247.0666666666667,272.0,15.799999999999999,0.9791666666666666,16.0,0.0,3.29,18.8,41.9
916,0,0,0,22.5,,,,,,,,,20.7,44.8
918,0,0,0,26.9,6.8999999999999995,5.1,6.8999999999999995,2.8,0.125,3.0,0.0,5.28,21.1,24.1
919,0,0,0,26.3,140.39999999999998,98.8,140.39999999999998,7.5,0.8333333333333334,12.0,0.0,,20.6,28.7
920,0,0,0,22.3,,,,,,,,3.08,20.5,38.6
921,0,0,0,32.1,184.5,125.5,158.4,8.1,0.9791666666666666,16.0,0.0,1.09,20.4,28.5
924,0,0,0,27.700000000000003,153.6,142.20000000000002,126.0,9.266666666666666,0.9583333333333334,15.0,0.0,3.12,22.0,38.3
931,0,0,0,24.6,15.600000000000001,15.600000000000001,15.600000000000001,1.3,0.75,12.0,0.0,,,19.3
934,0,0,0,28.299999999999997,192.0,126.66666666666667,64.80000000000001,8.633333333333333,0.8958333333333334,12.0,0.0,2.26,20.6,41.1
935,0,0,0,27.4,192.0,131.26666666666668,133.0,8.6,0.9583333333333334,14.0,0.0,4.05,,19.0
937,0,0,0,21.7,,,,,,,,,20.0,28.6
938,0,0,0,24.5,9.600000000000001,9.600000000000001,,1.6,0.375,,0.0,7.28,19.8,37.8
941,0,0,0,23.1,,,,,,,,5.34,20.4,31.7
943,0,0,0,23.9,9.6,9.6,9.6,1.2,0.5,8.0,0.0,5.26,19.2,14.7
948,0,0,0,22.6,124.8,124.8,124.8,7.8,1.0,16.0,0.0,2.24,18.8,42.7
950,0,0,0,24.7,153.6,139.05,124.50000000000001,8.95,0.96875,15.0,0.0,3.05,19.9,44.2
951,0,0,0,23.3,198.4,198.4,198.4,12.4,1.0,16.0,0.0,5.28,,19.4
952,0,0,0,25.3,217.6,117.3,217.6,11.05,0.5625,16.0,0.0,,20.6,30.5
957,0,0,0,22.2,,,,,,,,,19.4,23.9
965,0,0,0,23.1,121.79999999999998,121.79999999999998,121.79999999999998,8.7,0.875,14.0,0.0,1.21,20.4,46.7
966,0,0,0,24.6,192.0,186.75,192.0,12.45,0.9375,15.0,0.0,,19.9,39.4
968,0,0,0,22.2,,,,,,,,2.05,20.4,37.1
969,0,0,1,25.7,30.099999999999998,30.099999999999998,30.099999999999998,4.3,0.4375,7.0,0.0,6.26,,13.3
970,0,0,1,22.6,,,,,,,,2.13,20.9,36.4
973,0,0,1,24.1,16.2,16.2,16.2,1.8,0.5625,9.0,0.0,,19.3,15.5
978,0,0,1,33.1,71.39999999999999,55.79999999999999,28.799999999999997,4.1,0.8333333333333334,12.0,0.0,2.21,,10.4
980,0,0,1,24.0,,,,,,,,,,12.0
982,0,0,1,22.6,63.599999999999994,63.599999999999994,63.599999999999994,5.3,0.75,12.0,0.0,3.18,,17.4
983,0,0,1,24.7,79.10000000000001,55.46666666666667,34.199999999999996,7.000000000000001,0.5208333333333334,9.0,0.0,2.06,18.9,29.5
984,0,0,1,23.7,,,,,,,,,22.0,16.8
985,0,0,1,23.3,8.0,8.0,8.0,2.0,0.25,4.0,0.0,,21.6,30.6
987,0,0,1,24.1,41.4,41.4,41.4,4.6,0.5625,9.0,0.0,7.12,,7.6
988,0,0,1,36.4,190.4,118.3,,7.6,0.9375,,0.0,1.32,,10.5
989,0,0,1,25.8,33.300000000000004,22.950000000000003,12.600000000000001,2.9000000000000004,0.46875,6.0,0.0,4.18,23.1,15.8
996,0,0,1,29.6,8.399999999999999,6.949999999999999,5.5,1.25,0.34375,5.0,0.0,,,0.8
997,0,0,1,32.3,85.19999999999999,61.86666666666667,30.0,4.833333333333333,0.7916666666666666,10.0,0.0,5.25,20.6,18.0
1001,0,0,1,25.6,133.5,61.366666666666674,133.5,4.4,0.7708333333333334,15.0,0.0,3.01,20.9,21.6
1002,0,0,1,24.4,54.4,27.9,54.4,3.75,0.3125,8.0,0.0,5.21,,9.0
1004,0,0,1,25.9,171.0,81.10000000000001,171.0,6.633333333333333,0.5833333333333334,15.0,0.0,,20.2,19.7
1005,0,0,1,23.7,,,,,,,,,,10.8
1006,0,0,1,28.299999999999997,137.20000000000002,131.96666666666667,136.5,9.433333333333335,0.875,15.0,0.0,6.09,18.6,17.9
1015,0,0,1,25.6,87.0,83.25,87.0,5.55,0.9375,15.0,0.0,3.04,20.9,23.9
1016,0,0,1,28.700000000000003,176.0,145.03333333333333,137.6,9.233333333333334,0.9791666666666666,16.0,0.0,2.02,22.0,22.4
1019,0,0,1,23.0,,,,,,,,,22.2,21.3
1031,0,0,1,25.0,34.2,23.3,34.2,4.4,0.3125,6.0,0.0,,21.3,24.1
1035,0,0,1,22.5,,,,,,,,,,11.8
1039,0,0,1,24.0,1.4,1.4,1.4,1.4,0.0625,1.0,0.0,6.13,22.3,26.9
1040,0,0,1,20.9,,,,,,,,1.29,20.2,24.6
1043,0,0,1,32.8,243.0,202.0,187.5,13.466666666666667,0.9375,15.0,0.0,6.06,20.1,30.4
1046,0,0,1,26.8,37.4,20.066666666666666,3.0,2.733333333333333,0.3958333333333333,2.0,0.0,,18.1,66.4
1048,0,0,1,26.3,75.39999999999999,58.29999999999999,75.39999999999999,4.366666666666666,0.8333333333333334,13.0,0.0,4.09,21.6,17.9
1054,0,0,1,27.299999999999997,116.39999999999999,86.96666666666665,112.0,6.733333333333333,0.8125,14.0,0.0,3.01,21.5,19.6
1056,0,0,1,29.799999999999997,46.8,34.8,30.0,2.9,0.75,12.0,0.0,3.06,21.1,35.3
1057,0,0,1,22.5,,,,,,,,,,10.4
1058,0,0,1,24.1,144.29999999999998,109.89999999999999,144.29999999999998,8.333333333333334,0.8125,13.0,0.0,1.1,19.4,18.8
1059,0,0,1,23.1,,,,,,,,5.31,20.4,31.6
1060,0,0,1,25.1,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,,,9.6
1062,0,0,1,23.5,,,,,,,,,,4.2
1063,0,0,1,22.7,,,,,,,,1.23,22.0,29.5
1065,0,0,1,26.2,,,,,,,,,,10.2
1066,0,0,1,29.0,79.8,47.666666666666664,79.8,4.966666666666666,0.5416666666666666,14.0,0.0,,,3.9
1068,0,0,1,23.2,,,,,,,,,20.5,25.3
1072,0,0,1,23.7,12.6,6.8,12.6,1.15,0.28125,7.0,0.0,7.29,,4.9
1073,0,0,1,23.6,,,,,,,,5.02,21.9,23.2
1075,0,0,1,22.9,,,,,,,,2.12,21.2,31.7
1077,0,0,1,32.2,227.2,217.6,204.8,13.6,1.0,16.0,0.0,1.31,20.5,16.7
1086,0,0,1,22.5,130.0,130.0,130.0,10.0,0.8125,13.0,0.0,2.04,18.7,20.1
1091,0,0,1,27.6,7.2,7.2,7.2,1.8,0.25,4.0,0.0,,,11.3
1098,0,0,1,27.1,145.6,71.0,145.6,5.366666666666667,0.7291666666666666,16.0,0.0,,20.3,23.9
1101,0,0,1,23.5,,,,,,,,,22.8,23.4
1107,0,0,1,27.9,16.8,12.9,,1.8,0.4375,,0.0,6.16,21.1,11.6
1108,0,0,1,25.4,14.5,8.15,1.7999999999999998,1.5999999999999999,0.34375,6.0,0.0,5.37,22.6,22.2
1109,0,0,1,30.1,132.8,96.53333333333335,72.0,6.933333333333334,0.875,10.0,0.0,3.25,21.4,17.4
1112,0,0,1,35.1,164.8,160.86666666666667,153.0,10.266666666666667,0.9791666666666666,15.0,0.0,3.05,20.3,27.0
1114,0,0,1,30.1,65.6,39.099999999999994,,2.9499999999999997,0.71875,,0.0,,20.3,19.7
1115,0,0,1,24.5,22.799999999999997,22.799999999999997,22.799999999999997,3.8,0.375,6.0,0.0,3.28,,9.3
1116,0,0,1,24.4,34.0,34.0,34.0,3.4,0.625,10.0,0.0,6.09,,17.3
1117,0,0,1,22.8,,,,,,,,5.1,,14.2
1118,0,0,1,28.9,138.0,90.93333333333334,88.0,6.099999999999999,0.9166666666666666,16.0,0.0,1.21,19.2,11.7
1121,0,0,1,23.0,91.2,55.35,91.2,4.8,0.65625,16.0,0.0,5.24,19.3,18.1
1123,0,0,1,30.5,229.5,179.76666666666665,188.8,12.700000000000001,0.875,16.0,0.0,3.31,22.8,15.9
1129,0,0,1,21.8,,,,,,,,3.36,18.0,33.0
1134,0,0,1,24.9,230.4,200.9333333333333,170.79999999999998,13.066666666666668,0.9583333333333334,14.0,0.0,2.1,18.1,48.3
1135,0,0,1,26.9,243.59999999999997,168.73333333333332,168.0,13.333333333333334,0.7708333333333334,12.0,0.0,3.23,21.2,26.2
1138,0,0,1,27.0,61.199999999999996,45.833333333333336,36.0,4.233333333333333,0.6875,8.0,0.0,,20.3,18.1
1141,0,0,1,28.9,164.39999999999998,122.49999999999999,81.89999999999999,10.966666666666667,0.6875,9.0,0.0,4.32,22.2,21.8
1152,0,0,1,27.5,209.6,132.33333333333334,209.6,9.233333333333333,0.8541666666666666,16.0,0.0,2.11,,11.5
1155,0,0,1,29.299999999999997,110.4,85.06666666666668,110.4,5.5,0.9583333333333334,16.0,0.0,2.15,21.6,27.5
1157,0,0,1,29.5,25.200000000000003,16.933333333333334,8.8,2.1333333333333333,0.5,4.0,0.0,5.28,,13.7
1158,0,0,1,25.8,64.5,42.5,52.0,3.1333333333333333,0.7916666666666666,13.0,0.0,4.36,20.1,21.7
1159,0,0,1,30.299999999999997,25.5,14.75,4.0,1.05,0.78125,10.0,0.0,,,7.3
1161,0,0,1,28.9,20.8,13.0,7.199999999999999,2.0000000000000004,0.3958333333333333,6.0,0.0,4.07,21.1,14.2
1162,0,0,1,27.4,76.80000000000001,53.666666666666664,40.0,4.6000000000000005,0.7291666666666666,10.0,0.0,5.25,20.6,15.0
1163,0,0,1,33.0,50.4,44.13333333333333,43.0,4.3999999999999995,0.6875,10.0,0.0,1.28,21.3,26.1
1167,0,0,1,30.200000000000003,217.6,166.66666666666666,168.0,11.5,0.8958333333333334,16.0,0.0,2.3,18.5,27.3
1171,0,0,1,24.7,5.2,5.2,,5.2,0.0625,,0.0,,,9.8
1175,0,0,1,23.1,65.0,32.5,0.0,2.5,0.4375,1.0,0.0,2.23,19.4,48.8
1176,0,0,1,28.9,35.0,21.35,,2.3,0.53125,,0.0,5.01,,7.3
1177,0,0,1,23.1,,,,,,,,4.21,22.3,23.7
1185,0,0,1,25.4,23.0,23.0,23.0,4.6,0.3125,5.0,0.0,7.03,21.6,28.9
1188,0,0,1,24.3,33.6,22.05,10.5,3.85,0.34375,3.0,0.0,5.35,20.6,21.2
1190,0,0,1,24.7,20.9,12.85,20.9,1.75,0.4375,11.0,0.0,6.18,21.0,18.8
1191,0,0,1,23.2,6.300000000000001,6.300000000000001,6.300000000000001,2.1,0.1875,3.0,0.0,3.32,,6.4
1192,0,0,1,27.799999999999997,93.0,48.9,4.8,4.3,0.53125,2.0,0.0,5.24,20.1,22.8
1196,0,0,1,22.5,,,,,,,,1.19,,15.2
1197,0,0,1,26.3,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,4.21,,15.1
1201,0,0,1,27.299999999999997,10.0,6.666666666666667,10.0,1.7666666666666666,0.25,4.0,0.0,,21.6,23.2
1202,0,0,1,25.0,2.5,2.5,2.5,0.5,0.3125,5.0,0.0,6.22,,7.7
1204,0,0,1,29.4,46.199999999999996,32.26666666666667,20.9,2.6333333333333333,0.75,11.0,0.0,4.33,,8.2
1205,0,0,1,25.3,158.4,94.0,69.0,6.233333333333334,0.9166666666666666,15.0,0.0,3.34,,10.5
1206,0,0,1,22.0,,,,,,,,,,12.4
1207,0,0,1,28.0,267.0,206.26666666666665,96.8,15.633333333333333,0.7916666666666666,8.0,0.0,2.1,18.3,19.1
1211,0,0,1,27.4,104.0,61.96666666666666,104.0,5.2,0.7083333333333334,16.0,0.0,6.33,21.7,38.8
1213,0,0,1,23.8,,,,,,,,,,9.3
1217,0,0,1,29.5,4.800000000000001,4.800000000000001,4.800000000000001,0.8,0.375,6.0,0.0,,22.8,14.8
1219,0,0,1,24.3,34.4,34.4,34.4,4.3,0.5,8.0,0.0,4.4,,18.3
1220,0,0,1,24.3,26.099999999999998,26.099999999999998,26.099999999999998,2.9,0.5625,9.0,0.0,,,12.4
1233,0,0,1,27.6,220.8,196.26666666666665,220.8,12.266666666666666,1.0,16.0,0.0,3.01,22.9,27.6
1236,0,0,1,25.6,75.60000000000001,28.333333333333332,75.60000000000001,3.0666666666666664,0.375,14.0,0.0,,21.9,15.4
1238,0,0,1,24.7,19.200000000000003,9.033333333333333,1.0,3.0666666666666664,0.16666666666666666,2.0,0.0,2.2,21.0,16.8
1241,0,0,1,26.7,191.1,98.73333333333333,98.4,11.233333333333334,0.4583333333333333,8.0,0.0,1.21,21.0,26.9
1242,0,0,1,24.4,25.200000000000003,25.200000000000003,25.200000000000003,2.1,0.75,12.0,0.0,4.12,22.7,15.6
1243,0,0,1,24.6,29.6,24.25,18.900000000000002,3.2,0.46875,7.0,0.0,3.21,20.9,11.5
1244,0,0,1,27.0,87.0,57.13333333333333,87.0,5.1,0.5833333333333334,10.0,0.0,2.23,20.2,26.6
1245,0,0,1,33.3,114.0,84.8,114.0,6.133333333333333,0.8541666666666666,15.0,0.0,1.06,21.6,35.9
1246,0,0,1,26.0,0.0,0.0,0.0,0.0,0.125,3.0,0.0,4.24,23.2,22.9
1247,0,0,1,28.799999999999997,52.0,35.56666666666667,52.0,4.1000000000000005,0.5416666666666666,10.0,0.0,7.01,21.1,19.5
1249,0,0,1,25.6,104.0,98.4,92.8,6.9,0.90625,16.0,0.0,,21.8,36.1
1250,0,0,1,24.7,34.4,34.4,34.4,4.3,0.5,8.0,0.0,,,13.1
1251,0,0,1,26.5,183.4,166.13333333333333,183.4,11.166666666666666,0.9375,14.0,0.0,2.03,21.8,31.8
1253,0,0,1,32.6,120.0,113.95,120.0,10.15,0.71875,10.0,0.0,2.06,20.7,18.1
1,0,1,0,23.5,80.0,80.0,80.0,8.0,0.625,10.0,0.0,5.39,18.8,47.0
3,0,1,0,33.2,260.8,90.025,79.0,9.066666666666668,0.46875,10.0,0.0,1.07,19.5,42.7
7,0,1,0,24.0,0.0,0.0,0.0,0.0,0.0625,1.0,0.0,6.08,,3.2
8,0,1,0,23.8,171.0,103.5,171.0,7.7,0.75,15.0,0.0,5.34,19.0,29.9
11,0,1,0,27.1,112.0,79.0,44.8,6.0,0.8125,8.0,0.0,6.05,21.4,14.4
12,0,1,0,29.5,187.2,99.15,72.8,4.833333333333333,0.921875,13.0,0.0,6.03,20.7,50.0
14,1,1,0,22.9,312.0,312.0,312.0,19.5,1.0,16.0,1.0,3.03,20.1,23.3
15,0,1,0,25.0,124.60000000000001,89.39999999999999,124.60000000000001,9.866666666666667,0.6666666666666666,14.0,0.0,2.22,19.2,34.6
18,0,1,0,25.0,18.900000000000002,16.650000000000002,14.4,2.1500000000000004,0.5,9.0,0.0,6.01,,5.7
21,0,1,0,29.5,24.0,14.125,20.4,1.7666666666666666,0.484375,6.0,0.0,5.05,,3.4
27,0,1,0,23.0,106.39999999999999,106.39999999999999,106.39999999999999,7.6,0.875,14.0,0.0,,18.3,45.7
31,0,1,0,27.9,124.8,70.425,57.2,3.966666666666667,0.859375,13.0,0.0,,21.2,38.6
34,0,1,0,29.6,190.4,127.95,145.5,11.300000000000002,0.875,15.0,0.0,4.29,20.9,37.2
38,0,1,0,23.1,,,,,,,,6.27,22.4,23.3
41,0,1,0,28.299999999999997,69.3,24.924999999999997,8.399999999999999,2.9,0.46875,6.0,0.0,,20.6,29.0
43,0,1,0,24.9,6.6000000000000005,6.6000000000000005,,2.2,0.1875,,0.0,,22.1,15.8
44,0,1,0,22.6,9.2,9.2,9.2,2.3,0.25,4.0,0.0,5.12,18.8,34.2
48,0,1,0,24.3,12.8,11.600000000000001,12.8,4.2,0.1875,4.0,0.0,,19.6,13.4
49,0,1,0,27.3,211.4,156.85,172.8,11.6,0.8125,16.0,0.0,,20.6,18.2
50,0,1,0,24.9,21.0,21.0,21.0,2.1,0.625,10.0,0.0,,20.1,29.9
51,0,1,0,24.0,61.199999999999996,39.0,16.8,7.199999999999999,0.3125,4.0,0.0,3.27,21.3,26.2
54,0,1,0,27.9,35.400000000000006,26.900000000000002,16.8,5.933333333333334,0.3333333333333333,7.0,0.0,5.38,24.2,25.7
55,0,1,0,27.7,233.6,144.7,233.6,13.6,0.78125,16.0,0.0,2.25,21.0,29.8
57,0,1,0,27.0,133.0,75.175,73.19999999999999,7.3,0.65625,12.0,0.0,,21.3,24.9
59,0,1,0,22.1,,,,,,,,4.34,18.4,34.1
60,0,1,0,23.7,39.6,39.6,39.6,9.9,0.25,4.0,0.0,7.31,22.0,14.6
62,0,1,0,30.200000000000003,202.5,133.275,84.0,9.366666666666667,0.875,14.0,0.0,,21.5,14.2
66,0,1,0,27.6,153.0,102.125,153.0,10.533333333333333,0.640625,10.0,0.0,5.21,19.9,17.7
67,1,1,0,22.0,228.8,228.8,228.8,14.3,1.0,16.0,0.0,1.08,19.2,50.7
68,0,1,0,27.6,136.5,61.76666666666667,,6.35,0.6875,,0.0,2.3,18.8,17.6
72,0,1,0,27.2,132.6,78.65,86.4,4.466666666666667,0.984375,16.0,0.0,1.29,21.5,17.1
73,0,1,0,23.6,91.0,91.0,91.0,6.5,0.875,14.0,0.0,,18.8,33.1
74,0,1,0,26.5,41.6,26.366666666666664,41.6,2.5,0.5625,13.0,0.0,,,8.2
79,0,1,0,22.1,56.699999999999996,56.699999999999996,56.699999999999996,6.3,0.5625,9.0,0.0,3.25,19.4,36.5
81,0,1,0,22.8,65.6,65.6,65.6,16.4,0.25,4.0,0.0,2.09,19.1,38.8
85,0,1,0,26.2,93.0,64.45,60.0,5.133333333333334,0.84375,10.0,0.0,,20.4,20.0
87,0,1,0,24.6,6.5,5.65,4.800000000000001,1.05,0.34375,6.0,0.0,6.22,,12.5
91,0,1,0,24.1,,,,,,,,,21.3,17.2
93,0,1,0,24.5,,,,,,,,6.41,21.8,35.1
94,0,1,0,23.1,,,,,,,,,22.4,21.5
97,0,1,0,35.0,162.0,118.65,18.299999999999997,8.733333333333334,0.765625,3.0,0.0,4.29,19.2,34.1
103,0,1,0,26.3,2.0,2.0,2.0,0.5,0.25,4.0,0.0,,20.6,32.7
104,0,1,0,26.5,406.4,209.66666666666666,13.0,17.166666666666668,0.6875,1.0,0.3333333333333333,3.22,19.7,43.2
106,0,1,0,24.0,,,,,,,,7.08,23.2,21.1
107,0,1,0,25.5,12.899999999999999,12.899999999999999,12.899999999999999,4.3,0.1875,3.0,0.0,6.19,21.8,40.2
108,0,1,0,22.8,,,,,,,,,21.0,28.6
110,0,1,0,25.3,85.8,85.65,85.5,6.15,0.875,15.0,0.0,5.04,21.5,23.4
115,0,1,0,25.6,12.6,10.2,7.800000000000001,1.55,0.40625,6.0,0.0,6.23,,2.1
116,0,1,0,27.6,11.0,6.633333333333333,4.8999999999999995,0.75,0.2916666666666667,7.0,0.0,,19.9,20.9
118,0,1,0,24.4,134.4,119.7,134.4,7.95,0.9375,16.0,0.0,2.14,20.7,43.5
120,0,1,0,24.2,,,,,,,,,20.5,34.0
124,0,1,0,26.2,316.5,222.375,200.20000000000002,17.733333333333334,0.953125,14.0,0.25,4.03,19.5,17.8
125,0,1,0,26.0,142.4,116.7,91.0,7.95,0.90625,13.0,0.0,4.38,22.3,40.1
128,0,1,0,27.7,196.8,123.93333333333334,196.8,12.433333333333332,0.625,16.0,0.0,5.18,18.9,35.2
131,0,1,0,23.3,,,,,,,,,19.5,29.1
132,0,1,0,29.4,232.0,117.89999999999999,73.7,10.633333333333333,0.71875,11.0,0.0,1.31,20.6,24.3
135,0,1,0,24.7,216.0,174.9333333333333,216.0,10.933333333333332,1.0,16.0,0.0,3.13,19.0,33.0
136,0,1,0,24.1,48.400000000000006,28.200000000000003,8.0,3.0,0.5,5.0,0.0,7.15,20.4,20.1
140,0,1,0,24.0,76.5,76.5,76.5,5.1,0.9375,15.0,0.0,6.04,19.3,32.1
142,0,1,0,24.8,32.199999999999996,32.199999999999996,32.199999999999996,4.6,0.4375,7.0,0.0,,21.1,31.1
144,1,1,0,22.9,325.5,264.25,203.0,21.0,0.78125,10.0,0.5,1.04,19.1,37.8
