,Full Name,0,1,fpts_2018
61,Michael Crabtree,0.9160399,0.08396009,132.8
62,Tyler Lockett,0.9214286,0.07857136,220.8
63,Kenny Stills,0.9259706,0.07402938,138.0
64,D.J. Moore,0.9290579,0.0709421,156.8
65,Stefon Diggs,0.9295817,0.07041828,264.0
66,Marshawn Lynch,0.9299018,0.070098214,79.19999999999999
67,Jay Ajayi,0.93049556,0.06950442,41.2
68,Eric Ebron,0.93120086,0.06879916,222.4
69,Corey Coleman,0.93523043,0.06476955,12.8
70,Christian Kirk,0.93563426,0.06436573,123.60000000000001
71,Giovani Bernard,0.9371632,0.06283682,96.0
72,Kerryon Johnson,0.93746513,0.06253485,139.0
73,Tevin Coleman,0.94207907,0.057920914,193.6
74,Alshon Jeffery,0.94261765,0.05738235,185.9
75,Tarik Cohen,0.9518593,0.048140716,233.6
76,Dede Westbrook,0.9532226,0.04677745,172.8
77,Kenneth Dixon,0.9537063,0.0462937,54.599999999999994
78,Jalen Tolliver,0.95403004,0.045969974,6.6000000000000005
79,James Washington,0.9549008,0.045099176,43.2
80,Anthony Miller,0.955025,0.04497499,120.0
81,Jamison Crowder,0.95515335,0.04484665,82.8
82,Vernon Davis,0.9555061,0.044493943,74.10000000000001
83,Dion Lewis,0.9555627,0.044437263,160.0
84,Jordan Howard,0.95561135,0.044388633,179.2
85,DeSean Jackson,0.95633984,0.04366016,151.2
86,Jordan Matthews,0.9574599,0.04254009,61.599999999999994
87,Jamaal Williams,0.95753807,0.042461935,112.0
88,Demaryius Thomas,0.9576024,0.042397615,156.0
89,Chase Edmonds,0.959347,0.040653016,62.4
90,Marvin Jones,0.9594852,0.04051484,116.10000000000001
91,John Ross,0.9605557,0.03944432,84.5
92,Jordy Nelson,0.96149135,0.038508657,154.5
93,Delanie Walker,0.9620593,0.037940662,9.2
94,D.J. Chark,0.962742,0.037258,29.0
95,Allen Robinson,0.96368545,0.03631452,153.4
96,Mike Wallace,0.9637835,0.036216475,0.0
97,Jeremy Hill,0.96441215,0.035587873,4.1
98,Adrian Peterson,0.9644533,0.035546716,188.8
99,Chris Godwin,0.96581984,0.034180153,182.4
100,Tajae Sharpe,0.9661813,0.0338187,70.5
101,Michael Gallup,0.9662444,0.033755593,96.0
102,Kelvin Benjamin,0.96664333,0.033356674,69.0
103,Taywan Taylor,0.9668283,0.033171695,87.10000000000001
104,T.Y. Hilton,0.96742135,0.032578666,239.40000000000003
105,Courtland Sutton,0.96745855,0.03254147,136.0
106,Randall Cobb,0.96748304,0.032516927,86.39999999999999
107,Alex Collins,0.9689331,0.031066896,109.0
108,Nelson Agholor,0.9689477,0.031052317,164.8
109,Ameer Abdullah,0.96929085,0.030709144,3.6
110,Lamar Miller,0.96995026,0.030049756,172.20000000000002
111,Mark Walton,0.9700554,0.029944612,12.6
112,Robby Anderson,0.97081566,0.029184338,156.79999999999998
113,Jermaine Kearse,0.97154474,0.028455285,80.60000000000001
114,Kenny Golladay,0.97209215,0.027907819,207.0
115,Adam Shaheen,0.9730502,0.026949823,16.0
116,Keelan Cole,0.97375375,0.02624625,89.60000000000001
117,Austin Carr,0.9745873,0.02541269,30.599999999999998
118,Marlon Mack,0.97511435,0.02488564,174.0
119,Rex Burkhead,0.9757156,0.024284394,49.6
120,Allen Hurns,0.97622526,0.02377476,61.60000000000001
121,Mike Gillislee,0.97659886,0.023401117,4.4
122,Brian Hill,0.9767996,0.023200393,15.5
123,Jeff Wilson,0.97705454,0.022945492,44.400000000000006
124,Justin Jackson,0.977181,0.022818977,60.8
125,Spencer Ware,0.9772072,0.02279284,79.19999999999999
126,Donte Moncrief,0.9772884,0.022711547,132.8
127,Mike Gesicki,0.9773893,0.02261072,40.6
128,Austin Hooper,0.97746503,0.02253495,161.6
129,Stacy Coley,0.97795296,0.022047028,0.0
130,T.J. Yeldon,0.9779939,0.022006094,173.6
131,Hayden Hurst,0.9780681,0.021931902,35.1
132,Jonnu Smith,0.9783038,0.02169618,63.599999999999994
133,Charles Clay,0.97853315,0.021466874,37.4
134,Josh Adams,0.97934896,0.020651035,80.4
135,Auden Tate,0.97951484,0.020485193,7.5
136,Ted Ginn,0.97957015,0.020429822,50.5
137,Paul Richardson,0.9796135,0.020386497,58.800000000000004
138,Tyler Eifert,0.9807156,0.01928444,38.8
139,D'Onta Foreman,0.9807169,0.019283101,10.7
140,Justin Davis,0.98084277,0.019157205,1.7999999999999998
141,Theo Riddick,0.98087347,0.019126538,116.20000000000002
142,Pierre Garcon,0.98128664,0.018713346,58.4
143,Lance Lenoir,0.9813131,0.018686868,0.0
144,Willie Snead,0.981968,0.01803203,134.4
145,Brandon Marshall,0.98203295,0.017967034,30.599999999999998
146,Jamaal Charles,0.98211926,0.017880756,3.4
147,John Kelly,0.9823979,0.01760208,12.0
148,Tavon Austin,0.98250014,0.017499855,39.199999999999996
149,Jeremy McNichols,0.9825439,0.017456122,0.4
150,Zay Jones,0.98262626,0.017373743,163.2
151,Jordan Reed,0.98281884,0.01718117,119.6
152,Chris Hogan,0.9828563,0.017143719,106.5
153,Deontay Burnett,0.98302865,0.016971352,24.5
154,Jonathan Stewart,0.9830482,0.016951809,1.7999999999999998
155,Josh Reynolds,0.98333144,0.016668573,99.60000000000001
156,Rishard Matthews,0.9833915,0.01660846,7.199999999999999
157,Justin Watson,0.9836381,0.01636187,1.5
158,Chad Williams,0.9837162,0.016283816,41.0
159,Sony Michel,0.9838373,0.016162673,139.1
160,Trey Quinn,0.98392695,0.016073044,22.5
161,Curtis Samuel,0.9843436,0.015656415,136.5
162,David Njoku,0.9843436,0.015656415,144.0
163,Isaiah Ford,0.98438925,0.015610743,0.0
164,Cam Phillips,0.9844453,0.015554699,1.9
165,Pharoh Cooper,0.9850077,0.014992325,0.0
166,Phillip Lindsay,0.98503476,0.0149652595,223.5
167,Terrance Williams,0.98516995,0.01483004,3.8
168,O.J. Howard,0.9853037,0.014696293,121.0
169,Dallas Goedert,0.98534673,0.014653276,91.0
170,Brandon LaFell,0.9858091,0.014190885,37.6
171,Jimmy Graham,0.9861773,0.013822651,131.2
172,Kapri Bibbs,0.98626256,0.013737468,62.0
173,Darvin Kidsy,0.98627937,0.013720616,1.8
174,Latavius Murray,0.9863042,0.013695769,129.6
175,Jaylen Samuels,0.9863988,0.013601156,89.10000000000001
176,Mike Davis,0.98678166,0.013218361,136.5
177,Mike Davis,0.98678166,0.013218361,136.5
178,Isaiah Crowell,0.9868582,0.013141799,140.4
179,Darren Sproles,0.986962,0.013037991,61.199999999999996
180,Michael Floyd,0.9870607,0.012939285,26.0
181,Frank Gore,0.9870799,0.012920066,102.2
182,Isaiah McKenzie,0.9871572,0.012842802,52.8
183,Josh Malone,0.9871572,0.012842802,2.0999999999999996
184,Jacquizz Rodgers,0.98728853,0.012711465,82.5
185,Derrick Henry,0.9874314,0.0125686,201.6
186,Samaje Perine,0.9880928,0.011907216,6.8
187,Derek Carrier,0.98832655,0.011673475,20.0
188,Kyle Rudolph,0.9887992,0.011200797,152.0
189,Calvin Ridley,0.9889374,0.011062646,206.4
190,Wayne Gallman,0.9891855,0.010814485,44.199999999999996
191,Ito Smith,0.9892243,0.010775669,97.5
192,Tre'Quan Smith,0.9894452,0.01055482,100.10000000000001
193,Andre Roberts,0.98947453,0.01052544,24.0
194,Darrius Heyward-Bey,0.98976505,0.010234928,1.4000000000000001
195,Tim Patrick,0.9897939,0.010206076,60.0
196,Zach Pascal,0.9898788,0.01012124,66.3
197,Vyncint Smith,0.9900523,0.009947692,20.0
198,Cameron Brate,0.990099,0.009900985,93.0
199,Laquon Treadwell,0.99034077,0.009659226,70.5
200,Anthony Firkser,0.9904461,0.009553897,47.2
201,Kevin White,0.99045646,0.00954352,13.200000000000001
202,Albert Wilson,0.9905306,0.009469379,96.60000000000001
203,Shaun Wilson,0.99065363,0.009346375,6.5
204,Jake Kumerow,0.9906603,0.009339675,24.4
205,Mike Williams,0.9908037,0.009196279,177.6
206,David Moore,0.99084365,0.009156336,101.39999999999999
207,Danny Amendola,0.9909852,0.009014791,127.5
208,Mason Schreck,0.9910983,0.008901712,0.0
209,Equanimeous St. Brown,0.99122304,0.008776968,53.900000000000006
210,Allen Lazard,0.9912603,0.0087397145,1.7
211,Antonio Callaway,0.9914096,0.008590385,129.6
212,Darius Jackson,0.99158734,0.008412643,1.6
213,Dante Pettis,0.99163896,0.008361031,103.19999999999999
214,Khadarel Hodge,0.9916791,0.0083209155,3.5999999999999996
215,Josh Doctson,0.99168193,0.008318044,109.5
216,Devontae Booker,0.99175286,0.008247163,88.0
217,Nyheim Hines,0.99198884,0.008011164,161.6
218,Corey Clement,0.9920043,0.007995733,79.2
219,Ben Watson,0.9922509,0.0077490844,87.10000000000001
220,Cameron Meredith,0.9922511,0.0077488795,24.299999999999997
221,Dan Arnold,0.99228984,0.0077101532,32.9
222,Quadree Henderson,0.99231315,0.00768684,0.0
223,Trenton Cannon,0.9923425,0.0076575186,49.199999999999996
224,Javorius Allen,0.9923836,0.007616401,93.5
225,Greg Olsen,0.9923978,0.0076022064,80.10000000000001
226,Jordan Thomas,0.9924999,0.007500092,65.8
227,Boston Scott,0.99255586,0.007444137,0.0
228,David Williams,0.99255586,0.007444137,3.5999999999999996
229,Jordan Wilkins,0.99255586,0.007444137,59.8
230,T.J. Logan,0.99255586,0.007444137,10.8
231,Javon Wims,0.9926157,0.0073842783,7.2
232,Marcell Ateman,0.9926157,0.0073842783,36.4
233,Marquez Valdes-Scantling,0.9926157,0.0073842783,110.4
234,Damion Ratley,0.9926157,0.0073842783,27.5
235,Dontrell Hilliard,0.99276125,0.007238738,18.0
236,Tyrell Williams,0.99278903,0.007210993,138.0
237,Doug Martin,0.9928116,0.0071883616,120.0
238,LeGarrette Blount,0.99286264,0.0071373605,86.4
239,Marcus Kemp,0.99296886,0.0070311176,1.7999999999999998
240,Trent Sherfield,0.9930041,0.0069959206,46.4
241,Kamar Aiken,0.9930134,0.006986618,11.4
242,Mark Andrews,0.9930336,0.006966401,107.2
243,Martavis Bryant,0.99310064,0.006899377,46.199999999999996
244,Ryan Switzer,0.993128,0.006871993,68.8
245,DeAndre Carter,0.99313986,0.006860154,42.9
246,Gus Edwards,0.9932764,0.0067235655,88.0
247,Brandon Zylstra,0.9932874,0.0067125876,3.5
248,Ray-Ray McCloud,0.9933152,0.0066847815,7.2
249,Maxx Williams,0.9933495,0.0066505,37.0
250,Darius Jennings,0.99343246,0.0065675555,22.400000000000002
251,Taysom Hill,0.9934599,0.0065400954,35.1
252,George Kittle,0.99347794,0.006522045,256.0
253,J.J. Nelson,0.9935522,0.0064477697,13.5
254,Dalton Schultz,0.9935708,0.00642919,23.8
255,Jack Doyle,0.9935873,0.006412699,60.599999999999994
256,Marquise Goodwin,0.99360585,0.006394135,86.9
257,Jordan Akins,0.9936429,0.0063570496,39.199999999999996
258,Jermaine Gresham,0.9937373,0.006262744,16.0
259,Quincy Enunwa,0.99374384,0.006256171,86.9
260,Keke Coutee,0.9937769,0.006223106,62.400000000000006
261,C.J. Anderson,0.993831,0.0061690183,67.5
262,Taquan Mizzell,0.9938452,0.0061548003,23.2
263,Bilal Powell,0.99385226,0.0061477167,60.199999999999996
264,Noah Brown,0.9938764,0.0061235796,10.2
265,Robert Tonyan,0.9938916,0.00610842,17.5
266,Austin Seferian-Jenkins,0.99390453,0.0060954615,26.0
267,Matt Breida,0.99390715,0.0060928394,162.4
268,Will Dissly,0.99391127,0.006088749,35.6
269,Darrel Williams,0.99395335,0.0060466505,16.200000000000003
270,Mike Boone,0.99416393,0.0058360943,6.6000000000000005
271,John Brown,0.99417675,0.0058232327,144.0
272,Leonte Carroo,0.99423724,0.005762757,18.9
273,Freddie Martino,0.9944394,0.0055605513,0.0
274,Dontrelle Inman,0.99444455,0.0055554304,76.0
275,Richie James,0.9944468,0.0055531994,26.400000000000002
276,Jeremy Langford,0.99446064,0.0055393367,2.5
277,Kenyan Drake,0.9945166,0.005483418,200.0
278,Gehrig Dieter,0.9945231,0.0054769055,3.2
279,Riley McCarron,0.99467987,0.0053201225,-2.0
280,Brian Quick,0.9948022,0.005197801,4.8
281,Keith Kirkwood,0.9948356,0.0051643713,46.199999999999996
282,Brandon Powell,0.9948356,0.0051643713,24.0
283,Breshad Perriman,0.9948384,0.005161559,62.0
284,Alfred Morris,0.9949237,0.0050762957,68.2
285,River Cracraft,0.994963,0.0050370265,3.2
286,Janarion Grant,0.994963,0.0050370265,0.0
287,Jawill Davis,0.99505955,0.00494046,7.700000000000001
288,Chris Ivory,0.99507105,0.0049289498,78.0
289,Kendrick Bourne,0.99512374,0.0048762527,115.2
290,Phillip Dorsett,0.995208,0.004791996,81.4
291,Keon Hatcher,0.99524593,0.0047540492,1.8
292,Brandon Tate,0.9952735,0.004726509,0.0
293,Travis Benjamin,0.9956473,0.0043527023,40.8
294,Malcolm Brown,0.9956561,0.004343918,37.0
295,Seth Roberts,0.99572957,0.0042704074,106.5
296,Trent Taylor,0.99579096,0.0042090314,53.3
297,Rob Kelley,0.99587566,0.004124362,0.8
298,Victor Bolden,0.9959191,0.0040809005,2.0999999999999996
299,C.J. Prosise,0.99602616,0.003973817,5.0
300,Jordan Franks,0.9960596,0.003940431,5.6
301,Cameron Batson,0.9960596,0.003940431,16.0
302,Chris Lacy,0.9960596,0.003940431,0.0
303,Torrey Smith,0.9960801,0.0039198734,48.0
304,Kalen Ballage,0.99617916,0.0038208577,39.6
305,Ross Dwelley,0.99625355,0.003746433,3.4
306,Detrez Newsome,0.9962743,0.0037257173,8.7
307,Cody Latimer,0.99631196,0.0036880525,36.0
308,MyCole Pruitt,0.99641323,0.003586771,25.2
309,Roc Thomas,0.9964201,0.0035798962,7.0
310,De'Lance Turner,0.9964201,0.0035798962,4.0
311,Rashard Higgins,0.99645257,0.0035474203,118.3
312,Cole Beasley,0.99650925,0.0034907411,150.4
313,Tyler Kroft,0.99652785,0.0034721387,7.5
314,Malik Turner,0.9965406,0.003459384,3.9000000000000004
315,Eli Rogers,0.9965488,0.0034512235,19.5
316,Russell Gage,0.99657494,0.0034250682,12.6
317,Bobo Wilson,0.9965886,0.0034114346,9.2
318,Ricky Seals-Jones,0.9965886,0.0034114346,75.0
319,Darrell Daniels,0.9965886,0.0034114346,0.0
320,Rod Smith,0.99659866,0.0034013547,33.800000000000004
321,Vance McDonald,0.9966021,0.003397857,133.5
322,Christine Michael,0.99663854,0.0033614857,0.9
323,Ed Dickson,0.99665296,0.0033470148,45.0
324,Justin Hardy,0.9966704,0.0033295804,40.0
325,David Grinnage,0.9966801,0.0033199321,12.0
326,J.J. Jones,0.9966801,0.0033199321,-0.8
327,De'Angelo Henderson,0.9967168,0.0032832124,-0.1
328,Ryan Grant,0.9967168,0.0032832124,74.2
329,Zach Zenner,0.9967583,0.0032417146,57.39999999999999
330,Justin Hunter,0.99675924,0.0032407732,5.2
331,Stevan Ridley,0.99676216,0.0032378219,14.4
332,Aldrick Robinson,0.99677104,0.0032289713,70.0
333,Robert Turbin,0.99677104,0.0032289713,0.4
334,Sean Culkin,0.9967753,0.0032246953,3.4
335,Keith Ford,0.9967815,0.0032184538,13.0
336,Dare Ogunbowale,0.9967815,0.0032184538,0.0
337,Scott Simonson,0.99684286,0.0031571218,23.2
338,Tyler Conklin,0.99690765,0.003092337,12.8
339,Matthew Dayes,0.99690884,0.003091167,0.0
340,DaeSean Hamilton,0.99693906,0.0030609278,66.0
341,Travaris Cadet,0.9969565,0.0030434495,3.2
342,Levine Toilolo,0.99697083,0.0030291912,52.8
343,Andre Holmes,0.9970444,0.0029556043,32.400000000000006
344,Jarius Wright,0.9970444,0.0029556043,96.0
345,Taiwan Jones,0.9970444,0.0029556043,0.0
346,Ryan Griffin,0.9970444,0.0029556043,54.6
347,Elijah McGuire,0.99709797,0.0029020302,85.6
348,Zach Line,0.9971102,0.0028898201,22.799999999999997
349,Benny Cunningham,0.9971102,0.0028898201,4.0
350,JoJo Natson,0.99712735,0.0028726263,-2.6
351,Jared Cook,0.9971286,0.0028713879,193.6
352,Jehu Chesson,0.9971303,0.0028697404,1.2000000000000002
353,Gerald Everett,0.9971412,0.002858795,84.0
354,Cordarrelle Patterson,0.9971412,0.002858795,90.0
355,Chris Conley,0.9971412,0.002858795,91.2
356,Jake Butt,0.9971825,0.0028174892,16.5
357,Da'Mari Scott,0.9972198,0.002780186,0.0
358,Blake Jarwin,0.9972198,0.002780186,75.6
359,Johnny Mundt,0.9972198,0.002780186,1.5
360,Matt Flanagan,0.9972198,0.002780186,2.4
361,Jason Croom,0.9972198,0.002780186,55.5
362,Chad Beebe,0.9972198,0.002780186,7.800000000000001
363,Derrick Willies,0.9972198,0.002780186,9.1
364,Ian Thomas,0.9972216,0.0027784044,81.0
365,Chris Herndon,0.9972216,0.0027784044,113.39999999999999
366,Tyler Ervin,0.9972449,0.0027551227,6.3
367,Niles Paul,0.99727315,0.0027268608,19.5
368,Marcedes Lewis,0.9972777,0.002722312,7.0
369,Derrick Coleman,0.9973338,0.0026661542,4.0
370,Byron Marshall,0.9973338,0.0026661542,8.0
371,Tre Madden,0.9973338,0.0026661542,6.0
372,J'Mon Moore,0.9973509,0.0026491182,1.2000000000000002
373,Jeremy Kerley,0.99741673,0.0025832828,2.7
374,Lance Kendricks,0.99742657,0.0025734273,41.6
375,Dwayne Allen,0.99742657,0.0025734273,5.6
376,Chris Moore,0.9974383,0.0025616698,46.5
377,Rashad Greene,0.9974383,0.0025616698,9.799999999999999
378,Demarcus Robinson,0.9974383,0.0025616698,74.2
379,Jonathan Williams,0.9974383,0.0025616698,1.2000000000000002
380,Trey Burton,0.99747425,0.0025257645,145.6
381,Alex Erickson,0.99747425,0.0025257645,36.8
382,James O'Shaughnessy,0.9974907,0.0025093083,44.800000000000004
383,Blake Bell,0.9974907,0.0025093083,14.700000000000001
384,Michael Roberts,0.9974907,0.0025093083,36.8
385,Cameron Artis-Payne,0.9974907,0.0025093083,17.6
386,Marcus Murphy,0.9974907,0.0025093083,38.5
387,Darren Waller,0.9974907,0.0025093083,15.600000000000001
388,Tyler Higbee,0.9974907,0.0025093083,65.8
389,David Morgan,0.9974907,0.0025093083,8.399999999999999
390,Jakeem Grant,0.9974907,0.0025093083,60.0
391,Kaelin Clay,0.9974907,0.0025093083,-2.0
392,Adam Humphries,0.9975383,0.0024616928,188.8
393,Charcandrick West,0.9975471,0.0024528857,11.6
394,Robert Foster,0.99755955,0.0024404342,99.0
395,Tim White,0.99755955,0.0024404342,2.4000000000000004
396,Andy Jones,0.99755955,0.0024404342,25.0
397,Jordan Leggett,0.9976913,0.0023087435,31.2
398,Kenjon Barner,0.9977413,0.0022587476,8.1
399,Dwayne Harris,0.9977413,0.0022587476,10.5
400,C.J. Ham,0.99774545,0.0022545368,20.0
401,Chester Rogers,0.99774545,0.0022545368,113.6
402,Jalen Richard,0.99776953,0.002230477,156.8
403,Alan Cross,0.99776953,0.002230477,2.8
404,Jaydon Mickens,0.99776953,0.002230477,0.0
405,Charone Peake,0.9977724,0.002227634,4.4
406,Geoff Swaim,0.9977724,0.002227634,55.800000000000004
407,Taylor Gabriel,0.9977761,0.0022239287,152.0
408,Jesse James,0.9977913,0.0022086808,84.0
409,Trevor Davis,0.9977913,0.0022086808,0.0
410,Johnny Holton,0.9977916,0.0022084392,0.0
411,Brandon Wilds,0.9977916,0.0022084392,1.5
412,Jacob Hollister,0.9977916,0.0022084392,9.2
413,Mike Davis,0.99779737,0.002202654,136.5
414,Mike Davis,0.99779737,0.002202654,136.5
415,Durham Smythe,0.997814,0.0021860101,10.8
416,Rod Streater,0.9978384,0.0021615988,-1.1
417,Wendell Smallwood,0.99788195,0.0021180464,117.0
418,Nick O'Leary,0.99788195,0.0021180464,22.5
419,Nick Boyle,0.99788195,0.0021180464,44.400000000000006
420,Sammie Coates,0.99788195,0.0021180464,2.2
421,DeAndre Washington,0.99788195,0.0021180464,11.2
422,Neal Sterling,0.99788195,0.0021180464,10.8
423,Geremy Davis,0.99788195,0.0021180464,0.0
424,Shelton Gibson,0.99788195,0.0021180464,5.6
425,T.J. Jones,0.99788195,0.0021180464,50.400000000000006
426,Bruce Ellington,0.99788195,0.0021180464,59.5
427,Dion Sims,0.99788195,0.0021180464,3.0
428,Dwayne Washington,0.99788195,0.0021180464,15.2
429,Eric Saubert,0.99788195,0.0021180464,10.0
430,Alfred Blue,0.99788195,0.0021180464,97.6
431,Cody Core,0.99788195,0.0021180464,35.0
432,Anthony Sherman,0.99809355,0.0019064794,23.400000000000002
433,Jaron Brown,0.99809355,0.0019064794,60.5
434,Brice Butler,0.99809355,0.0019064794,18.0
435,Luke Willson,0.99809355,0.0019064794,22.0
436,Luke Stocker,0.99809355,0.0019064794,43.2
437,Logan Paulsen,0.99809355,0.0019064794,24.0
438,Virgil Green,0.99809355,0.0019064794,46.199999999999996
439,Lee Smith,0.99809355,0.0019064794,35.2
440,Deonte Thompson,0.99809355,0.0019064794,32.5
441,Patrick DiMarco,0.99809355,0.0019064794,10.0
442,Brandon Bolden,0.99809355,0.0019064794,29.5
443,Jamize Olawale,0.99809355,0.0019064794,3.5
444,Rhett Ellison,0.99809355,0.0019064794,58.5
445,Garrett Celek,0.99809355,0.0019064794,25.6
446,Josh Bellamy,0.99809355,0.0019064794,32.199999999999996
447,Geronimo Allison,0.998136,0.0018640024,62.5
448,Corey Grant,0.998136,0.0018640024,19.5
449,Damiere Byrd,0.998136,0.0018640024,2.1
450,Bennie Fowler,0.998136,0.0018640024,42.0
451,Damien Williams,0.998136,0.0018640024,99.0
452,Matt LaCosse,0.998136,0.0018640024,54.6
453,David Fluellen,0.998136,0.0018640024,1.6
454,J.D. McKissic,0.998136,0.0018640024,0.8999999999999999
455,Matt Lengel,0.998136,0.0018640024,10.5
456,Xavier Grimble,0.998136,0.0018640024,12.8
457,Cole Wick,0.998136,0.0018640024,0.0
458,Senorise Perry,0.998136,0.0018640024,0.0
459,Nick Williams,0.998136,0.0018640024,3.6
460,Brian Parker,0.998136,0.0018640024,8.4
461,Ben Braunecker,0.998136,0.0018640024,7.2
462,Antony Auclair,0.998136,0.0018640024,11.700000000000001
463,Tommylee Lewis,0.998136,0.0018640024,14.0
464,Eric Tomlinson,0.998136,0.0018640024,15.399999999999999
465,Hakeem Valles,0.998136,0.0018640024,3.2
466,Russell Shepard,0.998136,0.0018640024,40.6
467,Ryan Hewitt,0.998136,0.0018640024,7.0
468,Jerome Cunningham,0.998136,0.0018640024,0.0
469,Raheem Mostert,0.998136,0.0018640024,38.400000000000006
470,Peyton Barber,0.998136,0.0018640024,150.4
471,Maurice Harris,0.998136,0.0018640024,59.400000000000006
472,Khari Lee,0.998136,0.0018640024,1.5
473,Marcus Johnson,0.998136,0.0018640024,22.0
474,Marvin Hall,0.998136,0.0018640024,30.800000000000004
475,Josh Hill,0.998136,0.0018640024,40.8
476,Elijhaa Penny,0.998136,0.0018640024,15.299999999999999
477,Jeremy Sprinkle,0.9981542,0.0018457806,15.400000000000002
478,Tommy Bohanon,0.9981542,0.0018457806,9.9
479,Orson Charles,0.9981542,0.0018457806,5.6
480,Derek Watt,0.9981542,0.0018457806,2.4
481,A.J. Derby,0.9981542,0.0018457806,13.799999999999999
482,Kyle Juszczyk,0.9981542,0.0018457806,67.5
483,Andy Janovich,0.9981542,0.0018457806,25.299999999999997
484,C.J. Uzomah,0.9981542,0.0018457806,105.6
485,Jeff Heuerman,0.9981542,0.0018457806,71.5
486,Dan Vitale,0.9981542,0.0018457806,1.2
487,Alex Armah,0.9981542,0.0018457806,15.2
488,Mike Burton,0.9981542,0.0018457806,1.6
489,Seth Devalve,0.9981542,0.0018457806,18.5
490,Nick Vannett,0.9981542,0.0018457806,73.5
491,Richard Rodgers,0.9981542,0.0018457806,1.7999999999999998
492,John Phillips,0.99817556,0.0018244539,6.8
