,y,starter,age,max_pts,avg_pts,last_pts,3_yr_trail_avg_fppg,hit_rate,Draft Pick,supporting_cast,breakout_age,konami,games_played_rate,id,year
24,0,0,27.1,84.8,73.0,61.2,15.5,0.0,6.32,1.42297561,18.4,0.29166666666666663,0.34375,Jeff Driskel,2020
25,0,0,23.3,,,,,,,1.42297561,,,,Kendall Hinton,2020
26,0,0,34.6,173.8,85.95,25.2,4.333333333333333,0.0,,0.374483479,,0.03333333333333333,0.5208333333333334,Brian Hoyer,2020
27,0,1,31.1,398.4,257.3,17.6,16.400000000000002,0.3333333333333333,1.01,0.374483479,21.3,0.22023809523809523,0.8020833333333334,Cam Newton,2020
28,0,0,23.8,-0.6,-0.6,-0.6,-0.2,0.0,4.31,0.374483479,19.1,0.0,0.1875,Jarrett Stidham,2020
29,0,0,26.5,94.8,88.4,,16.1,0.0,3.4,1.30226548,21.8,0.35,0.34375,C.J. Beathard,2020
30,0,1,28.6,256.0,73.85000000000001,256.0,15.866666666666667,0.0,2.3,1.30226548,19.8,0.07638888888888888,0.4166666666666667,Jimmy Garoppolo,2020
31,0,0,25.2,131.2,65.44999999999999,-0.3,8.049999999999999,0.0,,1.30226548,20.5,0.0,0.28125,Nick Mullens,2020
32,0,1,27.4,280.8,244.9,278.4,19.0,0.0,1.02,1.113165653,21.7,0.020833333333333332,0.875,Carson Wentz,2020
33,0,0,21.8,,,,,,2.21,1.113165653,18.1,,,Jalen Hurts,2020
34,0,0,26.7,7.6,6.1,,4.949999999999999,0.0,6.12,1.113165653,19.9,0.0,0.09375,Nate Sudfeld,2020
35,0,0,34.9,162.0,38.82,,0.65,0.0,2.26,1.786027793,20.2,0.0,0.275,Chad Henne,2020
36,1,1,24.7,427.2,242.79999999999998,289.8,19.599999999999998,0.3333333333333333,1.1,1.786027793,19.0,0.08928571428571429,0.6458333333333334,Patrick Mahomes,2020
37,0,0,33.7,31.6,11.950000000000001,27.9,5.666666666666667,0.0,,1.217968866,19.9,0.0,0.13541666666666666,Chase Daniel,2020
38,0,0,24.8,60.5,60.5,60.5,12.1,0.0,,1.217968866,20.1,0.0,0.3125,David Blough,2020
39,0,1,32.3,302.4,254.13333333333335,171.2,17.599999999999998,0.16666666666666666,1.01,1.217968866,19.6,0.0,0.9166666666666666,Matthew Stafford,2020
40,0,0,25.4,,,,,,,1.31400275,,,,Chris Streveler,2020
41,1,1,22.8,291.2,291.2,291.2,18.2,0.0,1.01,1.31400275,21.1,0.25,1.0,Kyler Murray,2020
42,0,0,33.8,66.0,27.575,5.2,7.65,0.0,3.21,1.054456075,20.0,0.0,0.171875,Colt McCoy,2020
43,0,1,23.0,223.6,223.6,223.6,17.2,0.0,1.06,1.054456075,19.3,0.15384615384615385,0.8125,Daniel Jones,2020
44,0,0,33.6,5.7,1.78,,1.25,0.0,6.3,1.054456075,21.8,0.0,0.15,Joe Webb,2020
45,0,1,29.2,284.8,240.56666666666663,252.8,14.666666666666666,0.0,2.04,1.338523122,20.4,0.0625,0.9791666666666666,Derek Carr,2020
46,0,0,26.6,268.5,195.45999999999998,86.8,13.5,0.0,1.02,1.338523122,18.9,0.15873015873015872,0.7875,Marcus Mariota,2020
47,0,0,26.1,20.0,17.6,,4.4,0.0,5.28,1.338523122,21.3,0.125,0.25,Nathan Peterman,2020
48,0,1,41.4,347.2,298.4,228.8,19.400000000000002,0.6666666666666666,2.01,1.621723098,19.6,0.16085858585858584,0.9270833333333334,Drew Brees,2020
49,0,0,26.4,328.0,260.78000000000003,328.0,18.599999999999998,0.2,1.01,1.621723098,19.7,0.07677738927738928,0.9,Jameis Winston,2020
50,0,0,24.7,,,,,,5.28,1.29965362,,,,Easton Stick,2020
51,1,0,22.2,,,,,,1.06,1.29965362,18.5,,,Justin Herbert,2020
52,0,1,30.799999999999997,274.4,137.2,6.0,9.166666666666666,0.0,6.15,1.29965362,20.1,0.1722222222222222,0.5520833333333334,Tyrod Taylor,2020
53,0,1,24.0,229.6,229.6,229.6,16.4,0.0,6.05,0.491827009,21.3,0.0,0.875,Gardner Minshew,2020
54,0,0,24.1,,,,,,6.1,0.491827009,23.4,,,Jake Luton,2020
55,0,0,30.5,166.4,53.800000000000004,4.2,5.766666666666667,0.0,3.11,0.491827009,21.7,0.0,0.2916666666666667,Mike Glennon,2020
56,0,0,29.7,163.8,40.36,,2.1999999999999997,0.0,2.07,1.569104334,19.9,0.0,0.2875,Geno Smith,2020
57,1,1,31.5,355.2,324.0,331.2,20.633333333333336,0.8333333333333334,3.12,1.569104334,19.8,0.125,1.0,Russell Wilson,2020
58,0,0,27.5,220.5,115.175,220.5,9.266666666666667,0.0,3.29,0.655557835,21.7,0.1722222222222222,0.59375,Jacoby Brissett,2020
59,0,1,38.5,292.8,279.2,252.8,17.066666666666666,0.0,1.04,0.655557835,18.7,0.0,1.0,Philip Rivers,2020
60,0,1,25.6,318.4,226.27499999999998,264.0,17.966666666666665,0.25,1.01,1.570746669,18.9,0.10555555555555556,0.84375,Jared Goff,2020
61,0,0,24.6,,,,,,,1.570746669,20.9,,,John Wolford,2020
62,0,0,35.4,275.2,187.44999999999996,88.0,13.066666666666668,0.0,1.18,0.73992954,21.6,0.020833333333333332,0.78125,Joe Flacco,2020
63,0,1,23.0,196.3,189.8,196.3,14.6,0.0,1.03,0.73992954,19.3,0.11538461538461539,0.8125,Sam Darnold,2020
64,1,1,24.0,291.2,254.8,291.2,18.2,0.0,1.07,1.162155129,20.3,0.6145833333333333,0.875,Josh Allen,2020
65,0,0,29.7,84.7,23.740000000000002,9.0,12.8,0.0,4.01,1.162155129,20.0,0.0,0.175,Matt Barkley,2020
66,1,1,31.799999999999997,312.0,256.09999999999997,249.0,17.566666666666666,0.3333333333333333,4.07,1.022496454,21.0,0.12638888888888888,0.8854166666666666,Kirk Cousins,2020
67,1,1,23.4,423.0,291.5,423.0,19.1,0.5,1.32,1.049973228,18.7,0.38958333333333334,0.96875,Lamar Jackson,2020
68,0,0,30.299999999999997,213.2,78.78,16.8,1.5999999999999999,0.0,1.02,1.049973228,18.6,0.0,0.4375,Robert Griffin III,2020
69,0,0,24.8,0.1,0.1,0.1,0.1,0.0,6.24,1.049973228,21.0,0.0,0.0625,Trace McSorley,2020
70,0,0,22.3,,,,,,,1.049973228,21.6,,,Tyler Huntley,2020
71,0,0,24.5,,,,,,7.31,1.659804095,20.8,,,Logan Woodside,2020
72,1,1,31.9,291.2,227.01999999999998,228.0,16.25,0.0,1.08,1.659804095,22.1,0.16666666666666666,0.85,Ryan Tannehill,2020
73,0,1,35.1,356.8,295.03333333333336,279.0,18.633333333333333,0.3333333333333333,1.03,1.652579439,20.3,0.08472222222222221,0.9895833333333334,Matt Ryan,2020
74,0,0,39.0,32.0,12.22,32.0,3.2,0.0,3.27,1.652579439,21.2,0.0,0.175,Matt Schaub,2020
75,0,1,25.8,267.4,206.0333333333333,211.5,14.933333333333335,0.0,1.02,1.44719202,22.0,0.1714285714285714,0.8541666666666666,Mitchell Trubisky,2020
76,0,0,31.4,129.6,69.06666666666668,37.6,10.1,0.0,3.25,1.44719202,20.6,0.0,0.3854166666666667,Nick Foles,2020
77,0,0,28.4,-2.0,-2.0,,-2.0,0.0,,1.44719202,18.7,0.0,0.0625,Tyler Bray,2020
78,0,0,25.3,,,,,,,1.61679884,18.5,,,P.J. Walker,2020
79,0,1,27.6,208.0,98.99999999999999,92.7,3.7000000000000006,0.0,1.32,1.61679884,18.8,0.0,0.5375,Teddy Bridgewater,2020
80,0,1,37.5,300.8,191.13333333333333,252.0,17.2,0.16666666666666666,7.36,0.364208251,20.8,0.1722222222222222,0.7395833333333334,Ryan Fitzpatrick,2020
81,0,0,22.3,,,,,,1.05,0.364208251,20.5,,,Tua Tagovailoa,2020
0,1,1,37.5,388.2592,307.0941714285714,388.2592,20.288733333333337,0.7142857142857143,1.24,1.6622981627,19.8,0.125,0.9196428571428571,Aaron Rodgers,2021
1,0,0,22.6,,,,,,1.26,1.6622981627,19.8,,,Jordan Love,2021
2,0,0,25.9,,,,,,,1.6622981627,21.1,,,Kurt Benkert,2021
3,0,1,33.6,268.8,218.01424285714285,144.8997,15.490899999999998,0.0,2.03,1.7541239175,20.9,0.10256410256410257,0.8571428571428571,Andy Dalton,2021
4,0,0,22.2,,,,,,1.11,1.7541239175,20.5,,,Justin Fields,2021
5,0,0,32.4,129.6,75.22565714285714,112.1796,12.5548,0.0,3.25,1.7541239175,20.6,0.037037037037037035,0.4107142857142857,Nick Foles,2021
6,0,1,26.1,256.6208,251.74026666666668,256.6208,16.4796,0.0,1.01,1.7228043352,18.4,0.08333333333333333,0.9583333333333334,Baker Mayfield,2021
7,0,0,33.3,243.0,110.67714285714285,1.84,8.706666666666669,0.0,,1.7228043352,19.6,0.075,0.5357142857142857,Case Keenum,2021
8,0,0,26.2,131.2,86.39333333333332,128.28,9.642666666666665,0.0,,1.7228043352,20.5,0.0,0.3958333333333333,Nick Mullens,2021
9,0,1,39.3,348.8,243.20278571428568,277.2195,15.727100000000002,0.2857142857142857,1.11,2.2592822125,19.5,0.0625,0.8035714285714286,Ben Roethlisberger,2021
10,0,0,25.9,118.0,68.68,19.36,7.836,0.0,3.12,2.2592822125,20.1,0.0,0.46875,Mason Rudolph,2021
11,0,0,31.6,136.8,56.50333333333333,15.32,4.215,0.0,1.1,2.4057073065,19.9,0.0,0.3333333333333333,Blaine Gabbert,2021
12,1,1,43.8,352.0,301.01714285714286,349.92,18.99,0.2857142857142857,6.33,2.4057073065,21.1,0.16666666666666666,0.9642857142857143,Tom Brady,2021
13,0,0,28.7,53.7,44.1,53.7,11.120000000000001,0.0,6.26,2.1947954605,21.0,0.0,0.25,Brandon Allen,2021
14,1,1,24.5,178.72,178.72,178.72,17.872,0.0,1.01,2.1947954605,21.7,0.3,0.625,Joe Burrow,2021
15,0,0,24.9,15.3,15.3,15.3,5.1,0.0,,1.2665030085,19.2,0.0,0.1875,Brett Rypien,2021
16,0,0,23.6,196.3195,133.65975,196.3195,14.650749999999999,0.0,2.1,1.2665030085,18.8,0.11538461538461539,0.5625,Drew Lock,2021
17,0,0,24.3,-0.78,-0.78,-0.78,-0.78,0.0,,1.2665030085,,0.0,0.0625,Kendall Hinton,2021
18,0,1,28.6,252.2205,124.53674999999998,252.2205,9.738233333333334,0.0,1.32,1.2665030085,18.8,0.1111111111111111,0.6041666666666666,Teddy Bridgewater,2021
19,0,0,35.6,173.8,74.10000000000001,3.0,3.0666666666666664,0.0,,0.550384163,,0.0,0.45535714285714285,Brian Hoyer,2021
20,0,1,22.7,,,,,,1.15,0.550384163,22.0,,,Mac Jones,2021
21,0,0,27.5,94.8,76.35993333333333,52.2798,12.55665,0.0,3.4,1.0102718325,21.8,0.1,0.3541666666666667,C.J. Beathard,2021
22,0,1,21.7,,,,,,1.01,1.0102718325,19.9,,,Trevor Lawrence,2021
23,0,0,32.1,398.4,259.2542142857143,270.9795,15.888433333333333,0.2857142857142857,1.01,1.3265843827,21.3,0.36190476190476195,0.8214285714285714,Cam Newton,2021
24,0,0,26.3,13.52,13.52,13.52,3.38,0.0,,1.3265843827,18.5,0.0,0.25,P.J. Walker,2021
25,0,1,24.0,196.3,174.87333333333333,145.02,13.761666666666665,0.0,1.03,1.3265843827,19.3,0.13247863247863248,0.7916666666666666,Sam Darnold,2021
26,0,1,28.4,280.8,238.59992000000003,213.3996,17.727766666666668,0.0,1.02,1.33364433,21.7,0.15972222222222224,0.85,Carson Wentz,2021
27,0,0,23.5,,,,,,4.16,1.33364433,21.8,,,Jacob Eason,2021
28,0,0,22.7,,,,,,6.33,1.33364433,19.9,,,Sam Ehlinger,2021
29,0,0,35.9,162.0,36.30335,23.7201,4.70335,0.0,2.26,2.0464431335,20.2,0.16666666666666666,0.2604166666666667,Chad Henne,2021
30,1,1,25.7,427.2,277.2,380.4,24.25333333333333,0.5,1.1,2.0464431335,19.0,0.13373015873015873,0.71875,Patrick Mahomes,2021
31,0,0,34.7,31.6,12.265714285714285,14.16,6.913333333333334,0.0,,0.991006957,19.9,0.0,0.15178571428571427,Chase Daniel,2021
32,1,1,23.2,342.84,342.84,342.84,22.856,1.0,1.06,0.991006957,18.5,0.3333333333333333,0.9375,Justin Herbert,2021
33,0,0,26.4,8.7,8.7,8.7,2.175,0.0,,1.4801270685,,0.0,0.25,Chris Streveler,2021
34,0,0,34.8,66.0,25.9,19.2,6.7,0.0,3.21,1.4801270685,20.0,0.0,0.1875,Colt McCoy,2021
35,1,1,23.8,390.7408,340.9704,390.7408,21.31065,0.5,1.01,1.4801270685,21.1,0.46875,1.0,Kyler Murray,2021
36,0,0,27.5,1.4,1.4,,,0.0,,2.507766003,20.8,,0.125,Cooper Rush,2021
37,1,1,27.8,347.2,268.24799999999993,139.64,22.575999999999997,0.2,4.37,2.507766003,20.1,0.3875,0.8625,Dak Prescott,2021
38,0,1,24.0,223.6,206.81029999999998,190.0206,15.38645,0.0,1.06,0.9265730775,19.3,0.11263736263736264,0.84375,Daniel Jones,2021
39,0,0,31.5,166.4,55.48285714285714,65.58,6.905333333333334,0.0,3.11,0.9265730775,21.7,0.0,0.29464285714285715,Mike Glennon,2021
40,0,0,25.8,60.5,31.63,2.76,7.43,0.0,,1.0059663875,20.1,0.0,0.1875,David Blough,2021
41,0,1,26.6,318.4,231.61589999999995,252.9795,17.7551,0.2,1.01,1.0059663875,18.9,0.1722222222222222,0.8625,Jared Goff,2021
42,0,0,26.7,0.0,-0.45,-0.9,-0.05625,0.0,,1.0059663875,,0.0,0.34375,Tim Boyle,2021
43,0,0,22.6,,,,,,3.03,1.1328766758,20.9,,,Davis Mills,2021
44,0,0,28.1,84.8,59.35996666666667,32.0799,13.897766666666667,0.0,6.32,1.1328766758,18.4,0.19444444444444442,0.2916666666666667,Jeff Driskel,2021
45,0,1,31.799999999999997,274.4,118.88857142857141,9.02,5.636666666666667,0.0,6.15,1.1328766758,20.1,0.08333333333333333,0.49107142857142855,Tyrod Taylor,2021
46,0,0,26.4,,,,,,3.23,1.445879699,18.6,,,Davis Webb,2021
47,0,0,22.8,,,,,,5.22,1.445879699,19.1,,,Jake Fromm,2021
48,1,1,25.0,406.0608,305.22026666666665,406.0608,20.59293333333333,0.3333333333333333,1.07,1.445879699,20.3,0.5763888888888888,0.9166666666666666,Josh Allen,2021
49,0,0,26.8,267.4,194.95,161.7,16.456666666666667,0.0,1.02,1.445879699,22.0,0.1492063492063492,0.796875,Mitchell Trubisky,2021
50,0,1,30.2,284.8,246.35999999999999,281.12,15.790000000000001,0.0,2.04,1.6504355478,20.4,0.125,0.9821428571428571,Derek Carr,2021
51,0,0,27.6,268.5,167.35666666666665,26.84,17.44666666666667,0.0,1.02,1.6504355478,18.9,0.38095238095238093,0.6666666666666666,Marcus Mariota,2021
52,0,0,27.1,20.0,12.366666666666667,1.9,3.45,0.0,5.28,1.6504355478,21.3,0.125,0.1875,Nathan Peterman,2021
53,0,0,23.4,,,,,,,1.5111887315,20.7,,,Feleipe Franks,2021
54,0,0,24.3,124.6,73.8,,6.75,0.0,1.1,1.5111887315,18.6,0.0,0.59375,Josh Rosen,2021
55,0,1,36.1,356.8,294.80571428571426,293.44,19.74666666666667,0.2857142857142857,1.03,1.5111887315,20.3,0.12638888888888888,0.9910714285714286,Matt Ryan,2021
56,0,0,25.0,229.6,197.63015000000001,165.6603,17.40335,0.0,6.05,0.651670957,21.3,0.05555555555555555,0.71875,Gardner Minshew,2021
57,1,1,22.8,113.4405,113.4405,113.4405,7.5627,0.0,2.21,0.651670957,18.1,0.2,0.9375,Jalen Hurts,2021
58,0,0,36.4,275.2,168.9228571428571,57.76,12.817333333333332,0.0,1.18,0.651670957,21.6,0.0,0.7142857142857143,Joe Flacco,2021
59,0,0,29.9,15.52,5.54,15.52,5.673333333333333,0.0,6.38,1.9714755535,22.1,0.0,0.14583333333333334,Garrett Gilbert,2021
60,0,0,25.2,193.7,88.76666666666665,46.0,13.233333333333334,0.0,,1.9714755535,18.5,0.30128205128205127,0.3958333333333333,Kyle Allen,2021
61,0,1,38.5,300.8,186.93427142857144,161.7399,18.9237,0.14285714285714285,7.36,1.9714755535,20.8,0.24629629629629626,0.7142857142857143,Ryan Fitzpatrick,2021
62,0,0,28.2,17.0,9.76,11.68,7.54,0.0,,1.9714755535,19.5,0.0,0.14583333333333334,Taylor Heinicke,2021
63,0,0,30.7,163.8,33.82,1.12,0.36000000000000004,0.0,2.07,2.078225889,19.9,0.0,0.25,Geno Smith,2021
64,0,1,32.5,372.7808,330.9686857142857,372.7808,20.9996,0.8571428571428571,3.12,2.078225889,19.8,0.10416666666666667,1.0,Russell Wilson,2021
65,0,0,23.2,,,,,,4.28,1.0598813549,20.4,,,Ian Book,2021
66,0,1,27.4,328.0,217.7166666666667,2.4,13.4,0.16666666666666666,1.01,1.0598813549,19.7,0.05113636363636364,0.7916666666666666,Jameis Winston,2021
67,0,0,29.4,196.0,83.92500000000001,,0.1,0.0,,1.0598813549,21.7,0.0,0.421875,Trevor Siemian,2021
68,0,0,28.5,220.5,96.25598,20.5799,5.456966666666666,0.0,3.29,0.9092896725,21.7,0.17979797979797976,0.6125,Jacoby Brissett,2021
69,0,1,23.3,140.46,140.46,140.46,14.046,0.0,1.05,0.9092896725,20.5,0.3,0.625,Tua Tagovailoa,2021
70,0,1,29.6,256.0,73.20574285714285,69.3402,14.618899999999998,0.0,2.3,0.7294022965,19.8,0.020833333333333332,0.4107142857142857,Jimmy Garoppolo,2021
71,0,0,35.1,49.6,25.8,,12.4,0.0,5.25,0.7294022965,19.3,0.25,0.1875,Josh Johnson,2021
72,0,0,21.1,,,,,,1.03,0.7294022965,,,,Trey Lance,2021
73,0,0,25.6,13.84,13.84,13.84,13.84,0.0,,1.7690925175,20.9,0.0,0.0625,John Wolford,2021
74,1,1,33.3,302.4,256.48,270.56,17.403333333333332,0.14285714285714285,1.01,1.7690925175,19.6,0.0,0.9285714285714286,Matthew Stafford,2021
75,0,0,21.9,,,,,,3.02,1.9178094606,19.2,,,Kellen Mond,2021
76,1,1,32.8,319.2,265.1142857142857,319.2,18.150000000000002,0.42857142857142855,4.07,1.9178094606,21.0,0.06388888888888888,0.9017857142857143,Kirk Cousins,2021
77,0,0,29.1,5.0,1.3,,0.1,0.0,3.25,1.9178094606,20.4,0.0,0.1625,Sean Mannion,2021
78,0,0,28.6,38.8,28.7,,,0.0,5.25,1.524541851,20.9,,0.21875,Kevin Hogan,2021
79,0,0,25.5,1.2798,1.2798,1.2798,0.2133,0.0,7.31,1.524541851,20.8,0.0,0.375,Logan Woodside,2021
80,0,1,32.9,351.36,247.74333333333334,351.36,18.153333333333332,0.16666666666666666,1.08,1.524541851,22.1,0.2569444444444444,0.875,Ryan Tannehill,2021
81,0,1,24.4,423.0,308.25983333333335,341.7795,20.328433333333333,0.6666666666666666,1.32,1.224197696,18.7,0.4152777777777778,0.9583333333333334,Lamar Jackson,2021
82,0,0,23.3,2.9,2.9,2.9,1.45,0.0,,1.224197696,21.6,0.0,0.125,Tyler Huntley,2021
83,0,0,26.2,,,,,,5.34,0.9897441269,21.5,,,Mike White,2021
84,0,1,21.8,,,,,,1.02,0.9897441269,19.1,,,Zach Wilson,2021
