,id_x,firstName,lastName,adp,projectedPoints,positionRank,slotName,teamName,lineupStatus,byeWeek
537,1ae2aae3-c5d7-4a43-bfef-572ac39109e2,James,Mitchell,-,3.1677348970855714,,TE,Detroit Lions,,
468,3e2eb995-399a-4277-885a-07da782d4dc8,Jalen,Nailor,-,3.1677348970855714,,WR,Minnesota Vikings,,
1139,30bc6de1-28e9-4d77-a56b-ddce8b85dff8,Mike,Woods,-,3.1677348970855714,,WR,Cleveland Browns,,
1127,eb9ed781-537b-4f38-b2bf-6edf503851a4,Teagan,Quitoriano,-,3.1677348970855714,,TE,Houston Texans,,
527,ea1f2f52-a40d-4311-8af8-67bd56f5b854,Grant,Calcaterra,-,3.1677348970855714,,TE,Philadelphia Eagles,,
302,3914168b-85b2-4562-a2f5-62a543dbafcd,Kyle,Philips,215.9,3.1677348970855714,WR131,WR,Tennessee Titans,,
385,5f381d00-3155-4d67-828f-b82df5e24152,Cole,Turner,216,3.1677348970855714,TE62,TE,Washington Commanders,,
237,faf9a5ab-c21f-42c8-9e2c-7f36d27b877f,Matt,Breida,215.1,3.149904697085571,RB71,RB,NY Giants,,
412,b2f1fe8a-9fbe-4346-8035-f19c11b820d1,Salvon,Ahmed,-,3.139884297085571,,RB,Miami Dolphins,,
352,2b804397-6196-4bd3-bbf4-842ac6a77f3c,Kene,Nwangwu,216,3.1232896970855712,RB104,RB,Minnesota Vikings,,
391,f753e01f-eb96-4fea-9969-30527df82d20,Rashard,Higgins,-,3.122645097085571,,WR,Carolina Panthers,,
1136,b3788e9e-d02e-40ed-b987-187b5c95da65,Mataeo,Durant,-,3.1056051970855716,,RB,Pittsburgh Steelers,,
459,ae8c1965-ff30-419e-9765-6e2cf40fdd19,Larry,Rountree,-,3.1037204970855714,,RB,Los Angeles Chargers,,
284,90833e6e-7816-455a-ae6a-ec4e43e20b35,Cooper,Rush,215.9,3.0796416,QB39,QB,Dallas Cowboys,,
1175,cb1bba94-acb9-4d55-a14a-7282218ad5b6,Sean,Mannion,-,3.0796416,,QB,Minnesota Vikings,,
167,47d81ead-8027-453d-8872-61a9db24d3a2,Khalil,Herbert,168.6,3.0388142970855716,RB51,RB,Chicago Bears,,
353,90d64c3f-503e-4ac7-a066-2f82209f1497,Marquise,Goodwin,216,3.0193351970855713,WR145,WR,Chicago Bears,,
470,7ef592ca-7e0d-48ab-8f65-48f8a02439b6,Nick,Vannett,-,3.0119386970855713,,TE,New Orleans Saints,,
484,7c0480a0-3174-4bde-a04d-dc63c8640bd8,Troy,Fumagalli,-,2.9735438970855714,,TE,New England Patriots,,
241,2e1a2979-1ce2-4743-9a90-74ae02a507f4,Rex,Burkhead,215.4,2.950197357085571,RB73,RB,Houston Texans,,
351,dd2543f6-120b-4ac1-83f1-eefc09671e39,Kennedy,Brooks,216,2.9484826970855713,RB104,RB,Philadelphia Eagles,,
1137,b8ec76c9-6f2f-4d2e-8659-0ce08fb27028,BJ,Baylor,-,2.9484826970855713,,RB,Green Bay Packers,,
273,f54caaf6-c237-43af-b01e-b799aa202811,Abram,Smith,215.8,2.9484826970855713,RB82,RB,New Orleans Saints,,
1086,dda94cd4-68a8-46f3-b56c-68c3841b67e9,Bryant,Koback,-,2.9484826970855713,,RB,Minnesota Vikings,,
586,26fb216b-05e0-4220-981a-a92d4d8de42a,Jaylen,Warren,-,2.9484826970855713,,RB,Pittsburgh Steelers,,
429,25d91612-e90e-425d-ba26-0aafa6b5974d,Jalen,Richard,-,2.9481034970855715,,RB,,,
436,4a71ddd7-0621-4136-84b2-25ffe2164436,Freddie,Swain,-,2.9207236970855712,,WR,Seattle Seahawks,,
414,96fea027-5f68-4196-b58d-9f8c49779185,Richie,James,-,2.9207236970855712,,WR,NY Giants,,
445,20543357-75d2-4b86-93bc-0f52c95201b2,Dez,Fitzpatrick,-,2.9177135570855715,,WR,Tennessee Titans,,
419,dab2340c-5562-423f-8d83-32fb9337b8da,Collin,Johnson,-,2.914972697085571,,WR,NY Giants,,
338,53858570-9ad4-4b69-accc-f4978329aad0,Jakeem,Grant,216,2.9082483370855714,WR141,WR,Cleveland Browns,,
491,b83fcfc1-83f0-4745-9b90-ba51e97b5040,Alex,Erickson,-,2.8968044370855712,,WR,Carolina Panthers,,
432,43e3c84e-4c06-4832-ac2c-096a96798edf,Adam,Shaheen,-,2.8851528970855713,,TE,Miami Dolphins,,
566,6dad08a8-5b6c-4a7b-a50f-16d5ffedb35e,Craig,Reynolds,-,2.872084497085571,,RB,Detroit Lions,,
210,e9549be8-b346-4240-b27c-cea1b4c71591,Byron,Pringle,210.9,2.861811577085571,WR95,WR,Chicago Bears,,
402,f9e0b710-86bf-449f-bb3c-b503d74da15e,Miles,Boykin,-,2.828685177085571,,WR,Pittsburgh Steelers,,
557,4d9264e2-20e6-4de0-8dfd-c29a51451f2e,Rico,Dowdle,-,2.8235678970855713,,RB,Dallas Cowboys,,
535,07d8c48b-9546-45dd-aae0-4bb41cc5f86f,Ben,DiNucci,-,2.7977259,,QB,Dallas Cowboys,,
520,c1ca25de-8d4e-4f8f-95c7-ca3d985404ef,Trace,McSorley,-,2.7977259,,QB,Arizona Cardinals,,
421,a92451c3-eb4e-4a7f-9056-878ab866a791,Will,Dissly,-,2.7717500970855715,,TE,Seattle Seahawks,,
411,2389b998-d335-4466-b3e9-e1d0c11619c1,Jacob,Hollister,-,2.7692312970855713,,TE,Las Vegas Raiders,,
365,a70bf679-c89c-4cba-889d-46889f42cded,Anthony,McFarland,216,2.766981237085571,RB109,RB,Pittsburgh Steelers,,
270,6181ea4b-7a9b-40d1-8727-9714f33750a5,Derrick,Gore,215.8,2.7650422970855715,RB80,RB,Kansas City Chiefs,,
230,7a124013-a52a-41b0-b5c0-783fd242cf68,Khalil,Shakir,214.6,2.7339855970855713,WR105,WR,Buffalo Bills,,
1100,afff35e3-d664-47a4-b061-f1ade78edc73,Andrew,Ogletree,-,2.726749217085571,,TE,Indianapolis Colts,,
336,f6f699ec-6b7d-4777-b617-9bcdcbe34a27,Jacoby,Brissett,216,2.7258189,QB46,QB,Cleveland Browns,,
584,5ae3231a-cde7-4df4-919b-f24773abd6a5,Alex,Armah,-,2.6991036970855715,,RB,Washington Commanders,,
1110,8cb0d227-d0c7-4834-8908-a5d865b7652d,Derek,Watt,-,2.6991036970855715,,RB,Pittsburgh Steelers,,
1148,efaf640a-5a6d-4e4a-b97b-ba854be0fac5,Dareke,Young,-,2.6802130970855713,,WR,Seattle Seahawks,,
455,b61e9db2-4aee-4d89-ab6f-042fa9741eb6,Bo,Melton,-,2.6802130970855713,,WR,Seattle Seahawks,,
1089,de011687-64a1-42d4-8da1-ecf4a09d1403,Ko,Kieft,-,2.6802130970855713,,TE,Tampa Bay Buccaneers,,
496,358a849a-9389-48c1-982e-09e125e67138,Stephen,Anderson,-,2.6682656970855714,,TE,Arizona Cardinals,,
539,617b422c-92bc-4f1a-8db2-f43c44dcbe49,Juwan,Johnson,-,2.6682656970855714,,TE,New Orleans Saints,,
283,742f8291-aeac-4a30-934c-a9d93fc98785,Antoine,Wesley,215.9,2.6682656970855714,WR124,WR,Arizona Cardinals,,
245,3145cf37-1c94-4ed3-a799-3295322bf2df,Ricky,Seals-Jones,215.5,2.6682656970855714,TE35,TE,NY Giants,,
430,304d2e95-7ce3-441f-9055-3990071e9ba0,James,O'Shaughnessy,-,2.6565469570855713,,TE,Chicago Bears,,
226,aee3a5dc-6b22-445c-8776-6c30b7d8773b,Randall,Cobb,214.2,2.6529876370855714,WR102,WR,Green Bay Packers,,
555,afc33330-d344-4755-9c5c-61d1b21dcdf0,Jonathan,Williams,-,2.648984817085571,,RB,Washington Commanders,,
403,0cfe97bf-1946-4a85-85d2-4864f2b4641a,Drew,Sample,-,2.6454238970855712,,TE,Cincinnati Bengals,,
513,77e2a4a0-1264-4dff-8f0e-7c87a5bf500d,Jaylen,Samuels,-,2.5970170170855713,,RB,Arizona Cardinals,,
453,81a916f0-ff43-4f5d-a7c3-032b702a7fcc,Travis,Homer,-,2.5940956370855712,,RB,Seattle Seahawks,,
450,4773b86b-acbe-4d0c-b434-80c95d407370,Nick,Boyle,-,2.592952817085571,,TE,Baltimore Ravens,,
373,cc6f1229-2cb7-4b11-aa44-1ca4f89764a6,Qadree,Ollison,216,2.5896888970855714,RB109,RB,Atlanta Falcons,,
303,47333d2d-da9f-42a3-9518-2c54ce3f6fd7,Jordan,Love,215.9,2.5828128,QB45,QB,Green Bay Packers,,
390,22df9639-b8fe-4ef9-a034-777f6ab90b97,Greg,Ward,-,2.5794054170855714,,WR,Philadelphia Eagles,,
1168,84603ea4-1323-4ada-8844-2cd730c1ea89,DeAndre,Carter,-,2.5697716970855713,,WR,Los Angeles Chargers,,
588,67fcdb9d-d96e-4700-9c00-472698394809,Cody,Core,-,2.5562448970855716,,WR,Miami Dolphins,,
296,d6c39644-73bc-4722-8df3-ee1a6443adc0,James,Proche,215.9,2.5562448970855716,WR128,WR,Baltimore Ravens,,
1172,e796fb8d-e6a7-4e82-b7de-b6763b06a83f,Trevor,Siemian,-,2.5548942,,QB,Chicago Bears,,
195,33f65149-01b5-402f-a559-f593b584358b,Justyn,Ross,198.7,2.5405708970855714,WR87,WR,Kansas City Chiefs,,
1090,0b43f186-0059-4e36-8bad-5bb79ebb076b,Josh,Malone,-,2.534681297085571,,WR,Tennessee Titans,,
396,0408a61e-0457-471b-a3d1-7e350416b89a,Keke,Coutee,-,2.5100143570855713,,WR,Indianapolis Colts,,
1111,79e26560-db98-4de3-bc05-5498264af0ad,David,Moore,-,2.5090820970855714,,WR,Chicago Bears,,
349,5374d062-558d-472b-8b3a-5348d2735c69,Equanimeous,St. Brown,216,2.5023552970855714,WR145,WR,Chicago Bears,,
578,91293eee-6229-4717-a3b7-c6225ed907e4,Kelvin,Harmon,-,2.4976254370855715,,WR,Washington Commanders,,
290,79d2b5a7-0907-44fa-a408-62f365221875,Dan,Arnold,215.9,2.4969653970855714,TE45,TE,Jacksonville Jaguars,,
1083,dbe63fa9-7b3a-43bb-9c6a-8789f3ef6ace,Josh,Adams,-,2.482366297085571,,RB,New Orleans Saints,,
546,994e6d37-a37a-4f26-8c8c-a22b1a267440,Elijhaa,Penny,-,2.449462177085571,,RB,NY Giants,,
472,9375d41b-ad88-47e0-9c1f-68c8a5d815c8,C.J.,Ham,-,2.449462177085571,,RB,Minnesota Vikings,,
788,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
789,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
772,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
961,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
771,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
784,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
770,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
773,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
769,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
960,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
768,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
791,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
790,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
775,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
774,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
785,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
776,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
787,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
777,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
778,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
959,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
780,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
786,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
781,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
782,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
783,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
779,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
765,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
767,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
633,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
639,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
638,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
637,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
636,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
635,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
634,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
632,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
641,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
631,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
630,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
629,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
628,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
627,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
626,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
640,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
642,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
766,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
760,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
962,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
764,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
763,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
762,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
761,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
958,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
759,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
643,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
758,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
757,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
756,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
646,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
645,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
644,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
792,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
968,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
957,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
951,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
938,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
965,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
937,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
936,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
935,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
1091,0d138f1f-da8e-4bae-8e6f-e4c70df18650,Rodney,Williams,-,2.4395603570855715,,TE,Denver Broncos,,
934,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
793,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
933,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
952,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
932,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
964,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
931,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
953,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
966,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
939,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
940,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
941,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
942,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
943,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
944,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
945,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
946,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
947,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
972,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
948,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
949,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
950,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
967,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
971,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
970,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
930,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
929,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
928,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
804,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
794,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
795,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
796,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
797,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
969,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
798,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
963,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
799,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
800,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
801,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
802,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
803,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
956,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
955,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
805,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
954,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
806,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
807,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
808,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
809,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.4395603570855715,,WR,Detroit Lions,,
919,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
920,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
921,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
922,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
923,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
924,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
925,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
926,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
624,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
927,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.4395603570855715,,RB,Seattle Seahawks,,
625,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
595,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
623,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
